# Date: 20170721
# RBS Modification: MLG910
# Shock Rate: None
# Purpose: Process intensity data from 20170721
area,intensity,date,rbs,mean_bg,exposure_ms
4.3776,278539.7934083463,20170721,mlg910,109490.6248950221,50
7.808000000000001,215455.80627240383,20170721,mlg910,109490.6248950221,50
7.372800000000001,233954.64176252182,20170721,mlg910,109490.6248950221,50
6.195200000000001,194845.38581659424,20170721,mlg910,110154.17772087085,50
4.1984,304325.1203651876,20170721,mlg910,110154.17772087085,50
4.7616000000000005,221168.65741777295,20170721,mlg910,110154.17772087085,50
4.096,275849.3259523973,20170721,mlg910,108697.5302668304,50
5.3504000000000005,237144.163926405,20170721,mlg910,108697.5302668304,50
4.889600000000001,217562.48372540038,20170721,mlg910,108697.5302668304,50
5.6832,222290.71675619393,20170721,mlg910,104503.57976182866,50
5.7344,263230.76323734515,20170721,mlg910,104503.57976182866,50
4.9408,243631.62518876785,20170721,mlg910,104503.57976182866,50
6.5792,207215.79068010088,20170721,mlg910,104503.57976182866,50
4.1216,188733.18107736117,20170721,mlg910,107407.33476223389,50
4.864,239329.3536170378,20170721,mlg910,107407.33476223389,50
6.3232,229955.0587506222,20170721,mlg910,107407.33476223389,50
5.5808,209992.98699133526,20170721,mlg910,107407.33476223389,50
6.0416,213793.30174513024,20170721,mlg910,107407.33476223389,50
8.2688,191533.26526897625,20170721,mlg910,107407.33476223389,50
4.224,209414.65022891594,20170721,mlg910,107407.33476223389,50
4.9152000000000005,245443.18756303514,20170721,mlg910,109800.82825122843,50
11.136000000000001,275040.1361809194,20170721,mlg910,109800.82825122843,50
5.2992,226551.1384392417,20170721,mlg910,109800.82825122843,50
4.5056,235444.70806920624,20170721,mlg910,109718.56598563638,50
5.248,295772.7968935049,20170721,mlg910,109718.56598563638,50
5.2736,229715.42350394427,20170721,mlg910,109718.56598563638,50
4.1728000000000005,273532.7250454336,20170721,mlg910,109718.56598563638,50
5.760000000000001,228408.58088758914,20170721,mlg910,109718.56598563638,50
3.3024,514127.90296609176,20170721,mlg910,109718.56598563638,50
4.9408,239759.58103240997,20170721,mlg910,110268.36193567314,50
3.584,227291.79329248398,20170721,mlg910,110268.36193567314,50
5.5552,195385.6159785189,20170721,mlg910,110268.36193567314,50
8.3968,264164.13703766436,20170721,mlg910,106996.15838331773,50
3.456,234379.1291533568,20170721,mlg910,106996.15838331773,50
5.0944,280672.9222004415,20170721,mlg910,106996.15838331773,50
7.168,216531.33557817043,20170721,mlg910,106996.15838331773,50
6.4768,220300.350205159,20170721,mlg910,106996.15838331773,50
6.067200000000001,196649.13684974823,20170721,mlg910,104757.74548223044,50
7.0144,258599.8942910116,20170721,mlg910,104757.74548223044,50
11.776,183856.08590065088,20170721,mlg910,104757.74548223044,50
5.4016,237827.2924874961,20170721,mlg910,104757.74548223044,50
5.8368,303571.5614443434,20170721,mlg910,108165.13985364286,50
5.632000000000001,235285.8042959506,20170721,mlg910,108165.13985364286,50
6.2208000000000006,256730.74735755657,20170721,mlg910,108165.13985364286,50
4.6336,239443.804790427,20170721,mlg910,108165.13985364286,50
6.6048,213550.32912687256,20170721,mlg910,106800.76117322438,50
5.2992,202311.77706756888,20170721,mlg910,106800.76117322438,50
2.8160000000000003,170833.33898234635,20170721,mlg910,106800.76117322438,50
14.3872,224691.9892958765,20170721,mlg910,106800.76117322438,50
5.5552,261771.87622938037,20170721,mlg910,109190.37547960324,50
5.2992,243051.63423213057,20170721,mlg910,109190.37547960324,50
4.454400000000001,223391.72512342894,20170721,mlg910,109190.37547960324,50
3.3280000000000003,215920.02524589704,20170721,mlg910,109190.37547960324,50
4.5056,200340.60804453754,20170721,mlg910,109190.37547960324,50
13.6448,255719.58188398345,20170721,mlg910,109190.37547960324,50
4.0192000000000005,205984.3501539703,20170721,mlg910,106040.54306417194,50
6.9888,226519.94559791972,20170721,mlg910,106040.54306417194,50
4.2496,258319.80039272163,20170721,mlg910,106040.54306417194,50
4.6592,206323.76328237713,20170721,mlg910,106040.54306417194,50
4.5312,178022.7206457275,20170721,mlg910,106040.54306417194,50
5.9904,167985.45797212567,20170721,mlg910,106040.54306417194,50
7.936,203851.01897830042,20170721,mlg910,106040.54306417194,50
4.4032,215029.10242126882,20170721,mlg910,107115.06793149828,50
3.6096000000000004,270324.71780288056,20170721,mlg910,107115.06793149828,50
4.1728000000000005,236618.64002509875,20170721,mlg910,107115.06793149828,50
3.584,236067.3172235357,20170721,mlg910,107115.06793149828,50
5.4016,236186.69727695,20170721,mlg910,107115.06793149828,50
4.6848,197684.8043024286,20170721,mlg910,107115.06793149828,50
11.008000000000001,256212.5284323314,20170721,mlg910,107115.06793149828,50
6.8352,237175.14392330634,20170721,mlg910,107115.06793149828,50
5.888,208726.40427399156,20170721,mlg910,107115.06793149828,50
4.0192000000000005,243289.3435689558,20170721,mlg910,106568.89728171028,50
6.1184,250310.3053710698,20170721,mlg910,106568.89728171028,50
6.016,191940.5368401108,20170721,mlg910,106568.89728171028,50
3.3280000000000003,232565.5452406009,20170721,mlg910,106568.89728171028,50
6.912,187616.3700259854,20170721,mlg910,106568.89728171028,50
11.5968,312541.9782961725,20170721,mlg910,106568.89728171028,50
3.968,220597.50211026525,20170721,mlg910,108562.57311691476,50
3.9168000000000003,261562.35228580536,20170721,mlg910,108562.57311691476,50
10.2912,278333.5862615995,20170721,mlg910,108562.57311691476,50
5.7856000000000005,217981.05468727663,20170721,mlg910,108562.57311691476,50
7.961600000000001,220571.13302392585,20170721,mlg910,108562.57311691476,50
5.5296,163212.54407530336,20170721,mlg910,108562.57311691476,50
4.2496,204581.69467913714,20170721,mlg910,108562.57311691476,50
4.5824,222097.5507139674,20170721,mlg910,107978.01399895213,50
3.5584000000000002,230630.86158875417,20170721,mlg910,107978.01399895213,50
7.7568,212996.95011074122,20170721,mlg910,107978.01399895213,50
5.8368,223512.37739651164,20170721,mlg910,107978.01399895213,50
6.8352,208322.2546625856,20170721,mlg910,107978.01399895213,50
5.324800000000001,237264.5355490143,20170721,mlg910,107978.01399895213,50
5.9648,226433.6163810655,20170721,mlg910,107893.95162192048,50
7.1168000000000005,241063.86014273364,20170721,mlg910,107893.95162192048,50
7.091200000000001,235073.93508226375,20170721,mlg910,107893.95162192048,50
4.7104,230867.5395090375,20170721,mlg910,107893.95162192048,50
5.6832,201814.33341285214,20170721,mlg910,107893.95162192048,50
4.9152000000000005,229313.24204427528,20170721,mlg910,107893.95162192048,50
7.7568,221425.80120037968,20170721,mlg910,107893.95162192048,50
3.1744000000000003,212508.1216153888,20170721,mlg910,107893.95162192048,50
8.5248,210769.0901597842,20170721,mlg910,108890.73618287587,50
9.344000000000001,239519.2537197561,20170721,mlg910,108890.73618287587,50
8.5504,199460.6039197406,20170721,mlg910,108890.73618287587,50
4.9152000000000005,244797.5714339705,20170721,mlg910,108890.73618287587,50
7.833600000000001,252798.99169000302,20170721,mlg910,108890.73618287587,50
6.8352,227626.5561138411,20170721,mlg910,108890.73618287587,50
5.9648,214590.51781171747,20170721,mlg910,108890.73618287587,50
5.1968000000000005,189586.77047880922,20170721,mlg910,110732.64837695981,50
5.8624,266678.337732339,20170721,mlg910,110732.64837695981,50
5.1456,246855.08098664184,20170721,mlg910,110732.64837695981,50
7.936,235437.23560265644,20170721,mlg910,110732.64837695981,50
4.1728000000000005,199469.86615808547,20170721,mlg910,110732.64837695981,50
6.2208000000000006,240126.768233122,20170721,mlg910,110732.64837695981,50
5.9392000000000005,261785.0245785637,20170721,mlg910,110732.64837695981,50
6.0416,248075.50435852664,20170721,mlg910,109087.6584441851,50
4.6592,255124.9045840097,20170721,mlg910,109087.6584441851,50
5.5552,203771.36959141595,20170721,mlg910,109087.6584441851,50
5.7088,188182.20363717634,20170721,mlg910,109087.6584441851,50
3.584,242714.2272572496,20170721,mlg910,105524.25730547059,50
4.3776,205416.11454885078,20170721,mlg910,105524.25730547059,50
4.6080000000000005,256342.38177144484,20170721,mlg910,105524.25730547059,50
5.8368,256833.29382922628,20170721,mlg910,105524.25730547059,50
5.7856000000000005,236259.50477048647,20170721,mlg910,105524.25730547059,50
4.6080000000000005,298790.9861311077,20170721,mlg910,105524.25730547059,50
8.8832,226143.07713967605,20170721,mlg910,105524.25730547059,50
9.958400000000001,220970.41843778244,20170721,mlg910,105524.25730547059,50
4.9664,194892.37158032664,20170721,mlg910,105524.25730547059,50
