parameter,mode,hpd_min,hpd_max
tau_1,2.6748416406302096,2.140245466280945,3.589799321341556
tau_2,23.6270889488812,23.260806161869116,24.168796990165344
beta_1,0.10568845940798087,0.09635511604560844,0.11690994219030251
beta_2,0.7545136110993697,0.7428269090615034,0.7633623995301002
bg,0.07738727462433294,0.07500933006717128,0.07921517752910968
sigma,0.01097368476949871,0.010585814504135647,0.011567632778680824
