parameter,mode,hpd_min,hpd_max
tau_1,7.961458236237458,7.665958911144785,8.335086381042194
tau_2,72.65900237302189,68.23653484171291,75.54614579313649
beta_1,0.6912037751772683,0.6728261006672953,0.7068141977627972
beta_2,0.4017607863200733,0.3833690124619352,0.4122764772597097
bg,8.479537997156963e-05,3.51995125425112e-07,0.007028555890632952
sigma,0.02955710678681981,0.028377454177443088,0.030920542866405658
