# Date: 20170928
# RBS Modification: 10sd1
# Shock Rate: None
# Purpose: Process intensity data from 20170928
# This experiment was conducted by shocking E. coli cells in which all seven
# mechanosensitive channel genes were removed from the chromosome. A single
# copy of mscL was introduced into the chromosome with the RBS modification
# 10sd1.
area,intensity,date,rbs,mean_bg,exposure_ms,replicate_number
7.4496,234825.6914107138,20170928,10sd1,114086.8888461951,25,0
5.5296,165028.91729783217,20170928,10sd1,114086.8888461951,25,0
5.043200000000001,225961.40415661485,20170928,10sd1,114086.8888461951,25,0
6.4,251863.3309419765,20170928,10sd1,114086.8888461951,25,0
6.2208000000000006,197188.19790692936,20170928,10sd1,107796.2167357339,25,0
10.265600000000001,166312.58344620565,20170928,10sd1,107796.2167357339,25,0
23.270400000000002,195162.16096920433,20170928,10sd1,107796.2167357339,25,0
5.8624,265324.52073244244,20170928,10sd1,107796.2167357339,25,0
3.6096000000000004,274560.89139212127,20170928,10sd1,107796.2167357339,25,0
9.6256,212015.3996562644,20170928,10sd1,107796.2167357339,25,0
8.96,204977.0090440006,20170928,10sd1,107796.2167357339,25,0
12.3648,270153.5078357206,20170928,10sd1,107796.2167357339,25,0
10.0352,163546.53890398008,20170928,10sd1,115421.52551365845,25,0
9.1392,187155.3158776272,20170928,10sd1,115421.52551365845,25,0
4.7616000000000005,257759.02918575148,20170928,10sd1,115421.52551365845,25,0
8.1408,232454.40635138314,20170928,10sd1,115421.52551365845,25,0
6.784000000000001,299743.289817069,20170928,10sd1,115421.52551365845,25,0
12.876800000000001,186348.43274146915,20170928,10sd1,113055.61100716137,25,0
17.203200000000002,193608.11980752408,20170928,10sd1,113055.61100716137,25,0
11.8528,224744.3820556848,20170928,10sd1,113055.61100716137,25,0
6.8096000000000005,181671.47443745143,20170928,10sd1,113055.61100716137,25,0
7.065600000000001,212135.24899961718,20170928,10sd1,113055.61100716137,25,0
3.8912,255736.8209302832,20170928,10sd1,113055.61100716137,25,0
6.0416,240757.63983647458,20170928,10sd1,113055.61100716137,25,0
5.632000000000001,223554.26669777138,20170928,10sd1,113055.61100716137,25,0
4.454400000000001,213574.98899041515,20170928,10sd1,113055.61100716137,25,0
13.568000000000001,254922.5889197968,20170928,10sd1,113055.61100716137,25,0
9.728,169190.66778422237,20170928,10sd1,113055.61100716137,25,0
9.2672,271772.15956282703,20170928,10sd1,112699.0140721073,25,0
8.32,220072.13963678942,20170928,10sd1,112699.0140721073,25,0
6.2208000000000006,225436.0266500149,20170928,10sd1,112699.0140721073,25,0
9.7024,194141.7319226467,20170928,10sd1,112699.0140721073,25,0
11.878400000000001,221948.84975076892,20170928,10sd1,112699.0140721073,25,0
9.958400000000001,196503.0118796958,20170928,10sd1,110518.89332064737,25,0
13.4656,220156.99384579447,20170928,10sd1,110518.89332064737,25,0
11.520000000000001,219794.56041278108,20170928,10sd1,110518.89332064737,25,0
8.1408,246388.8611877288,20170928,10sd1,110518.89332064737,25,0
7.0144,213814.40365355555,20170928,10sd1,110518.89332064737,25,0
7.091200000000001,182819.07316665418,20170928,10sd1,110518.89332064737,25,0
7.9104,206889.7663628491,20170928,10sd1,110518.89332064737,25,0
8.9856,251057.4457662049,20170928,10sd1,110518.89332064737,25,0
10.342400000000001,180937.10759782986,20170928,10sd1,110518.89332064737,25,0
11.7504,249785.3228713473,20170928,10sd1,110518.89332064737,25,0
8.908800000000001,233651.86849352607,20170928,10sd1,110518.89332064737,25,0
3.9168000000000003,157106.33231294024,20170928,10sd1,110518.89332064737,25,0
7.961600000000001,211282.2142672546,20170928,10sd1,107846.20248770961,25,0
7.424,218149.92933808613,20170928,10sd1,107846.20248770961,25,0
6.8608,235796.12087840703,20170928,10sd1,107846.20248770961,25,0
8.96,230938.1927838867,20170928,10sd1,107846.20248770961,25,0
7.04,222643.26391967188,20170928,10sd1,107846.20248770961,25,0
4.864,224685.77404494555,20170928,10sd1,107846.20248770961,25,0
3.9168000000000003,269906.8541018594,20170928,10sd1,107846.20248770961,25,0
11.1872,180817.78283021378,20170928,10sd1,107846.20248770961,25,0
4.6592,270174.61741765786,20170928,10sd1,107846.20248770961,25,0
12.2368,228326.56611548763,20170928,10sd1,107846.20248770961,25,0
5.0688,210667.31347081607,20170928,10sd1,107846.20248770961,25,0
21.8112,190883.5403631139,20170928,10sd1,107846.20248770961,25,0
5.9904,211721.5193134981,20170928,10sd1,107846.20248770961,25,0
31.0528,288029.3608443499,20170928,10sd1,107846.20248770961,25,0
5.043200000000001,214135.23252763328,20170928,10sd1,107846.20248770961,25,0
7.7312,171251.0260104995,20170928,10sd1,107846.20248770961,25,0
4.864,221908.6465464148,20170928,10sd1,107846.20248770961,25,0
9.3184,221717.24804612956,20170928,10sd1,117804.47764653552,25,0
4.6336,174351.2632207592,20170928,10sd1,117804.47764653552,25,0
7.219200000000001,207436.81899356813,20170928,10sd1,117804.47764653552,25,0
4.6592,242353.77112685257,20170928,10sd1,117804.47764653552,25,0
4.7616000000000005,243527.48322329303,20170928,10sd1,117804.47764653552,25,0
6.7328,263709.46771688573,20170928,10sd1,117804.47764653552,25,0
6.7328,177427.10542436797,20170928,10sd1,117804.47764653552,25,0
4.8384,242975.73049696177,20170928,10sd1,117804.47764653552,25,0
11.776,315235.74663201266,20170928,10sd1,117804.47764653552,25,0
4.736000000000001,248307.93827828325,20170928,10sd1,117804.47764653552,25,0
5.760000000000001,238284.54718274143,20170928,10sd1,117804.47764653552,25,0
5.9904,214142.43862676734,20170928,10sd1,117804.47764653552,25,0
13.2352,300088.28853308724,20170928,10sd1,117804.47764653552,25,0
7.04,215755.12164352302,20170928,10sd1,107169.59148115483,25,0
7.296,170370.8673635562,20170928,10sd1,107169.59148115483,25,0
6.144,165478.19859418666,20170928,10sd1,107169.59148115483,25,0
6.502400000000001,225237.02712668027,20170928,10sd1,107169.59148115483,25,0
13.5168,219515.08654701582,20170928,10sd1,107169.59148115483,25,0
17.3824,219610.21182102142,20170928,10sd1,107169.59148115483,25,0
16.6144,200358.88712124765,20170928,10sd1,107169.59148115483,25,0
4.3776,176574.47302175924,20170928,10sd1,107169.59148115483,25,0
7.6288,319749.9452249459,20170928,10sd1,107169.59148115483,25,0
4.9152000000000005,250795.05194106008,20170928,10sd1,107169.59148115483,25,0
10.24,214199.39443574028,20170928,10sd1,107169.59148115483,25,0
4.454400000000001,206556.43349024557,20170928,10sd1,110057.79069392865,25,0
4.8384,223663.6310012656,20170928,10sd1,110057.79069392865,25,0
6.5536,169879.71562641088,20170928,10sd1,110057.79069392865,25,0
8.448,204834.5069942774,20170928,10sd1,110057.79069392865,25,0
7.372800000000001,194780.69500371977,20170928,10sd1,110057.79069392865,25,0
5.1968000000000005,222789.62860580665,20170928,10sd1,110057.79069392865,25,0
4.1472,249553.9076426605,20170928,10sd1,110057.79069392865,25,0
15.4624,181946.3845928204,20170928,10sd1,110057.79069392865,25,0
14.361600000000001,214142.55520056904,20170928,10sd1,110057.79069392865,25,0
5.7088,274545.7090579833,20170928,10sd1,110057.79069392865,25,0
4.6592,236772.20704637826,20170928,10sd1,113621.45536289501,25,0
4.300800000000001,270282.0110565267,20170928,10sd1,113621.45536289501,25,0
5.888,205451.53032780075,20170928,10sd1,113621.45536289501,25,0
6.0416,244473.71837846685,20170928,10sd1,113621.45536289501,25,0
8.908800000000001,193184.3867160091,20170928,10sd1,113621.45536289501,25,0
7.8592,177465.73592499577,20170928,10sd1,113621.45536289501,25,0
5.760000000000001,191061.50167076872,20170928,10sd1,113621.45536289501,25,0
5.5296,208285.47159228567,20170928,10sd1,113621.45536289501,25,0
7.2704,270720.2686434662,20170928,10sd1,113621.45536289501,25,0
17.024,187255.91644347896,20170928,10sd1,113621.45536289501,25,0
10.956800000000001,197751.52758404138,20170928,10sd1,110334.06566178382,25,0
5.4016,243442.535351293,20170928,10sd1,110334.06566178382,25,0
