date,position,I1,I2,summed_int,sq_diff,cal_factor,cal_sd
20171207.0,0.0,200656.85869143307,187194.5869317034,387851.4456231365,181232760.93281466,10950.401187998394,218.26619881765234
20171207.0,0.0,267774.6531755551,252682.71647598094,520457.36965153605,227766553.3439538,10950.401187998394,218.26619881765234
20171207.0,0.0,370008.2986573357,337681.02203671576,707689.3206940515,1045052813.70608,10950.401187998394,218.26619881765234
20171207.0,0.0,288969.8217326034,264002.9474187656,552972.769151369,623344813.0029762,10950.401187998394,218.26619881765234
20171207.0,0.0,210107.22646044934,202414.47710739853,412521.70356784784,59178392.608863614,10950.401187998394,218.26619881765234
20171207.0,0.0,270207.42492800904,263589.94934145635,533797.3742694655,43790983.13862096,10950.401187998394,218.26619881765234
20171207.0,0.0,353105.2446245121,310296.63070543297,663401.875329945,1832577425.6727753,10950.401187998394,218.26619881765234
20171207.0,0.0,185405.50514087692,594253.8314252285,779659.3365661055,167156953905.51562,10950.401187998394,218.26619881765234
20171207.0,0.0,420684.43703816825,261083.44182878445,681767.8788669527,25472477671.825752,10950.401187998394,218.26619881765234
20171207.0,0.0,259494.0463764078,242920.0933830375,502414.13975944533,274695917.8264474,10950.401187998394,218.26619881765234
20171207.0,0.0,315628.0675445763,307664.884006063,623292.9515506392,63412292.06804946,10950.401187998394,218.26619881765234
20171207.0,0.0,281259.30286308966,243683.39547131787,524942.6983344075,1411948816.3150098,10950.401187998394,218.26619881765234
20171207.0,0.0,297223.8881253432,278917.37740168977,576141.265527033,335128334.8752378,10950.401187998394,218.26619881765234
20171207.0,0.0,352340.88091997546,390909.3995113886,743250.2804313641,1487530626.3361824,10950.401187998394,218.26619881765234
20171207.0,0.0,251502.1991989743,323079.7172939251,574581.9164928994,5123341096.633012,10950.401187998394,218.26619881765234
20171207.0,0.0,199163.30554228934,365241.6416665445,564404.9472088339,27582013729.80107,10950.401187998394,218.26619881765234
20171207.0,0.0,283928.2061314302,249298.28385089355,533226.4899823237,1199231517.1560104,10950.401187998394,218.26619881765234
20171207.0,0.0,196096.97966395534,467041.67481693067,663138.654480886,73411027831.53873,10950.401187998394,218.26619881765234
20171207.0,0.0,314381.730059679,298043.45587520755,612425.1859348866,266939203.3269666,10950.401187998394,218.26619881765234
20171207.0,0.0,222798.20318390196,240916.24927107486,463714.45245497685,328263594.0169213,10950.401187998394,218.26619881765234
20171207.0,0.0,278005.44903752726,251794.14366945706,529799.5927069844,687032529.0982257,10950.401187998394,218.26619881765234
20171207.0,0.0,245223.80065921054,331137.21943287674,576361.0200920873,7381115525.379339,10950.401187998394,218.26619881765234
20171207.0,0.0,177541.64149492563,311762.7227553846,489304.36425031023,18015298654.726723,10950.401187998394,218.26619881765234
20171207.0,0.0,224703.82004116967,395377.74233415927,620081.562375329,29129587750.87345,10950.401187998394,218.26619881765234
20171207.0,0.0,289961.0613628086,269919.02850455965,559880.0898673683,401683081.09113157,10950.401187998394,218.26619881765234
20171207.0,0.0,366790.3686567133,393179.9074359599,759970.2760926732,696407756.9813613,10950.401187998394,218.26619881765234
20171207.0,0.0,180236.96152974849,191191.5842741762,371428.5458039247,120003759.47273274,10950.401187998394,218.26619881765234
20171207.0,0.0,179177.42478465545,202769.76656973595,381947.1913543914,556598590.9040552,10950.401187998394,218.26619881765234
20171207.0,0.0,186012.15396402558,260407.0363568266,446419.1903208522,5534598526.238696,10950.401187998394,218.26619881765234
20171207.0,0.0,413505.90152675414,278204.37746843847,691710.2789951926,18306502412.502975,10950.401187998394,218.26619881765234
20171207.0,0.0,269508.27252209454,236590.7372629713,506099.00978506583,1083564127.5356224,10950.401187998394,218.26619881765234
20171207.0,0.0,228113.73145640828,349542.9920226843,577656.7234790926,14745065321.67256,10950.401187998394,218.26619881765234
20171207.0,0.0,325211.2774902049,304257.0958233369,629468.3733135418,439077729.3281062,10950.401187998394,218.26619881765234
20171207.0,0.0,303940.7341789593,257844.2947141161,561785.0288930754,2124881731.3359501,10950.401187998394,218.26619881765234
20171207.0,0.0,294064.5181465916,293118.6180622275,587183.1362088191,894726.9696000334,10950.401187998394,218.26619881765234
20171207.0,0.0,277463.93846027035,251993.25908371303,529457.1975439833,648755507.9033825,10950.401187998394,218.26619881765234
20171207.0,0.0,230117.00133204815,332125.357319676,562242.3586517242,10405704691.298616,10950.401187998394,218.26619881765234
20171207.0,0.0,414397.80935501936,311229.79139472154,725627.6007497408,10643639929.856333,10950.401187998394,218.26619881765234
20171207.0,0.0,122614.55437024603,224141.16342533016,346755.7177955762,10307652346.223892,10950.401187998394,218.26619881765234
20171207.0,0.0,357072.50457430875,334622.50560231274,691695.0101766215,504002453.8426221,10950.401187998394,218.26619881765234
20171207.0,0.0,275081.013492471,152939.2087156782,428020.2222081492,14918620474.13217,10950.401187998394,218.26619881765234
20171207.0,0.0,316708.7928934907,224478.75739483387,541187.5502883246,8506379448.083499,10950.401187998394,218.26619881765234
20171207.0,0.0,304857.01297928987,319251.73880427633,624108.7517835662,207208131.57653236,10950.401187998394,218.26619881765234
20171207.0,0.0,242619.65598250434,222855.54613894972,465475.20212145406,390620037.90809244,10950.401187998394,218.26619881765234
20171207.0,0.0,187286.70610171495,270284.3140054505,457571.02010716544,6888602917.7422285,10950.401187998394,218.26619881765234
20171207.0,0.0,203043.66356386157,308425.00124557444,511468.664809436,11105226331.587198,10950.401187998394,218.26619881765234
20171207.0,0.0,197950.71783704392,178945.41245334997,376896.1302903939,361201632.7274663,10950.401187998394,218.26619881765234
20171207.0,0.0,249141.164644961,276047.82866090833,525188.9933058694,723968568.4670742,10950.401187998394,218.26619881765234
20171207.0,0.0,261220.75576753175,193654.72939313605,454875.4851606678,4565167920.025536,10950.401187998394,218.26619881765234
20171207.0,0.0,255137.17326054873,295660.01209533075,550797.1853558795,1642100467.2297175,10950.401187998394,218.26619881765234
20171207.0,0.0,281617.1569768426,273974.0518939543,555591.208870797,58417055.30807344,10950.401187998394,218.26619881765234
20171207.0,0.0,259169.4967748605,189646.39332603398,448815.8901008945,4833461913.156235,10950.401187998394,218.26619881765234
20171207.0,0.0,339312.7262226503,232809.44557964758,572122.1718022979,11342948787.722202,10950.401187998394,218.26619881765234
20171207.0,0.0,306230.64044380037,343097.38817636314,649328.0286201634,1359157088.3764222,10950.401187998394,218.26619881765234
20171207.0,0.0,377805.8700598661,190808.28050004962,568614.1505599157,34968098501.18159,10950.401187998394,218.26619881765234
20171207.0,0.0,178709.2957369314,217179.0840165086,395888.37975344004,1479924610.2754943,10950.401187998394,218.26619881765234
20171207.0,0.0,298848.48288280447,292996.1147833354,591844.59766614,34250212.371682994,10950.401187998394,218.26619881765234
20171207.0,0.0,233550.2683049254,342148.3032432301,575698.5715481555,11793533192.461245,10950.401187998394,218.26619881765234
20171207.0,0.0,263039.7698918552,193466.88960641087,456506.65949826606,4840385671.212767,10950.401187998394,218.26619881765234
20171207.0,0.0,354798.5225533121,214166.43774203307,568964.9602953452,19777383278.366787,10950.401187998394,218.26619881765234
