parameter,mode,hpd_min,hpd_max
tau_1,44.80016550796765,42.81625880635,46.6150790595697
tau_2,8.75679731164131,8.324097395568025,9.121043441489007
beta_1,0.5442100108469101,0.5343720543481014,0.5551761947113959
beta_2,0.31757152350467527,0.30246716885606373,0.33084939834407795
bg,0.08977344624749639,0.08427095350134683,0.09514021192026131
sigma,0.0059240024213351155,0.005700968435769828,0.006217930557732525
