# Date: 20170426
# RBS Modification: 10sd1
# Shock Rate: 0.005Hz
# Purpose: Process shock data from 20170426
# This experiment was conducted by shocking E. coli cells in which all seven
# mechanosensitive channel genes were removed from the chromosome. A single
# copy of mscL was introduced into the chromosome with the RBS modification
# 10sd1. These cells were hypo-osmotically shocked by flowing LB broth
# lacking sodium chloride at a rate of 0.005Hz monitored by the presence of
# and osmo-sensitive dye. Cells were manually marked for survivorship.
# Survivors were defined as those cells which were able to undergo two division
# events after the shock had taken place. Note that this data set is suspect
# as the rescaled intensity is higher than the WT strain.
survival,intensity,area,flow_rate,date,rbs,mean_bg,exposure_ms
True,221699.4458899458,6.4768,0.005,20170426,10sd1,108730.87256673805,25
True,213375.17730779335,11.6736,0.005,20170426,10sd1,108730.87256673805,25
True,225023.5868596348,7.9872000000000005,0.005,20170426,10sd1,106100.50301209616,25
False,266976.5848703957,5.4272,0.005,20170426,10sd1,108796.05273461406,25
True,220696.72277194564,8.1152,0.005,20170426,10sd1,108796.05273461406,25
True,220034.29197163074,12.7744,0.005,20170426,10sd1,107619.38070327608,25
True,241853.43701326687,14.745600000000001,0.005,20170426,10sd1,106167.95781877637,25
True,217561.70112278668,5.7856000000000005,0.005,20170426,10sd1,105449.38853171334,25
True,217561.70112278668,5.7856000000000005,0.005,20170426,10sd1,105449.38853171334,25
True,212745.17123462714,5.7856000000000005,0.005,20170426,10sd1,105449.38853171334,25
True,231041.7329656795,5.632000000000001,0.005,20170426,10sd1,108542.43221849037,25
False,200689.94179395243,5.7344,0.005,20170426,10sd1,107280.07795311755,25
True,186681.65394776055,7.244800000000001,0.005,20170426,10sd1,106720.72155347397,25
True,203356.66679920926,4.5056,0.005,20170426,10sd1,106720.72155347397,25
False,213869.69919852418,4.9408,0.005,20170426,10sd1,102747.99498206297,25
False,233103.4199345528,7.168,0.005,20170426,10sd1,102747.99498206297,25
False,237203.36660331217,17.1008,0.005,20170426,10sd1,102747.99498206297,25
False,228100.54026106963,9.6256,0.005,20170426,10sd1,102747.99498206297,25
False,198109.23336975157,7.833600000000001,0.005,20170426,10sd1,102747.99498206297,25
True,192571.81929989674,4.9664,0.005,20170426,10sd1,102747.99498206297,25
True,202489.0225086082,5.9392000000000005,0.005,20170426,10sd1,102747.99498206297,25
True,202489.0225086082,5.9392000000000005,0.005,20170426,10sd1,102747.99498206297,25
True,198098.43009617046,4.2752,0.005,20170426,10sd1,102747.99498206297,25
True,207567.1623202781,9.4208,0.005,20170426,10sd1,102747.99498206297,25
True,207567.1623202781,9.4208,0.005,20170426,10sd1,102747.99498206297,25
True,217973.9485486008,10.649600000000001,0.005,20170426,10sd1,102747.99498206297,25
True,198182.32791917797,13.056000000000001,0.005,20170426,10sd1,102747.99498206297,25
