# Date: 20170424
# RBS Modification: sd1
# Shock Rate: 1.92Hz
# Purpose: Process shock data from 20170424
# This experiment was conducted by shocking E. coli cells in which all seven
# mechanosensitive channel genes were removed from the chromosome. A single
# copy of mscL was introduced into the chromosome with the RBS modification
# sd1. These cells were hypo-osmotically shocked by flowing LB broth
# lacking sodium chloride at a rate of 1.92Hz monitored by the presence of
# and osmo-sensitive dye. Cells were manually marked for survivorship.
# Survivors were defined as those cells which were able to undergo two division
# events after the shock had taken place.
survival,intensity,area,flow_rate,date,rbs,mean_bg,exposure_ms
False,175097.39696582337,12.825600000000001,1.92,20170424,sd1,104315.6962436136,25
True,175188.93812895677,6.6048,1.92,20170424,sd1,104315.6962436136,25
True,175188.93812895677,6.6048,1.92,20170424,sd1,104315.6962436136,25
True,196375.18476639426,10.6752,1.92,20170424,sd1,104315.6962436136,25
False,203586.9404654487,7.8592,1.92,20170424,sd1,101583.28261508976,25
True,207488.12841804352,9.1392,1.92,20170424,sd1,101583.28261508976,25
True,215052.00549218824,10.9312,1.92,20170424,sd1,101583.28261508976,25
True,215052.00549218824,10.9312,1.92,20170424,sd1,101583.28261508976,25
True,215052.00549218824,10.9312,1.92,20170424,sd1,101583.28261508976,25
True,170010.38339489087,7.7056000000000004,1.92,20170424,sd1,98820.10096623347,25
True,168628.02742128525,9.8048,1.92,20170424,sd1,97188.13200017362,25
True,189870.92857797685,6.5792,1.92,20170424,sd1,97188.13200017362,25
True,165343.6062886752,4.5568,1.92,20170424,sd1,97188.13200017362,25
True,173768.6427006883,9.856,1.92,20170424,sd1,97188.13200017362,25
False,167396.6937834601,6.502400000000001,1.92,20170424,sd1,99801.05469772303,25
False,183890.32592781872,6.144,1.92,20170424,sd1,99801.05469772303,25
True,202581.67001643186,4.0448,1.92,20170424,sd1,99801.05469772303,25
True,167396.6937834601,6.502400000000001,1.92,20170424,sd1,99801.05469772303,25
True,170145.44774884154,5.8624,1.92,20170424,sd1,99801.05469772303,25
False,188175.93133442983,5.760000000000001,1.92,20170424,sd1,102760.72812507353,25
False,209107.78010733364,5.2224,1.92,20170424,sd1,102760.72812507353,25
True,188175.93133442983,5.760000000000001,1.92,20170424,sd1,102760.72812507353,25
False,196960.35037548066,10.0352,1.92,20170424,sd1,102142.85942108558,25
False,196960.35037548066,10.0352,1.92,20170424,sd1,102142.85942108558,25
True,177513.3822683696,8.7552,1.92,20170424,sd1,102142.85942108558,25
True,176638.46966110056,6.3232,1.92,20170424,sd1,102142.85942108558,25
True,176638.46966110056,6.3232,1.92,20170424,sd1,102142.85942108558,25
True,176638.46966110056,6.3232,1.92,20170424,sd1,102142.85942108558,25
False,163053.04622278325,8.6784,1.92,20170424,sd1,101839.93370708049,25
False,215421.13130621426,5.0688,1.92,20170424,sd1,101839.93370708049,25
False,163053.04622278325,8.6784,1.92,20170424,sd1,101839.93370708049,25
True,183999.9774089324,22.6816,1.92,20170424,sd1,101839.93370708049,25
True,156934.37982371877,6.0928,1.92,20170424,sd1,101839.93370708049,25
True,156934.37982371877,6.0928,1.92,20170424,sd1,101839.93370708049,25
False,153626.10904174682,6.5280000000000005,1.92,20170424,sd1,100217.34280985381,25
False,195408.526343829,8.601600000000001,1.92,20170424,sd1,100217.34280985381,25
True,172504.42967707393,6.0928,1.92,20170424,sd1,100217.34280985381,25
True,161299.67321514722,4.0448,1.92,20170424,sd1,100217.34280985381,25
True,181713.61019891925,6.4768,1.92,20170424,sd1,100217.34280985381,25
False,202083.12404019898,14.233600000000001,1.92,20170424,sd1,100474.63252946566,25
False,202083.12404019898,14.233600000000001,1.92,20170424,sd1,100474.63252946566,25
True,182207.36135569325,5.2992,1.92,20170424,sd1,100474.63252946566,25
True,182207.36135569325,5.2992,1.92,20170424,sd1,100474.63252946566,25
True,182207.36135569325,5.2992,1.92,20170424,sd1,100474.63252946566,25
True,193336.82765299553,14.848,1.92,20170424,sd1,100474.63252946566,25
False,168087.162542798,6.2208000000000006,1.92,20170424,sd1,100744.46876264815,25
True,168087.162542798,6.2208000000000006,1.92,20170424,sd1,100744.46876264815,25
False,210821.31267892855,34.7904,1.92,20170424,sd1,100902.22445168761,25
True,210821.31267892855,34.7904,1.92,20170424,sd1,100902.22445168761,25
True,174040.6072323824,6.1184,1.92,20170424,sd1,100902.22445168761,25
True,175528.2087504168,9.1136,1.92,20170424,sd1,100902.22445168761,25
True,175093.60248612543,3.8400000000000003,1.92,20170424,sd1,100902.22445168761,25
True,188812.92762450935,4.9408,1.92,20170424,sd1,100902.22445168761,25
False,168634.5360501858,19.8656,1.92,20170424,sd1,101788.35272120112,25
True,178928.91431540577,9.6768,1.92,20170424,sd1,102174.62460933247,25
True,174660.01508093433,4.5824,1.92,20170424,sd1,96547.0166382091,25
False,177515.77071012964,6.067200000000001,1.92,20170424,sd1,94783.47150280558,25
True,168415.7245395982,7.936,1.92,20170424,sd1,94783.47150280558,25
True,177515.77071012964,6.067200000000001,1.92,20170424,sd1,94783.47150280558,25
True,162567.5487084616,5.248,1.92,20170424,sd1,94783.47150280558,25
True,160829.38673679333,8.1152,1.92,20170424,sd1,94783.47150280558,25
True,148078.88320614462,15.6416,1.92,20170424,sd1,94783.47150280558,25
True,148078.88320614462,15.6416,1.92,20170424,sd1,94783.47150280558,25
False,199974.0770725992,5.6832,1.92,20170424,sd1,101319.50360394672,25
False,199974.0770725992,5.6832,1.92,20170424,sd1,101319.50360394672,25
True,179042.66276335676,4.3264000000000005,1.92,20170424,sd1,101319.50360394672,25
True,159247.76520416286,9.1904,1.92,20170424,sd1,101319.50360394672,25
True,159247.76520416286,9.1904,1.92,20170424,sd1,101319.50360394672,25
True,160512.7812779108,5.2992,1.92,20170424,sd1,102664.29539192395,25
