# Date: 20170719
# RBS Modification: sd0
# Shock Rate: None
# Purpose: Process intensity data from 20170719
# This experiment was conducted by shocking E. coli cells in which all seven
# mechanosensitive channel genes were removed from the chromosome. A single
# copy of mscL was introduced into the chromosome with the RBS modification
# sd0. 
area,intensity,date,rbs,mean_bg,exposure_ms
11.9808,225209.66057796945,20170719,sd0,111493.0249331196,50
5.9904,221763.7994249459,20170719,sd0,111493.0249331196,50
7.372800000000001,215505.74675589163,20170719,sd0,111493.0249331196,50
5.632000000000001,208959.25692090407,20170719,sd0,111493.0249331196,50
7.04,208647.76013827365,20170719,sd0,111493.0249331196,50
9.4208,228201.9265906971,20170719,sd0,111493.0249331196,50
6.7584,217601.89663311435,20170719,sd0,110826.91272004525,50
12.748800000000001,278266.98994492803,20170719,sd0,110826.91272004525,50
6.8096000000000005,249697.7045469645,20170719,sd0,110826.91272004525,50
5.376,217412.12905492005,20170719,sd0,110826.91272004525,50
11.3664,212778.9386442723,20170719,sd0,110826.91272004525,50
8.7552,230789.89635398635,20170719,sd0,110826.91272004525,50
11.699200000000001,189155.04282823583,20170719,sd0,110826.91272004525,50
6.0928,246877.02884479868,20170719,sd0,110826.91272004525,50
16.768,221323.79697458333,20170719,sd0,110826.91272004525,50
7.9872000000000005,225256.98170044835,20170719,sd0,110826.91272004525,50
7.7824,213233.30610838582,20170719,sd0,112911.2505254221,50
8.9856,229558.60504310761,20170719,sd0,112911.2505254221,50
5.12,253093.4378380069,20170719,sd0,112911.2505254221,50
14.054400000000001,215971.56914938462,20170719,sd0,112911.2505254221,50
8.7296,251605.73080872415,20170719,sd0,112911.2505254221,50
25.0624,231725.12293306997,20170719,sd0,112911.2505254221,50
6.4512,270179.94054533634,20170719,sd0,112911.2505254221,50
11.1872,199310.975558251,20170719,sd0,112911.2505254221,50
8.448,235798.05824246828,20170719,sd0,112911.2505254221,50
7.7824,355523.04453770624,20170719,sd0,112911.2505254221,50
6.4512,279800.44239821826,20170719,sd0,113632.47180372446,50
11.8016,266058.39726791147,20170719,sd0,113632.47180372446,50
8.652800000000001,260049.792135013,20170719,sd0,113632.47180372446,50
13.056000000000001,231572.4227791371,20170719,sd0,113632.47180372446,50
6.2208000000000006,199244.1767336638,20170719,sd0,113632.47180372446,50
8.1152,232008.1262902758,20170719,sd0,113632.47180372446,50
10.752,221007.25033855485,20170719,sd0,113632.47180372446,50
7.1424,278346.3190769438,20170719,sd0,113632.47180372446,50
10.393600000000001,220203.77718001316,20170719,sd0,113456.67059227273,50
8.2944,238781.52724220784,20170719,sd0,113456.67059227273,50
6.7072,285430.9197786715,20170719,sd0,113456.67059227273,50
6.4256,230798.78486552258,20170719,sd0,113456.67059227273,50
16.7168,232721.60413681343,20170719,sd0,113456.67059227273,50
6.9888,231191.83314822457,20170719,sd0,113456.67059227273,50
14.4128,214578.50518768854,20170719,sd0,113456.67059227273,50
9.1136,242480.08159055642,20170719,sd0,111190.26146588895,50
13.132800000000001,212992.77529900894,20170719,sd0,111190.26146588895,50
7.4752,237347.41597841762,20170719,sd0,111190.26146588895,50
5.5808,224437.55718974315,20170719,sd0,111190.26146588895,50
6.4,210290.7483714025,20170719,sd0,111190.26146588895,50
11.6224,193947.85103136892,20170719,sd0,111190.26146588895,50
7.04,243189.61629796543,20170719,sd0,111190.26146588895,50
19.302400000000002,242453.6202597235,20170719,sd0,110751.65845108632,50
6.3744000000000005,229557.5176593305,20170719,sd0,110751.65845108632,50
8.652800000000001,241473.6451872407,20170719,sd0,110751.65845108632,50
10.5472,292264.4816463404,20170719,sd0,110751.65845108632,50
15.974400000000001,260963.86309520784,20170719,sd0,110751.65845108632,50
7.961600000000001,237291.97472745235,20170719,sd0,112246.11461444797,50
6.4512,272600.0593982863,20170719,sd0,112246.11461444797,50
5.8624,245458.32232125584,20170719,sd0,112246.11461444797,50
9.5744,239182.26278945422,20170719,sd0,112246.11461444797,50
7.654400000000001,228575.30622581125,20170719,sd0,112246.11461444797,50
7.808000000000001,246590.71998269553,20170719,sd0,112246.11461444797,50
7.7824,272357.16677465173,20170719,sd0,112246.11461444797,50
11.699200000000001,287437.8622539688,20170719,sd0,112246.11461444797,50
8.2432,303648.2008902666,20170719,sd0,112246.11461444797,50
8.1152,222716.8528617323,20170719,sd0,113403.65561499268,50
9.1648,242638.7475251477,20170719,sd0,113403.65561499268,50
6.656000000000001,213904.82301693756,20170719,sd0,113403.65561499268,50
7.1424,214175.91927734125,20170719,sd0,113403.65561499268,50
7.7056000000000004,236524.84563291515,20170719,sd0,110688.0989063138,50
7.296,209950.7062301912,20170719,sd0,110688.0989063138,50
8.5248,257982.5537110306,20170719,sd0,110688.0989063138,50
10.521600000000001,215122.29128930674,20170719,sd0,110688.0989063138,50
6.3232,227765.81116241202,20170719,sd0,111661.7841507987,50
18.304000000000002,236615.0813865244,20170719,sd0,111661.7841507987,50
16.435200000000002,265614.9719702568,20170719,sd0,111661.7841507987,50
6.144,232564.6578701735,20170719,sd0,111661.7841507987,50
6.912,215159.2121818748,20170719,sd0,111661.7841507987,50
15.539200000000001,278545.51097145514,20170719,sd0,111661.7841507987,50
7.961600000000001,265200.51547920913,20170719,sd0,113955.3223750919,50
7.244800000000001,214508.5575434232,20170719,sd0,113955.3223750919,50
12.1088,235695.31171376823,20170719,sd0,113955.3223750919,50
8.704,241099.00095326442,20170719,sd0,113955.3223750919,50
6.195200000000001,229175.65311522564,20170719,sd0,113955.3223750919,50
10.24,217094.7739483306,20170719,sd0,113955.3223750919,50
6.3744000000000005,255712.42820323713,20170719,sd0,112117.22030168673,50
11.2128,215934.85419275082,20170719,sd0,112117.22030168673,50
11.443200000000001,257792.09275366602,20170719,sd0,112117.22030168673,50
10.0352,260080.7114767842,20170719,sd0,112117.22030168673,50
7.04,231338.66134420183,20170719,sd0,112117.22030168673,50
11.9296,246517.16539843302,20170719,sd0,110534.53376074029,50
10.1376,234033.14009640386,20170719,sd0,110534.53376074029,50
12.006400000000001,244820.81977855272,20170719,sd0,110534.53376074029,50
6.8352,244413.3197646962,20170719,sd0,110534.53376074029,50
9.3696,236850.59413647372,20170719,sd0,110534.53376074029,50
16.1024,225979.0660469614,20170719,sd0,110534.53376074029,50
6.7584,209746.4799029817,20170719,sd0,110534.53376074029,50
8.576,206962.94335551246,20170719,sd0,110111.80598304521,50
8.166400000000001,199058.02770959976,20170719,sd0,110111.80598304521,50
5.7344,247831.09494011375,20170719,sd0,110111.80598304521,50
10.9824,254502.0425308209,20170719,sd0,110111.80598304521,50
9.5744,221387.90644437034,20170719,sd0,112447.34273199404,50
5.5040000000000004,275344.4228488614,20170719,sd0,112447.34273199404,50
12.9792,257418.22739143696,20170719,sd0,112447.34273199404,50
17.408,316120.00488504046,20170719,sd0,112447.34273199404,50
8.8064,231958.62855880285,20170719,sd0,112447.34273199404,50
7.7056000000000004,207890.4500965013,20170719,sd0,112447.34273199404,50
12.134400000000001,193965.9039450259,20170719,sd0,112447.34273199404,50
9.5488,221382.59074946324,20170719,sd0,111948.13665757058,50
9.2928,273127.97973388684,20170719,sd0,111948.13665757058,50
10.342400000000001,273823.12584046484,20170719,sd0,111948.13665757058,50
9.5488,221251.1932418497,20170719,sd0,111948.13665757058,50
9.728,209715.70858088345,20170719,sd0,111948.13665757058,50
7.296,324307.04076287313,20170719,sd0,111948.13665757058,50
11.4944,211662.03295063382,20170719,sd0,111948.13665757058,50
11.1616,218005.6321605654,20170719,sd0,112797.83482669233,50
7.3984000000000005,285058.8584525228,20170719,sd0,112797.83482669233,50
7.372800000000001,213170.79075065747,20170719,sd0,112797.83482669233,50
9.6768,215948.28843822205,20170719,sd0,112797.83482669233,50
7.808000000000001,242851.5185675202,20170719,sd0,113816.50430585282,50
15.5904,238432.22248901898,20170719,sd0,113816.50430585282,50
7.3472,220692.58090604356,20170719,sd0,113816.50430585282,50
9.1392,272002.0424771785,20170719,sd0,113816.50430585282,50
7.6032,242117.91887971785,20170719,sd0,113816.50430585282,50
10.4704,193407.0339686506,20170719,sd0,113816.50430585282,50
9.8048,208528.21533017012,20170719,sd0,113816.50430585282,50
7.500800000000001,197243.33045689622,20170719,sd0,113816.50430585282,50
10.1888,253614.39020779566,20170719,sd0,113483.43830418523,50
10.752,240107.25922781604,20170719,sd0,113483.43830418523,50
7.1424,253636.23325705226,20170719,sd0,113483.43830418523,50
6.1696,282021.47972871544,20170719,sd0,113483.43830418523,50
8.652800000000001,249987.172004282,20170719,sd0,113483.43830418523,50
6.2208000000000006,238506.4306194571,20170719,sd0,113483.43830418523,50
4.4032,119821.85785546657,20170719,sd0,56536.6630228478,25
8.192,108448.36833001488,20170719,sd0,56588.11676426084,25
5.8112,109755.31070097999,20170719,sd0,56588.11676426084,25
6.2464,128307.54121719953,20170719,sd0,56588.11676426084,25
6.1696,115982.18586753508,20170719,sd0,56588.11676426084,25
12.416,113830.09633060712,20170719,sd0,56158.010198528595,25
6.3232,105141.74117749403,20170719,sd0,56158.010198528595,25
