# Date: 20170518
# RBS Modification: 12sd2
# Shock Rate: 2.00Hz
# Purpose: Process shock data from 20170518
# This experiment was conducted by shocking E. coli cells in which all seven
# mechanosensitive channel genes were removed from the chromosome. A single
# copy of mscL was introduced into the chromosome with the RBS modification
# 12sd2. These cells were hypo-osmotically shocked by flowing LB broth
# lacking sodium chloride at a rate of 2.00Hz monitored by the presence of
# and osmo-sensitive dye. Cells were manually marked for survivorship.
# Survivors were defined as those cells which were able to undergo two division
# events after the shock had taken place.
survival,intensity,area,flow_rate,date,rbs,mean_bg,exposure_ms
False,381383.0230283782,9.0624,2.0,20170518,12sd2,293155.1278846008,50
False,392649.93942382705,4.7104,2.0,20170518,12sd2,293155.1278846008,50
False,368545.0619082538,8.3712,2.0,20170518,12sd2,295730.1675104948,50
False,415575.3270185965,7.4752,2.0,20170518,12sd2,299564.5030936015,50
False,430310.17918557615,17.561600000000002,2.0,20170518,12sd2,315324.8830989314,50
False,419624.26412626414,5.0944,2.0,20170518,12sd2,298801.36863979726,50
False,365477.5969739503,8.064,2.0,20170518,12sd2,298801.36863979726,50
False,421125.98176138377,5.8368,2.0,20170518,12sd2,298801.36863979726,50
False,424767.74409375543,20.1472,2.0,20170518,12sd2,298801.36863979726,50
False,421125.98176138377,5.8368,2.0,20170518,12sd2,298801.36863979726,50
False,427689.63636442827,8.448,2.0,20170518,12sd2,298801.36863979726,50
False,427689.63636442827,8.448,2.0,20170518,12sd2,298801.36863979726,50
False,375974.7272364708,5.5040000000000004,2.0,20170518,12sd2,298801.36863979726,50
False,391446.8974615153,13.056000000000001,2.0,20170518,12sd2,298801.36863979726,50
False,391446.8974615153,13.056000000000001,2.0,20170518,12sd2,298801.36863979726,50
False,391446.8974615153,13.056000000000001,2.0,20170518,12sd2,298801.36863979726,50
False,374934.5413187815,5.7856000000000005,2.0,20170518,12sd2,298801.36863979726,50
False,364179.14679016505,4.9152000000000005,2.0,20170518,12sd2,298801.36863979726,50
False,403388.7208845655,5.8368,2.0,20170518,12sd2,298801.36863979726,50
True,391446.8974615153,13.056000000000001,2.0,20170518,12sd2,298801.36863979726,50
True,424767.74409375543,20.1472,2.0,20170518,12sd2,298801.36863979726,50
False,400326.29778102745,5.2992,2.0,20170518,12sd2,310170.52705953515,50
True,405378.0343599357,15.104000000000001,2.0,20170518,12sd2,310170.52705953515,50
True,400326.29778102745,5.2992,2.0,20170518,12sd2,310170.52705953515,50
False,357533.13226840994,8.4992,2.0,20170518,12sd2,290175.20357764896,50
False,394413.6451447264,10.777600000000001,2.0,20170518,12sd2,290175.20357764896,50
False,405069.6686730922,13.4144,2.0,20170518,12sd2,315259.74049997376,50
False,405069.6686730922,13.4144,2.0,20170518,12sd2,315259.74049997376,50
False,412207.9179539745,16.8704,2.0,20170518,12sd2,315259.74049997376,50
False,412207.9179539745,16.8704,2.0,20170518,12sd2,315259.74049997376,50
False,398572.2382121884,22.3744,2.0,20170518,12sd2,315259.74049997376,50
False,406037.324253044,13.7984,2.0,20170518,12sd2,315259.74049997376,50
False,406037.324253044,13.7984,2.0,20170518,12sd2,315259.74049997376,50
False,449716.8624474482,6.4256,2.0,20170518,12sd2,315259.74049997376,50
False,433439.3444547745,8.7552,2.0,20170518,12sd2,315259.74049997376,50
False,433439.3444547745,8.7552,2.0,20170518,12sd2,315259.74049997376,50
True,405069.6686730922,13.4144,2.0,20170518,12sd2,315259.74049997376,50
True,405069.6686730922,13.4144,2.0,20170518,12sd2,315259.74049997376,50
True,412207.9179539745,16.8704,2.0,20170518,12sd2,315259.74049997376,50
True,398572.2382121884,22.3744,2.0,20170518,12sd2,315259.74049997376,50
