# Date: 20170502
# RBS Modification: sd1
# Shock Rate: 0.02Hz
# Purpose: Process shock data from 20170502
# This experiment was conducted by shocking E. coli cells in which all seven
# mechanosensitive channel genes were removed from the chromosome. A single
# copy of mscL was introduced into the chromosome with the RBS modification
# sd2. These cells were hypo-osmotically shocked by flowing LB broth
# lacking sodium chloride at a rate of 0.02Hz monitored by the presence of
# and osmo-sensitive dye. Cells were manually marked for survivorship.
# Survivors were defined as those cells which were able to undergo two division
# events after the shock had taken place.
survival,intensity,area,flow_rate,date,rbs,mean_bg,exposure_ms
False,180078.86335037593,3.2512000000000003,0.02,20170502,sd2,118979.94034027781,50
False,182908.2958669902,2.1248,0.02,20170502,sd2,118979.94034027781,50
False,182908.2958669902,2.1248,0.02,20170502,sd2,118979.94034027781,50
True,180078.86335037593,3.2512000000000003,0.02,20170502,sd2,118979.94034027781,50
True,182908.2958669902,2.1248,0.02,20170502,sd2,118979.94034027781,50
True,222382.38958396766,1.9712,0.02,20170502,sd2,118979.94034027781,50
True,222382.38958396766,1.9712,0.02,20170502,sd2,118979.94034027781,50
True,222382.38958396766,1.9712,0.02,20170502,sd2,118979.94034027781,50
True,182908.2958669902,2.1248,0.02,20170502,sd2,118979.94034027781,50
True,222043.35146270363,5.7344,0.02,20170502,sd2,118979.94034027781,50
True,254643.93977630022,6.6048,0.02,20170502,sd2,134637.18621705307,50
True,227454.73477552316,5.0688,0.02,20170502,sd2,134637.18621705307,50
True,227454.73477552316,5.0688,0.02,20170502,sd2,134637.18621705307,50
False,232342.99855898233,3.8400000000000003,0.02,20170502,sd2,120902.96326673414,50
True,189579.32992884345,15.667200000000001,0.02,20170502,sd2,120902.96326673414,50
True,232348.93761961,22.9888,0.02,20170502,sd2,119911.0824945016,50
False,253846.02365396332,5.2992,0.02,20170502,sd2,130088.42573079963,50
False,242268.05990332842,15.488000000000001,0.02,20170502,sd2,130088.42573079963,50
False,219691.24917870451,6.1184,0.02,20170502,sd2,130088.42573079963,50
True,219691.24917870451,6.1184,0.02,20170502,sd2,130088.42573079963,50
True,219691.24917870451,6.1184,0.02,20170502,sd2,130088.42573079963,50
False,185279.60609802185,6.6816,0.02,20170502,sd2,123649.25015306087,50
False,185279.60609802185,6.6816,0.02,20170502,sd2,123649.25015306087,50
False,222529.2982470484,6.2976,0.02,20170502,sd2,123649.25015306087,50
True,236536.31455022952,4.9664,0.02,20170502,sd2,123649.25015306087,50
True,236536.31455022952,4.9664,0.02,20170502,sd2,123649.25015306087,50
False,210202.70281902596,7.8592,0.02,20170502,sd2,126363.50781255447,50
True,221617.07653393457,5.888,0.02,20170502,sd2,126363.50781255447,50
True,221617.07653393457,5.888,0.02,20170502,sd2,126363.50781255447,50
True,210202.70281902596,7.8592,0.02,20170502,sd2,126363.50781255447,50
True,212125.8138803565,7.680000000000001,0.02,20170502,sd2,126363.50781255447,50
False,234290.30669594547,11.7504,0.02,20170502,sd2,118651.59824631587,50
False,204559.12427702,7.6032,0.02,20170502,sd2,118651.59824631587,50
True,178125.9997873038,7.065600000000001,0.02,20170502,sd2,118651.59824631587,50
True,217804.94612320716,6.8608,0.02,20170502,sd2,118651.59824631587,50
True,217804.94612320716,6.8608,0.02,20170502,sd2,118651.59824631587,50
True,234290.30669594547,11.7504,0.02,20170502,sd2,118651.59824631587,50
False,234177.70995352042,5.3504000000000005,0.02,20170502,sd2,124723.0623787543,50
False,234958.19228438265,5.324800000000001,0.02,20170502,sd2,129830.71714859467,50
True,281436.65772416454,4.454400000000001,0.02,20170502,sd2,129830.71714859467,50
False,222044.4990776504,5.6576,0.02,20170502,sd2,127064.74416198442,50
False,224710.45692237554,6.937600000000001,0.02,20170502,sd2,127064.74416198442,50
False,224710.45692237554,6.937600000000001,0.02,20170502,sd2,127064.74416198442,50
False,219303.2319569653,9.216000000000001,0.02,20170502,sd2,124132.72172725292,50
False,229809.9326144477,22.1184,0.02,20170502,sd2,124132.72172725292,50
False,229809.9326144477,22.1184,0.02,20170502,sd2,124132.72172725292,50
False,214187.98144583608,6.2464,0.02,20170502,sd2,124132.72172725292,50
False,203626.95391275504,8.0896,0.02,20170502,sd2,124132.72172725292,50
False,243079.73612784443,6.3232,0.02,20170502,sd2,124132.72172725292,50
False,240080.69534046645,15.3856,0.02,20170502,sd2,124132.72172725292,50
False,240080.69534046645,15.3856,0.02,20170502,sd2,124132.72172725292,50
False,240080.69534046645,15.3856,0.02,20170502,sd2,124132.72172725292,50
False,217783.00327145084,6.067200000000001,0.02,20170502,sd2,124132.72172725292,50
False,247908.4263264839,8.4992,0.02,20170502,sd2,124132.72172725292,50
False,247908.4263264839,8.4992,0.02,20170502,sd2,124132.72172725292,50
False,200726.5408260682,4.0192000000000005,0.02,20170502,sd2,124132.72172725292,50
False,186739.13845995264,6.630400000000001,0.02,20170502,sd2,124132.72172725292,50
False,246238.73477564068,7.500800000000001,0.02,20170502,sd2,124132.72172725292,50
True,214187.98144583608,6.2464,0.02,20170502,sd2,124132.72172725292,50
True,203626.95391275504,8.0896,0.02,20170502,sd2,124132.72172725292,50
True,243079.73612784443,6.3232,0.02,20170502,sd2,124132.72172725292,50
True,207070.3577247263,7.808000000000001,0.02,20170502,sd2,124132.72172725292,50
True,240080.69534046645,15.3856,0.02,20170502,sd2,124132.72172725292,50
True,234676.02691326663,5.2736,0.02,20170502,sd2,124132.72172725292,50
True,238540.14181523732,9.7536,0.02,20170502,sd2,124132.72172725292,50
True,238540.14181523732,9.7536,0.02,20170502,sd2,124132.72172725292,50
True,205369.57865547418,4.0192000000000005,0.02,20170502,sd2,124132.72172725292,50
True,186739.13845995264,6.630400000000001,0.02,20170502,sd2,124132.72172725292,50
True,185559.69820050127,6.8864,0.02,20170502,sd2,124132.72172725292,50
True,185559.69820050127,6.8864,0.02,20170502,sd2,124132.72172725292,50
True,219303.2319569653,9.216000000000001,0.02,20170502,sd2,124132.72172725292,50
True,244080.044331052,9.2672,0.02,20170502,sd2,124132.72172725292,50
True,244080.044331052,9.2672,0.02,20170502,sd2,124132.72172725292,50
True,246238.73477564068,7.500800000000001,0.02,20170502,sd2,124132.72172725292,50
False,233194.0657330487,4.2496,0.02,20170502,sd2,121427.45540157286,50
True,217426.912476391,10.828800000000001,0.02,20170502,sd2,121427.45540157286,50
True,229290.09438900705,4.6848,0.02,20170502,sd2,121427.45540157286,50
True,229290.09438900705,4.6848,0.02,20170502,sd2,121427.45540157286,50
False,214717.06616280985,13.184000000000001,0.02,20170502,sd2,120092.79594309782,50
False,203086.15696782203,3.4048000000000003,0.02,20170502,sd2,120092.79594309782,50
