# Date: 20170714
# RBS Modification: sd4
# Shock Rate: 0.018Hz
# Purpose: Process shock data from 20170525
# This experiment was conducted by shocking E. coli cells in which all seven
# mechanosensitive channel genes were removed from the chromosome. A single
# copy of mscL was introduced into the chromosome with the RBS modification
# sd4. These cells were hypo-osmotically shocked by flowing LB broth
# lacking sodium chloride at a rate of 0.018Hz monitored by the presence of
# and osmo-sensitive dye. Cells were manually marked for survivorship.
# Survivors were defined as those cells which were able to undergo two division
# events after the shock had taken place.
survival,intensity,area,flow_rate,date,rbs,mean_bg,exposure_ms
False,247721.53338616114,27.392000000000003,0.018,20170714,sd4,185494.355516358,100
False,231405.01976619283,6.067200000000001,0.018,20170714,sd4,182453.4551017864,100
False,220697.64501169228,3.4816000000000003,0.018,20170714,sd4,182453.4551017864,100
False,217949.6376308786,3.9168000000000003,0.018,20170714,sd4,182453.4551017864,100
False,212956.3364531682,6.8608,0.018,20170714,sd4,182453.4551017864,100
False,212956.3364531682,6.8608,0.018,20170714,sd4,182453.4551017864,100
False,221214.8682682754,6.5792,0.018,20170714,sd4,182453.4551017864,100
False,233276.18346904407,30.7712,0.018,20170714,sd4,182453.4551017864,100
False,233276.18346904407,30.7712,0.018,20170714,sd4,182453.4551017864,100
False,225012.3958422038,8.3968,0.018,20170714,sd4,182453.4551017864,100
False,225012.3958422038,8.3968,0.018,20170714,sd4,182453.4551017864,100
False,233276.18346904407,30.7712,0.018,20170714,sd4,182453.4551017864,100
False,236502.75703658094,5.6832,0.018,20170714,sd4,187159.9220220739,100
False,240120.7646620833,6.5280000000000005,0.018,20170714,sd4,184315.509854286,100
False,191719.0271213247,4.7616000000000005,0.018,20170714,sd4,184315.509854286,100
False,229771.47453295955,6.6048,0.018,20170714,sd4,177264.00498794962,100
False,229533.42593552408,5.1968000000000005,0.018,20170714,sd4,182082.52883550187,100
False,229533.42593552408,5.1968000000000005,0.018,20170714,sd4,182082.52883550187,100
False,228053.59647384594,22.144000000000002,0.018,20170714,sd4,186009.47541783002,100
False,223917.4026781804,4.2496,0.018,20170714,sd4,182899.57276922965,100
False,225213.52287806952,11.520000000000001,0.018,20170714,sd4,182899.57276922965,100
False,232094.15345359372,14.003200000000001,0.018,20170714,sd4,182367.29508369404,100
False,232094.15345359372,14.003200000000001,0.018,20170714,sd4,182367.29508369404,100
False,232094.15345359372,14.003200000000001,0.018,20170714,sd4,182367.29508369404,100
False,232094.15345359372,14.003200000000001,0.018,20170714,sd4,182367.29508369404,100
False,228990.17786129867,4.4032,0.018,20170714,sd4,182565.42461162945,100
False,228990.17786129867,4.4032,0.018,20170714,sd4,182565.42461162945,100
False,238403.26958844386,10.4192,0.018,20170714,sd4,182565.42461162945,100
False,238403.26958844386,10.4192,0.018,20170714,sd4,182565.42461162945,100
False,210617.6829760151,10.752,0.018,20170714,sd4,181039.82315430752,100
False,217469.4441678607,10.649600000000001,0.018,20170714,sd4,164038.5174340554,100
False,203120.3434533989,9.2672,0.018,20170714,sd4,164038.5174340554,100
False,166722.996899226,15.8976,0.018,20170714,sd4,164038.5174340554,100
