# Date: 20170719
# RBS Modification: sd2
# Shock Rate: None
# Purpose: Process intensity data from 20170719
# This experiment was conducted by shocking E. coli cells in which all seven
# mechanosensitive channel genes were removed from the chromosome. A single
# copy of mscL was introduced into the chromosome with the RBS modification
# sd2. 
area,intensity,date,rbs,mean_bg,exposure_ms,replicate_number
10.1632,202520.73563653685,20170719,sd2,105077.49865652158,50,0
19.9424,210288.7931140531,20170719,sd2,105077.49865652158,50,0
5.4272,206735.2159847126,20170719,sd2,105077.49865652158,50,0
5.376,179083.17051475693,20170719,sd2,105077.49865652158,50,0
5.7344,182508.71178479775,20170719,sd2,108354.08467888102,50,0
8.345600000000001,188080.56434517037,20170719,sd2,108354.08467888102,50,0
4.8128,196302.6461990761,20170719,sd2,108354.08467888102,50,0
6.2976,186167.16994371856,20170719,sd2,108354.08467888102,50,0
5.9648,193783.23945788603,20170719,sd2,110810.07763017436,50,0
4.9152000000000005,252189.42920283056,20170719,sd2,110810.07763017436,50,0
6.2464,195667.95367323115,20170719,sd2,110810.07763017436,50,0
4.0704,258201.52273641096,20170719,sd2,110810.07763017436,50,0
5.478400000000001,269821.2263023736,20170719,sd2,110810.07763017436,50,0
3.7632000000000003,200798.5001148547,20170719,sd2,110810.07763017436,50,0
6.7072,209230.61604740127,20170719,sd2,110810.07763017436,50,0
6.3232,192943.86289957372,20170719,sd2,110810.07763017436,50,0
5.7856000000000005,194353.83917065628,20170719,sd2,110810.07763017436,50,0
2.688,209482.3266103209,20170719,sd2,110810.07763017436,50,0
5.8368,199486.6530733567,20170719,sd2,109924.64121785018,50,0
9.036800000000001,277897.92879568576,20170719,sd2,109924.64121785018,50,0
5.888,179312.89137682316,20170719,sd2,109924.64121785018,50,0
8.5504,209091.9934567748,20170719,sd2,109924.64121785018,50,0
3.456,303124.53350901883,20170719,sd2,107593.59155617082,50,0
7.7312,265677.1570081004,20170719,sd2,107593.59155617082,50,0
3.1232,190988.3774965074,20170719,sd2,107593.59155617082,50,0
8.473600000000001,236604.53040111408,20170719,sd2,107593.59155617082,50,0
7.4496,212660.341243754,20170719,sd2,107593.59155617082,50,0
3.1488,237391.95835540374,20170719,sd2,107593.59155617082,50,0
5.8624,219198.68049316347,20170719,sd2,107593.59155617082,50,0
3.1232,177064.91382323977,20170719,sd2,107593.59155617082,50,0
10.5728,176595.33889933836,20170719,sd2,107593.59155617082,50,0
5.9392000000000005,251915.5615989991,20170719,sd2,107593.59155617082,50,0
12.5184,160854.7651814606,20170719,sd2,107593.59155617082,50,0
5.4272,213058.09567737932,20170719,sd2,107593.59155617082,50,0
4.6848,169832.38742719762,20170719,sd2,107593.59155617082,50,0
12.7744,160872.6812834423,20170719,sd2,111568.58355122423,50,0
6.7328,184959.05885061546,20170719,sd2,111568.58355122423,50,0
6.272,168513.9331656351,20170719,sd2,111568.58355122423,50,0
5.7856000000000005,321699.6473777152,20170719,sd2,111568.58355122423,50,0
8.064,202339.70768924823,20170719,sd2,111568.58355122423,50,0
