area,eccentricity,intensity,date,rbs,mean_bg,exposure_ms,replicate_number
<<<<<<< HEAD
5.9904,0.9270700874699037,151069.88155478146,20180410,mlg910,96996.80257140273,25.0,1.0
6.5792,0.9458049179174858,130958.0614097474,20180410,mlg910,96996.80257140273,25.0,1.0
10.8032,0.9741084112807634,155280.30698634178,20180410,mlg910,96996.80257140273,25.0,1.0
9.472000000000001,0.970452753514419,138154.94473295953,20180410,mlg910,96996.80257140273,25.0,1.0
9.344000000000001,0.9697590875886152,152757.31717207422,20180410,mlg910,96996.80257140273,25.0,1.0
11.520000000000001,0.9771126570899257,155007.04221172896,20180410,mlg910,96996.80257140273,25.0,1.0
10.265600000000001,0.9795421852543432,137824.00958678947,20180410,mlg910,96996.80257140273,25.0,1.0
6.656000000000001,0.959972921322564,157986.88339487292,20180410,mlg910,96996.80257140273,25.0,1.0
11.3408,0.9356682945135518,161434.85894672124,20180410,mlg910,96996.80257140273,25.0,1.0
12.006400000000001,0.9683414145837321,160111.58038109067,20180410,mlg910,98550.66927344205,25.0,1.0
8.345600000000001,0.9671723408701445,166847.8275123304,20180410,mlg910,98550.66927344205,25.0,1.0
9.2928,0.967040082905979,184381.9372336392,20180410,mlg910,98550.66927344205,25.0,1.0
11.8016,0.983502748264719,182129.9185767376,20180410,mlg910,98550.66927344205,25.0,1.0
11.776,0.9817793145445518,156516.99746221857,20180410,mlg910,98550.66927344205,25.0,1.0
6.8864,0.96187510454546,143919.19001580687,20180410,mlg910,98550.66927344205,25.0,1.0
11.878400000000001,0.9833867337932523,148062.51754185828,20180410,mlg910,95260.84966182045,25.0,1.0
10.1632,0.9789767679808272,152975.81728588557,20180410,mlg910,95260.84966182045,25.0,1.0
9.1136,0.9756848243359104,141514.6129286087,20180410,mlg910,95260.84966182045,25.0,1.0
13.568000000000001,0.8920460351263022,156160.08717488352,20180410,mlg910,95260.84966182045,25.0,1.0
11.5968,0.9647543384361389,154474.56029455335,20180410,mlg910,95260.84966182045,25.0,1.0
8.832,0.9748837673921181,155623.27696496533,20180410,mlg910,95260.84966182045,25.0,1.0
7.7312,0.9594827971792736,144671.71941772985,20180410,mlg910,95260.84966182045,25.0,1.0
10.0096,0.9795156575743833,131265.23956503067,20180410,mlg910,95260.84966182045,25.0,1.0
21.9904,0.9198706713910941,174118.27404245158,20180410,mlg910,95260.84966182045,25.0,1.0
6.937600000000001,0.955925066002568,149151.85184537948,20180410,mlg910,95260.84966182045,25.0,1.0
12.1088,0.9696668921384336,135247.45804601684,20180410,mlg910,95260.84966182045,25.0,1.0
10.5728,0.9636104669823986,155474.64137699574,20180410,mlg910,95260.84966182045,25.0,1.0
6.6816,0.9626829860036991,170365.2409934848,20180410,mlg910,95260.84966182045,25.0,1.0
11.1616,0.9658629822351735,140391.98318757644,20180410,mlg910,92932.4456321556,25.0,1.0
11.392000000000001,0.976307245872212,140754.17474975905,20180410,mlg910,92932.4456321556,25.0,1.0
13.824,0.9243575159090507,159282.69622184953,20180410,mlg910,92932.4456321556,25.0,1.0
12.16,0.9522873935408084,158899.5523632772,20180410,mlg910,92932.4456321556,25.0,1.0
17.792,0.9409341158354965,153160.4069134343,20180410,mlg910,92932.4456321556,25.0,1.0
8.3968,0.9717979649960858,124308.95227142802,20180410,mlg910,90971.69248002415,25.0,1.0
7.6288,0.9692828861724951,155183.88143583777,20180410,mlg910,90971.69248002415,25.0,1.0
7.526400000000001,0.9714523952435888,130415.3669395056,20180410,mlg910,90971.69248002415,25.0,1.0
8.0128,0.9693181979445743,150207.0634097507,20180410,mlg910,90971.69248002415,25.0,1.0
8.345600000000001,0.968753134581387,165030.40154523042,20180410,mlg910,90971.69248002415,25.0,1.0
23.424,0.944999223136007,148992.09832725197,20180410,mlg910,90971.69248002415,25.0,1.0
10.1888,0.9782316384117733,141728.07649002102,20180410,mlg910,90971.69248002415,25.0,1.0
8.192,0.9717186638759853,160211.41025405712,20180410,mlg910,90971.69248002415,25.0,1.0
11.7248,0.882011678056715,167153.70948013442,20180410,mlg910,90971.69248002415,25.0,1.0
7.8848,0.9740823144716193,129837.01298471352,20180410,mlg910,87221.38843175863,25.0,1.0
6.8864,0.9527165185029381,123358.24939375378,20180410,mlg910,87221.38843175863,25.0,1.0
8.3712,0.9672820159579352,162806.17574817617,20180410,mlg910,87221.38843175863,25.0,1.0
8.1408,0.9641964972157084,130815.93229543544,20180410,mlg910,87221.38843175863,25.0,1.0
6.8352,0.9594324249543873,124544.62068974235,20180410,mlg910,87221.38843175863,25.0,1.0
14.3872,0.982626956745471,141546.14114172093,20180410,mlg910,87221.38843175863,25.0,1.0
6.3232,0.9572719437491852,133465.3582793799,20180410,mlg910,87221.38843175863,25.0,1.0
18.5088,0.9373967248816611,149643.8010520943,20180410,mlg910,87221.38843175863,25.0,1.0
9.2416,0.9776733082268305,138280.01770495254,20180410,mlg910,87717.46926058289,25.0,1.0
11.136000000000001,0.9480819873696102,146305.1448995761,20180410,mlg910,87717.46926058289,25.0,1.0
25.5744,0.9611376403672858,151973.14665173256,20180410,mlg910,87717.46926058289,25.0,1.0
