# Date: 20170725
# RBS Modification: 10sd1
# Shock Rate: None
# Purpose: Process intensity data from 20170725
# This experiment was conducted by shocking E. coli cells in which all seven
# mechanosensitive channel genes were removed from the chromosome. A single
# copy of mscL was introduced into the chromosome with the RBS modification
# 10sd1.
area,intensity,date,rbs,mean_bg,exposure_ms
4.9152000000000005,281949.7171345373,20170725,10sd1,122713.49175165208,50
4.454400000000001,350034.23384576413,20170725,10sd1,122713.49175165208,50
4.5824,286441.2976567731,20170725,10sd1,113415.83590407058,50
4.864,214852.47818334715,20170725,10sd1,116196.71238338215,50
6.9632000000000005,255963.6266288692,20170725,10sd1,112712.78041179435,50
9.6,224921.52437011802,20170725,10sd1,114766.83024604914,50
6.8864,310292.4740704708,20170725,10sd1,114766.83024604914,50
7.296,231937.72820441675,20170725,10sd1,117062.24084795397,50
4.889600000000001,233593.72085056492,20170725,10sd1,113791.25640343748,50
5.1456,266902.709461662,20170725,10sd1,113791.25640343748,50
2.3808000000000002,108301.47272485583,20170725,10sd1,114891.56470134162,50
5.8368,219554.93031182405,20170725,10sd1,114891.56470134162,50
10.265600000000001,208045.3043314102,20170725,10sd1,109000.49498451166,50
13.5424,208815.56671989555,20170725,10sd1,113830.0183554531,50
5.478400000000001,185602.6782686092,20170725,10sd1,113830.0183554531,50
3.7376,251075.0058331413,20170725,10sd1,113830.0183554531,50
10.0096,236405.9558501408,20170725,10sd1,113830.0183554531,50
8.9344,224519.20640886153,20170725,10sd1,113766.37331837954,50
7.9872000000000005,277176.329891958,20170725,10sd1,116024.62772784694,50
5.0944,258503.52795996485,20170725,10sd1,116024.62772784694,50
38.1184,264889.41968259605,20170725,10sd1,116024.62772784694,50
7.1424,268736.9690115185,20170725,10sd1,116024.62772784694,50
1.8176,107294.8715356083,20170725,10sd1,116024.62772784694,50
8.32,132283.80853473677,20170725,10sd1,116024.62772784694,50
9.3696,224489.69068719537,20170725,10sd1,116024.62772784694,50
4.7616000000000005,239177.56842387602,20170725,10sd1,114541.84494690956,50
6.0928,305009.39938556467,20170725,10sd1,114541.84494690956,50
15.974400000000001,243468.47360534614,20170725,10sd1,114541.84494690956,50
8.832,239984.77498033937,20170725,10sd1,113887.86961500345,50
8.96,237028.64300829638,20170725,10sd1,113887.86961500345,50
6.0416,241733.54324687066,20170725,10sd1,115051.63141178398,50
5.9904,234117.11489422485,20170725,10sd1,115051.63141178398,50
9.036800000000001,249174.60624423943,20170725,10sd1,114672.48347919257,50
6.3232,261500.16496773652,20170725,10sd1,114672.48347919257,50
12.697600000000001,273332.4196857605,20170725,10sd1,117186.32097244963,50
4.3264000000000005,275659.9709767828,20170725,10sd1,117186.32097244963,50
3.9936000000000003,261137.5867276527,20170725,10sd1,115334.24894423275,50
2.3552,389314.3218157794,20170725,10sd1,115334.24894423275,50
11.571200000000001,244501.2026309816,20170725,10sd1,115334.24894423275,50
5.4272,298920.525496986,20170725,10sd1,114714.99814513931,50
10.24,301280.0659756639,20170725,10sd1,117623.48415810533,50
20.5056,311024.7063290149,20170725,10sd1,117623.48415810533,50
6.0416,291768.2400265693,20170725,10sd1,117623.48415810533,50
6.1696,331914.7286318344,20170725,10sd1,117623.48415810533,50
5.913600000000001,257761.31068276937,20170725,10sd1,117623.48415810533,50
3.2512000000000003,378710.9936994797,20170725,10sd1,118106.37214650663,50
3.7376,303579.8087971951,20170725,10sd1,118106.37214650663,50
2.2528,349431.7019853733,20170725,10sd1,118106.37214650663,50
2.9184,273696.2224692786,20170725,10sd1,118106.37214650663,50
13.440000000000001,329636.2066562658,20170725,10sd1,118030.20982724038,50
8.652800000000001,258502.00702196476,20170725,10sd1,118030.20982724038,50
6.7072,234763.84659113863,20170725,10sd1,115578.16829580742,50
5.12,136046.36442271035,20170725,10sd1,60409.48280629542,25
4.5568,175188.27687224894,20170725,10sd1,60409.48280629542,25
4.7104,149027.57326192816,20170725,10sd1,57989.11091910996,25
5.043200000000001,110795.30472562595,20170725,10sd1,57914.57524099498,25
7.1936,112518.18695400692,20170725,10sd1,56041.7331886842,25
10.112,104081.73640611861,20170725,10sd1,57849.86168583041,25
7.372800000000001,141569.9022794975,20170725,10sd1,57849.86168583041,25
7.654400000000001,112177.21416009242,20170725,10sd1,58176.832838866176,25
5.12,112528.15800388408,20170725,10sd1,58494.279628656,25
5.1968000000000005,129731.58975979175,20170725,10sd1,58494.279628656,25
2.432,51943.24515115698,20170725,10sd1,57278.01386597328,25
5.888,111170.738314037,20170725,10sd1,57278.01386597328,25
10.624,114710.14087503696,20170725,10sd1,56707.96262091884,25
11.7504,95108.55358421292,20170725,10sd1,56764.5190639548,25
5.5552,91146.63343669455,20170725,10sd1,56764.5190639548,25
3.8400000000000003,118470.14762680038,20170725,10sd1,56764.5190639548,25
10.4192,107495.45795780719,20170725,10sd1,56764.5190639548,25
9.0624,121458.76873240956,20170725,10sd1,58683.24443907114,25
8.217600000000001,121047.77238775574,20170725,10sd1,57181.62808674844,25
5.3504000000000005,116442.34497746301,20170725,10sd1,57181.62808674844,25
38.912,126550.13516812051,20170725,10sd1,57181.62808674844,25
7.372800000000001,123631.24130212971,20170725,10sd1,57181.62808674844,25
1.792,52243.75542713927,20170725,10sd1,57181.62808674844,25
8.2432,65308.67685008986,20170725,10sd1,57181.62808674844,25
9.6,104787.13811245437,20170725,10sd1,57181.62808674844,25
4.9408,116428.82604552612,20170725,10sd1,56715.57350360554,25
6.4,146416.3447686576,20170725,10sd1,56715.57350360554,25
16.332800000000002,108249.62227584251,20170725,10sd1,56715.57350360554,25
9.0112,116804.81790476211,20170725,10sd1,57127.766691838326,25
9.216000000000001,121992.40057417992,20170725,10sd1,57127.766691838326,25
6.195200000000001,112278.06939872958,20170725,10sd1,54198.1061298606,25
6.144,104242.37819187096,20170725,10sd1,54198.1061298606,25
8.2944,112173.57551375357,20170725,10sd1,56214.67031392935,25
6.4768,130336.13094519709,20170725,10sd1,56214.67031392935,25
13.1072,130334.97791413694,20170725,10sd1,58543.555137957745,25
4.5056,128015.88228697164,20170725,10sd1,58543.555137957745,25
3.8912,135784.72021571157,20170725,10sd1,57789.87858218758,25
2.432,196242.8033389531,20170725,10sd1,57789.87858218758,25
11.7504,124728.30151176413,20170725,10sd1,57789.87858218758,25
5.7088,158878.3833995449,20170725,10sd1,57208.13484429795,25
9.856,145365.58357555428,20170725,10sd1,58015.32487229078,25
20.4544,156537.4782515511,20170725,10sd1,58015.32487229078,25
2.432,59540.599412432406,20170725,10sd1,58015.32487229078,25
6.2208000000000006,138602.89182097628,20170725,10sd1,58015.32487229078,25
6.144,166936.85507760043,20170725,10sd1,58015.32487229078,25
6.016,118085.8208972807,20170725,10sd1,58015.32487229078,25
3.968,179602.58457150476,20170725,10sd1,59921.74083221271,25
4.3264000000000005,145702.59818660992,20170725,10sd1,59921.74083221271,25
