,area,date,exposure_ms,flow_rate,intensity,mean_bg,pump_rate,rbs,survival,rescaled_intensity
0,7.9104,20170324,100,0.02,86598.27647191861,172440.40484378507,5,16sd0,False,86598.27647191861
1,1.92,20170324,100,0.02,93837.04477646695,172440.40484378507,5,16sd0,False,93837.04477646695
2,3.7376,20170324,100,0.02,114828.8765470935,172440.40484378507,5,16sd0,False,114828.8765470935
3,3.6096,20170324,100,0.02,118382.71464981303,172440.40484378507,5,16sd0,False,118382.71464981303
4,7.9104,20170324,100,0.02,86598.27647191861,172440.40484378507,5,16sd0,False,86598.27647191861
5,2.4064,20170324,100,0.02,119474.37265901615,172440.40484378507,5,16sd0,False,119474.37265901615
6,5.171200000000002,20170324,100,0.02,110339.97353040546,172440.40484378507,5,16sd0,False,110339.97353040546
7,2.944,20170324,100,0.02,111298.99192104665,172440.40484378507,5,16sd0,True,111298.99192104665
8,5.171200000000002,20170324,100,0.02,110339.97353040546,172440.40484378507,5,16sd0,True,110339.97353040546
9,2.6112,20170324,100,0.02,59244.83862447308,171238.57073795667,5,16sd0,False,59244.83862447308
10,2.6112,20170324,100,0.02,59244.83862447308,171238.57073795667,5,16sd0,False,59244.83862447308
11,4.7360000000000015,20170324,100,0.02,93571.80972584047,171238.57073795667,5,16sd0,False,93571.80972584047
12,3.5584,20170324,100,0.02,84847.43619059311,171238.57073795667,5,16sd0,False,84847.43619059311
13,3.5584,20170324,100,0.02,84847.43619059311,171238.57073795667,5,16sd0,False,84847.43619059311
14,3.1744000000000003,20170324,100,0.02,72640.80065503882,171238.57073795667,5,16sd0,False,72640.80065503882
15,3.1744000000000003,20170324,100,0.02,72640.80065503882,171238.57073795667,5,16sd0,True,72640.80065503882
16,5.1456,20170324,100,0.02,82537.92292609242,169729.6606083469,5,16sd0,False,82537.92292609242
17,5.0944,20170324,100,0.02,107137.12732159856,169729.6606083469,5,16sd0,False,107137.12732159856
18,8.2432,20170324,100,0.02,86375.28482594508,169729.6606083469,5,16sd0,False,86375.28482594508
19,4.224,20170324,100,0.02,108446.37619381603,169729.6606083469,5,16sd0,False,108446.37619381603
20,4.4544000000000015,20170324,100,0.02,64569.644132405076,169729.6606083469,5,16sd0,False,64569.644132405076
21,3.3280000000000003,20170324,100,0.02,128282.21468644655,169729.6606083469,5,16sd0,False,128282.21468644655
22,4.4544000000000015,20170324,100,0.02,64569.644132405076,169729.6606083469,5,16sd0,False,64569.644132405076
23,8.2432,20170324,100,0.02,86375.28482594508,169729.6606083469,5,16sd0,True,86375.28482594508
24,4.224,20170324,100,0.02,108446.37619381603,169729.6606083469,5,16sd0,True,108446.37619381603
25,3.9168,20170324,100,0.02,84358.68478655856,169729.6606083469,5,16sd0,True,84358.68478655856
26,3.9168,20170324,100,0.02,84358.68478655856,169729.6606083469,5,16sd0,True,84358.68478655856
27,5.1456,20170324,100,0.02,82537.92292609242,169729.6606083469,5,16sd0,True,82537.92292609242
28,4.3008000000000015,20170324,100,0.02,81116.59886289967,169729.6606083469,5,16sd0,True,81116.59886289967
29,3.9936,20170324,100,0.02,73383.79153322357,169729.6606083469,5,16sd0,True,73383.79153322357
30,4.6336,20170324,100,0.02,95452.66929250528,173046.27629703432,5,16sd0,False,95452.66929250528
31,3.3280000000000003,20170324,100,0.02,84286.15518345693,173046.27629703432,5,16sd0,False,84286.15518345693
32,3.3280000000000003,20170324,100,0.02,84286.15518345693,173046.27629703432,5,16sd0,False,84286.15518345693
33,5.4016,20170324,100,0.02,80309.78779880144,173046.27629703432,5,16sd0,False,80309.78779880144
34,5.4016,20170324,100,0.02,80309.78779880144,173046.27629703432,5,16sd0,False,80309.78779880144
35,6.5280000000000005,20170324,100,0.02,89095.30352029172,173046.27629703432,5,16sd0,False,89095.30352029172
36,6.5280000000000005,20170324,100,0.02,89095.30352029172,173046.27629703432,5,16sd0,False,89095.30352029172
37,3.2512000000000003,20170324,100,0.02,125148.0231503436,173046.27629703432,5,16sd0,False,125148.0231503436
38,3.4560000000000004,20170324,100,0.02,110156.542326904,173046.27629703432,5,16sd0,False,110156.542326904
39,4.7104,20170324,100,0.02,113104.20289641943,173046.27629703432,5,16sd0,False,113104.20289641943
40,4.224,20170324,100,0.02,97059.0690126292,173046.27629703432,5,16sd0,True,97059.0690126292
41,2.6624000000000003,20170324,100,0.02,105039.31508836502,173046.27629703432,5,16sd0,True,105039.31508836502
42,4.7104,20170324,100,0.02,113104.20289641943,173046.27629703432,5,16sd0,True,113104.20289641943
43,2.0224,20170324,100,0.02,63339.67613984426,172661.59891127553,5,16sd0,False,63339.67613984426
44,2.0224,20170324,100,0.02,63339.67613984426,172661.59891127553,5,16sd0,False,63339.67613984426
45,2.3040000000000003,20170324,100,0.02,126995.41812036755,172661.59891127553,5,16sd0,False,126995.41812036755
46,2.8928000000000003,20170324,100,0.02,80495.53919733065,172661.59891127553,5,16sd0,False,80495.53919733065
47,2.8672,20170324,100,0.02,80791.44487957227,172661.59891127553,5,16sd0,False,80791.44487957227
48,2.0224,20170324,100,0.02,63339.67613984426,172661.59891127553,5,16sd0,True,63339.67613984426
49,8.448,20170324,100,0.02,143960.6236964845,172661.59891127553,5,16sd0,True,143960.6236964845
50,8.448,20170324,100,0.02,143960.6236964845,172661.59891127553,5,16sd0,True,143960.6236964845
