parameter,median,hpd_min,hpd_max
n_sr__242,69.51707242138798,54.32420221269831,86.9933979772694
n_sr__241,69.51707242138798,54.32420221269831,86.9933979772694
n_sr__240,96.17787764813787,75.15832142750179,120.35662745025773
n_sr__239,81.82969281444913,63.94591464538497,102.40136394430381
n_sr__238,81.82969281444913,63.94591464538497,102.40136394430381
n_sr__237,139.83154566439345,109.27153428356358,174.9846602863663
n_sr__236,78.42064756420413,61.28191201875003,98.13529778462126
n_sr__235,54.93784099701683,42.93124378656655,68.7490036533102
n_sr__234,44.893862192556554,35.08236412883108,56.180007074811506
n_sr__233,81.08978870812538,63.36771566648823,101.47545078161669
n_sr__232,79.93662165936874,62.46657185016142,100.03238195675783
n_sr__231,77.15212877664334,60.2906264434838,96.54787823595271
n_sr__230,61.62072856365808,48.153594539980205,77.11194353947407
n_sr__229,55.244057549700564,43.17053709034711,69.13220187364618
n_sr__228,62.73620861468768,49.02528780532719,78.50785099982717
n_sr__227,49.80618998449313,38.921108756720756,62.32727524525969
n_sr__226,66.91537517900417,52.29110268522176,83.73764402015333
n_sr__225,56.37922662653464,44.05761636925765,70.55274810542527
n_sr__224,80.51241024154163,62.91652254975533,100.75292158155831
n_sr__223,55.640388539799936,43.48025043268708,69.62816895556594
n_sr__222,75.14056465826712,58.7186871755572,94.03061460830808
n_sr__221,82.27574433170372,64.29448215515777,102.9595511033326
n_sr__220,73.97281960662056,57.80615136084403,92.56930292650857
n_sr__219,85.42445344325606,66.75504478426394,106.89983361689328
n_sr__218,59.22541612385295,46.28177467170665,74.114458733256
n_sr__217,40.64692463588409,31.76358952315024,50.865405694409425
n_sr__216,53.55274563633138,41.848859304066444,67.0157006278579
n_sr__215,69.16656599142364,54.05029852954529,86.55477557426242
n_sr__214,79.2181649822735,61.9051329913585,99.13330802480176
n_sr__213,69.23916930234742,54.107034476652316,86.6456310792724
n_sr__212,45.796101508333564,35.78742015790858,57.30906589639647
n_sr__211,43.357103717246446,33.88146231785177,54.256913409024975
n_sr__210,86.50368967898157,67.59841527532026,108.25038570569316
n_sr__209,52.63879841853529,41.134654120477435,65.8719905825613
n_sr__208,78.91866759411084,61.67109038700223,98.75851814119365
n_sr__207,72.98797645566162,57.036544462610735,91.33687398218787
n_sr__206,63.68731494433847,49.768531022828256,79.6980618152722
n_sr__205,80.07950791757767,62.578230493340556,100.21118927261405
n_sr__204,89.30234405595495,69.78542719919092,111.75261106612085
n_sr__203,66.49275178330646,51.960843110012206,83.20877472264354
n_sr__202,52.47445935718499,41.006231157753646,65.66633731108003
n_sr__201,77.9676009836555,60.92787820811559,97.56835703019759
n_sr__200,49.726304870443435,38.85868243555587,62.22730731972826
n_sr__199,68.53789196982277,53.55902043790907,85.76805531326552
n_sr__198,55.28979666271483,43.20627997677586,69.18943962435954
n_sr__197,59.82380114784935,46.74938338870765,74.86327545874487
n_sr__196,70.98606901351337,55.4721514162645,88.831694682162
n_sr__195,62.28827740975669,48.67525141129513,77.94731160684475
n_sr__194,96.94377631265962,75.75683388604881,121.31507010343975
n_sr__193,74.2260424419882,58.004032658692694,92.88618501211394
n_sr__192,63.29476568557371,49.46177291911644,79.20682717744965
n_sr__191,130.2669486709097,101.79726813484818,163.01556026870892
n_sr__190,53.47442040978744,41.78765195892198,66.91768473957228
n_sr__189,68.39601318491586,53.44814908598771,85.59050874563789
n_sr__188,61.305179615623516,47.90700842431173,76.71706679536604
n_sr__187,52.88108055375987,41.32398579466939,66.17518151794206
n_sr__186,43.899311298399,34.30517110267004,54.935429897860686
n_sr__185,63.88793838662369,49.92530845990509,79.9491212219816
n_sr__184,50.21749748674988,39.24252551300696,62.84198387708996
n_sr__183,80.90804500368525,63.225691823898245,101.24801740648276
n_sr__182,92.39801334689105,72.20454179488429,115.62651975145785
n_sr__181,57.62272617107078,45.02935062612196,72.10885866926861
n_sr__180,74.4738619230825,58.19769149866236,93.1963053608921
n_sr__179,39.47985337423373,30.851580242462852,49.404937190828605
n_sr__178,47.12246988476713,36.82391236593972,58.96887819884965
n_sr__177,65.10118053521505,50.87339803729022,81.46736779651273
n_sr__176,57.03601010088238,44.57086062750475,71.37464442784933
n_sr__175,58.65371749383028,45.83502007027842,73.3990372589
n_sr__174,72.78703011056447,56.879514692732194,91.08541049613726
n_sr__173,68.2082927853285,53.30145474758379,85.35559615710473
n_sr__172,216.50381725267647,169.18717573378285,270.9320470760417
n_sr__171,216.50381725267647,169.18717573378285,270.9320470760417
n_sr__170,379.4651671109459,296.5335241083618,474.8612556767744
n_sr__169,216.50381725267647,169.18717573378285,270.9320470760417
n_sr__168,307.1228905964779,240.00156266330828,384.3324081261034
n_sr__167,304.37939359242046,237.85765353671377,380.899206490731
n_sr__166,304.37939359242046,237.85765353671377,380.899206490731
n_sr__165,304.37939359242046,237.85765353671377,380.899206490731
n_sr__164,337.26360461701984,263.5550609084857,422.0503821255573
n_sr__163,365.61036199701044,285.7066695183892,457.5234056610525
n_sr__162,337.26360461701984,263.5550609084857,422.0503821255573
n_sr__161,402.4024960684991,314.4579281879261,503.56494121814154
n_sr__160,298.15820767608443,232.99610010889918,373.11403828011026
n_sr__159,373.6683188600203,292.0035698739438,467.6071019942113
n_sr__158,213.54590594949812,166.87571228798262,267.2305282085744
n_sr__157,318.3885875132042,248.80515545072436,398.4302580675883
n_sr__156,405.4155520626882,316.812484520712,507.33546794057656
n_sr__155,405.4155520626882,316.812484520712,507.33546794057656
n_sr__154,405.4155520626882,316.812484520712,507.33546794057656
n_sr__153,507.1216647667482,396.2908520692131,634.6101075507331
n_sr__152,409.9060590278155,320.3215967418425,512.9548711451457
n_sr__151,409.9060590278155,320.3215967418425,512.9548711451457
n_sr__150,409.9060590278155,320.3215967418425,512.9548711451457
n_sr__149,360.2037185848212,281.48164133775265,450.7575528180745
n_sr__148,360.2037185848212,281.48164133775265,450.7575528180745
n_sr__147,290.1310477411033,226.72326605083808,363.0688811046456
n_sr__146,290.1310477411033,226.72326605083808,363.0688811046456
n_sr__145,286.44935975758074,223.84620642311694,358.4616308735474
n_sr__144,367.68900701600944,287.33102923906375,460.12461407062324
n_sr__143,339.29300343208956,265.14093712219886,424.5899640242859
n_sr__142,389.73290654495935,304.5572617867774,487.71026544944743
n_sr__141,389.73290654495935,304.5572617867774,487.71026544944743
n_sr__140,301.94047787065483,235.95175982982968,377.84715670459383
n_sr__139,301.94047787065483,235.95175982982968,377.84715670459383
n_sr__138,315.0607681171466,246.20462686829293,394.26583763050667
n_sr__137,433.2393764006701,338.5554464582473,542.1540950716436
n_sr__136,317.9659985192619,248.47492275880904,397.9014318203034
n_sr__135,317.9659985192619,248.47492275880904,397.9014318203034
n_sr__134,367.8597075381025,287.46442337315204,460.3382280496953
n_sr__133,367.8597075381025,287.46442337315204,460.3382280496953
n_sr__132,409.9060590278155,320.3215967418425,512.9548711451457
n_sr__131,286.44935975758074,223.84620642311694,358.4616308735474
n_sr__130,433.2393764006701,338.5554464582473,542.1540950716436
n_sr__129,507.1216647667482,396.2908520692131,634.6101075507331
n_sr__128,318.3885875132042,248.80515545072436,398.4302580675883
n_sr__127,301.94047787065483,235.95175982982968,377.84715670459383
n_sr__126,346.2482341686567,270.5761107825471,433.2937131094354
n_sr__125,360.2037185848212,281.48164133775265,450.7575528180745
n_sr__124,447.17382887782753,349.44454157870643,559.5916154924223
n_sr__123,447.17382887782753,349.44454157870643,559.5916154924223
n_sr__122,243.0260466431747,189.91300468997625,304.12186327868983
n_sr__121,243.0260466431747,189.91300468997625,304.12186327868983
n_sr__120,310.60854563803065,242.72543210610093,388.69434348499203
n_sr__119,310.60854563803065,242.72543210610093,388.69434348499203
n_sr__118,308.717903337067,241.24798734193064,386.32840095617826
n_sr__117,270.7712973316191,211.59456515191158,338.8421636458893
n_sr__116,270.7712973316191,211.59456515191158,338.8421636458893
n_sr__115,308.717903337067,241.24798734193064,386.32840095617826
n_sr__114,351.9089518924166,274.99968564816425,440.3775135720756
n_sr__113,351.9089518924166,274.99968564816425,440.3775135720756
n_sr__112,313.2045408732858,244.75407579305536,391.9429619722425
n_sr__111,364.6459150966989,284.9530012954476,456.31650050661557
n_sr__110,398.3788962981506,311.31368117156114,498.5298238875175
n_sr__109,391.3360267842321,305.81002208027235,489.7164039722999
n_sr__108,391.3360267842321,305.81002208027235,489.7164039722999
n_sr__107,310.50004728612555,242.6406459348291,388.5585690632796
n_sr__106,200.4095496971781,156.61029044939667,250.79174234454723
n_sr__105,200.4095496971781,156.61029044939667,250.79174234454723
n_sr__104,204.25755109432174,159.61731589986522,255.6071165439909
n_sr__103,265.0405872229307,207.1162946505353,331.6707749810222
n_sr__102,373.26173056611685,291.6858409488613,467.09829896162626
n_sr__101,373.26173056611685,291.6858409488613,467.09829896162626
n_sr__100,360.65480162473636,281.83414073713084,451.3220364052754
n_sr__99,378.28788773681913,295.61353768555574,473.3880127803671
n_sr__98,270.58949076617523,211.45249218651253,338.6146516067363
n_sr__97,388.0724554988943,303.25970026341605,485.63238337471745
n_sr__96,259.35515941855897,202.673410061866,324.556052418215
n_sr__95,293.8112061550613,229.5991303945314,367.6742172382533
n_sr__94,398.3788962981506,311.31368117156114,498.5298238875175
n_sr__93,204.25755109432174,159.61731589986522,255.6071165439909
n_sr__92,249.89237101496792,195.27870236162494,312.7143552797289
n_sr__91,403.8263747685161,315.57061995890865,505.3467775657813
n_sr__90,403.8263747685161,315.57061995890865,505.3467775657813
n_sr__89,305.5402012413936,238.76476810952855,382.35183673341515
n_sr__88,378.28788773681913,295.61353768555574,473.3880127803671
n_sr__87,378.28788773681913,295.61353768555574,473.3880127803671
n_sr__86,378.28788773681913,295.61353768555574,473.3880127803671
n_sr__85,388.0724554988943,303.25970026341605,485.63238337471745
n_sr__84,259.35515941855897,202.673410061866,324.556052418215
n_sr__83,293.8112061550613,229.5991303945314,367.6742172382533
n_sr__82,344.77884901888063,269.4278579401243,431.454930164988
n_sr__81,344.77884901888063,269.4278579401243,431.454930164988
n_sr__80,310.50004728612555,242.6406459348291,388.5585690632796
n_sr__79,318.5755582922495,248.95126399722866,398.66423258384845
n_sr__78,318.5755582922495,248.95126399722866,398.66423258384845
n_sr__77,309.877695531485,242.15430838652753,387.77976046292434
n_sr__76,494.6243495380095,386.5248096287814,618.9710151742455
n_sr__75,342.98529998363125,268.0262868285178,429.21048977674184
n_sr__74,357.1029845865079,279.05856892021603,446.87730617733814
n_sr__73,377.2788898057902,294.82505500456546,472.12535663684923
n_sr__72,323.49431699001883,252.79503406443416,404.81954836520674
n_sr__71,323.49431699001883,252.79503406443416,404.81954836520674
n_sr__70,194.0391455947601,151.6321302855362,242.81984306779958
n_sr__69,280.27895227612146,219.02433386603252,350.74000660170367
n_sr__68,377.2788898057902,294.82505500456546,472.12535663684923
n_sr__67,279.8051625986347,218.65409033664358,350.14710801527747
n_sr__66,273.53088631243736,213.75104937364623,342.29550271930157
n_sr__65,310.77103107646235,242.85240655290264,388.8976771398576
n_sr__64,310.77103107646235,242.85240655290264,388.8976771398576
n_sr__63,273.53088631243736,213.75104937364623,342.29550271930157
n_sr__62,368.30147015823854,287.80963931896764,460.8910480993087
n_sr__61,368.30147015823854,287.80963931896764,460.8910480993087
n_sr__60,322.60265847825826,252.09824641774017,403.70373032121296
n_sr__59,201.07308859626943,157.12881374266382,251.6220923796027
n_sr__58,201.07308859626943,157.12881374266382,251.6220923796027
n_sr__57,292.33510307333455,228.4456278158779,365.8270274995119
n_sr__56,292.33510307333455,228.4456278158779,365.8270274995119
n_sr__55,292.33510307333455,228.4456278158779,365.8270274995119
n_sr__54,365.99343253532237,286.00602046428116,458.0027786644313
n_sr__53,403.7673005472942,315.52445633568016,505.27285231176893
n_sr__52,366.83589537168535,286.6643640895975,459.0570334287939
n_sr__51,224.0611618510252,175.09287201603064,280.3892791399922
n_sr__50,363.5804425582214,284.12038646262675,454.98317225579706
n_sr__49,302.82335512150723,236.6416853493275,378.9519859123446
n_sr__48,302.82335512150723,236.6416853493275,378.9519859123446
n_sr__47,391.52992418409224,305.96154344317824,489.9590464352986
n_sr__46,336.2511554234769,262.76388123413585,420.7834070853578
n_sr__45,208.57046333005076,162.98764650008303,261.00427838489105
n_sr__44,337.357289586572,263.6282711437987,422.16761913737133
n_sr__43,337.357289586572,263.6282711437987,422.16761913737133
n_sr__42,337.357289586572,263.6282711437987,422.16761913737133
n_sr__41,208.57046333005076,162.98764650008303,261.00427838489105
n_sr__40,199.33925370344363,155.7739063215003,249.45237804030802
n_sr__39,208.57046333005076,162.98764650008303,261.00427838489105
n_sr__38,208.57046333005076,162.98764650008303,261.00427838489105
n_sr__37,199.33925370344363,155.7739063215003,249.45237804030802
n_sr__36,296.02885082638136,231.3321115654076,370.449369279969
n_sr__35,351.1394803458249,274.3983811565052,439.4145998279658
n_sr__34,296.02885082638136,231.3321115654076,370.449369279969
n_sr__33,326.54459681136257,255.1786790029832,408.63665684226834
n_sr__32,351.1394803458249,274.3983811565052,439.4145998279658
n_sr__31,296.02885082638136,231.3321115654076,370.449369279969
n_sr__30,298.2271497312948,233.04997496320124,373.2003121037536
n_sr__29,270.7166461089655,211.5518578863839,338.77377331533233
n_sr__28,270.7166461089655,211.5518578863839,338.77377331533233
n_sr__27,292.53611127134,228.60270592078817,366.0785683880549
n_sr__26,286.4756485733524,223.86674985071204,358.4945285968421
n_sr__25,286.4756485733524,223.86674985071204,358.4945285968421
n_sr__24,305.451763197907,238.69565809107812,382.24116570476883
n_sr__23,216.03280705696778,168.81910423386668,270.34262672245916
n_sr__22,305.451763197907,238.69565809107812,382.24116570476883
n_sr__21,150.78524445027912,117.8313157457985,188.69207696276982
n_sr__20,150.78524445027912,117.8313157457985,188.69207696276982
n_sr__19,316.8740610017543,247.62162683539694,396.5349853961639
n_sr__18,260.04856868907734,203.21527559382437,325.42378212158474
n_sr__17,188.90089823064773,147.61684052858396,236.38986001065408
n_sr__16,374.89381611957424,292.961236222946,469.1406845676286
n_sr__15,374.89381611957424,292.961236222946,469.1406845676286
n_sr__14,320.97253407809217,250.8243836893202,401.6637988949224
n_sr__13,320.97253407809217,250.8243836893202,401.6637988949224
n_sr__12,353.0005291350246,275.8527000343105,441.7435091495866
n_sr__11,255.08355722152794,199.33536124247522,319.210585801405
n_sr__10,255.08355722152794,199.33536124247522,319.210585801405
n_sr__9,255.08355722152794,199.33536124247522,319.210585801405
n_sr__8,110.20728443975622,86.1216187144226,137.912973336204
n_sr__7,110.20728443975622,86.1216187144226,137.912973336204
n_sr__6,213.55779654096239,166.88500420538702,267.24540804915756
n_sr__5,213.55779654096239,166.88500420538702,267.24540804915756
n_sr__4,283.1132623748169,221.23920899773688,354.28685139563004
n_sr__3,291.2493022110489,227.597127389278,364.46826046219616
n_sr__2,283.10867774029475,221.23562632941992,354.2811142015615
n_sr__1,198.68027275964658,155.25894484803453,248.62773181303777
n_sr__0,245.73777017171778,192.0320843948371,307.5153037085876
beta_1__2,0.9260249799927387,0.2191938379533813,1.6946712259032974
beta_1__1,2.585694867846146,1.8422494734701838,3.3906004238781
beta_1__0,1.934912104388585,1.3667742008670198,2.541459765713612
beta_0__2,-5.438870977613362,-9.776417786506416,-1.0867517779959643
beta_0__1,-15.157431466477485,-19.824662224015455,-11.13355157097904
beta_0__0,-10.510756153291872,-13.93326548207973,-7.2981208067968675
n_sc__5,346.74751398218217,295.3721666168634,398.3347419282716
n_sc__4,346.7065840347747,293.5935218144484,396.5319006403307
n_sc__3,346.56961256114005,295.88765749220084,398.967002026726
n_sc__2,346.60386373864276,294.9295410853405,398.1532832171009
n_sc__1,346.62569298956987,294.6584138801915,397.3513327799407
n_sc__0,346.7403452771248,294.0362662109997,397.0415325956038
sigma_I_A__5,29873.33035547465,28761.41875521855,31074.55542592383
sigma_I_A__4,18812.10369745511,18079.832266134246,19577.20779437567
sigma_I_A__3,16389.725293323034,15719.863187284418,17051.010915815612
sigma_I_A__2,19029.072620548603,18311.096291744747,19830.514618661615
sigma_I_A__1,20859.454633717432,20054.256780022482,21681.07280948397
sigma_I_A__0,26905.56705220481,25884.741343742702,27972.886996310186
sigma_A__5,2.006715099613007,1.8291062054868803,2.205620123857979
sigma_A__4,1.4227117419889677,1.2780175404638108,1.5735570757761486
sigma_A__3,2.247124426991106,1.9254500612032721,2.594736364921187
sigma_A__2,1.9374812253448446,1.731968602302912,2.1493979887744397
sigma_A__1,1.8115671284641435,1.6308693279756774,2.021858263554229
sigma_A__0,1.777558404631335,1.6410364341703612,1.9466056071265017
avg_I_A__5,254238.50946606326,250331.88760875163,258337.70922576048
avg_I_A__4,188976.80981408438,186282.2445424213,191629.95316923285
avg_I_A__3,203467.03884024528,199919.43311641456,207241.74376725603
avg_I_A__2,203457.33900996658,200447.33788960005,206465.49799342547
avg_I_A__1,208425.11271661625,205282.13569105676,211624.2404934835
avg_I_A__0,214460.3703773747,211068.7581899632,217719.09482332141
avg_A__5,5.702366307029068,5.433694364185379,5.975128629669078
avg_A__4,5.636484679906456,5.441337792760078,5.837542258200614
avg_A__3,5.164364173721399,4.711605224291434,5.580973206038496
avg_A__2,5.599227333642322,5.309030610286828,5.87658838436062
avg_A__1,5.007087877189533,4.740421584510731,5.28743320413374
avg_A__0,5.0479841188860135,4.8284274869415515,5.251369261647716
alpha__5,4180.316373204896,3550.993409645816,4897.484148705566
alpha__4,3073.291631986066,2629.8500460063474,3597.463223369979
alpha__3,3026.504483624947,2541.1196061515266,3600.4850088397757
alpha__2,3287.810869069046,2815.3721759442656,3856.2170991021217
alpha__1,3010.492339363286,2572.405315562929,3552.4082730886325
alpha__0,3119.112773612658,2656.080517718026,3649.3287324419484
hyper_A_sigma,0.4170893777348358,0.14938146556070908,0.9360726394142824
hyper_A_mu,5.358098675129451,4.891917444599025,5.8097356056715945
hyper_alpha_sigma,534.1572515528535,251.15871910998808,1056.7022518794513
hyper_alpha_mu,3282.0308815368962,2601.9243791919394,4050.827032690109
