,sample,cell_label,frame_number,total_intensity
34973,auto,10,306,19598.42133912499
34974,auto,11,306,23665.01202834372
34975,auto,12,306,24222.14057303513
34976,auto,13,306,15901.212655971809
34977,auto,14,306,23318.526535429086
34978,auto,15,306,23075.836673352856
34979,auto,16,306,53423.75807590797
34980,auto,17,306,21956.72793661292
34981,auto,18,306,25777.531515279712
34982,auto,19,306,16984.725103991128
34983,auto,20,306,29300.1376553839
34984,auto,21,306,29532.340600659452
34985,auto,22,306,15738.128816834515
34986,auto,23,306,20948.320902487543
34987,auto,24,306,25659.02114507572
34988,auto,25,306,20750.38867156759
34989,auto,26,306,19052.34788770635
34990,auto,27,306,14115.0513514449
34991,auto,28,306,24131.53337466049
34992,auto,29,306,19984.058346086575
34993,auto,30,306,26514.741117063557
34994,auto,31,306,46186.53206678395
34995,auto,32,306,29267.757799015704
34996,auto,33,306,21156.696414754915
34997,auto,34,306,21936.453832942665
34998,auto,35,306,18040.925165847035
34999,auto,36,306,18733.85807661573
35000,auto,37,306,19711.794957013757
35001,auto,38,306,28821.646176394155
35002,auto,39,306,31827.799717144062
35003,auto,40,306,31357.36822397911
35004,auto,41,306,46103.316589508555
35005,auto,42,306,28264.322583545094
35006,auto,43,306,19866.247741186133
35007,auto,44,306,21315.66786684696
35008,auto,1,307,19033.761897829147
35009,auto,2,307,27760.40303288502
35010,auto,3,307,20837.724975674224
35011,auto,4,307,21821.107387486045
35012,auto,5,307,15846.7788204452
35013,auto,6,307,24406.045735496464
35014,auto,7,307,17324.83475738822
35015,auto,8,307,17037.456083413872
35016,auto,9,307,14500.134428375046
35017,auto,10,307,19316.582823112283
35018,auto,11,307,23664.835827864066
35019,auto,12,307,24854.121004159555
35020,auto,13,307,15466.784898730079
35021,auto,14,307,24957.712361420985
35022,auto,15,307,22194.998702078494
35023,auto,16,307,52659.41841799636
35024,auto,17,307,22308.39863209437
35025,auto,18,307,26196.172000155424
35026,auto,19,307,16118.154799149264
35027,auto,20,307,30232.70247832001
35028,auto,21,307,29109.40979845939
35029,auto,22,307,15012.77872661203
35030,auto,23,307,21122.356864984802
35031,auto,24,307,25930.844238503905
35032,auto,25,307,20496.011634223498
35033,auto,26,307,18392.372073876035
35034,auto,27,307,13206.912471102205
35035,auto,28,307,23375.66369038978
35036,auto,29,307,21206.80055286521
35037,auto,30,307,26203.1217890286
35038,auto,31,307,45511.9856564292
35039,auto,32,307,28632.29995069832
35040,auto,33,307,21931.377186006626
35041,auto,34,307,21650.453092419855
35042,auto,35,307,17795.099977672355
35043,auto,36,307,19783.958226976556
35044,auto,37,307,18811.92451505535
35045,auto,38,307,30041.501176447666
35046,auto,39,307,33325.67369033008
35047,auto,40,307,30612.889715069803
35048,auto,41,307,47946.653097944974
35049,auto,42,307,29479.449407692213
35050,auto,43,307,20555.315673595906
35051,auto,44,307,20690.774165667004
35052,auto,1,308,19247.375054350785
35053,auto,2,308,29958.901027573826
35054,auto,3,308,20004.760033599436
35055,auto,4,308,22585.53353957688
35056,auto,5,308,16962.052877874066
35057,auto,6,308,23914.95878780867
35058,auto,7,308,17793.68252717245
35059,auto,8,308,17350.952725933395
35060,auto,9,308,14211.63226913495
35061,auto,10,308,19678.213232760743
35062,auto,11,308,23145.674012438936
35063,auto,12,308,23857.412881910408
35064,auto,13,308,16482.605867473027
35065,auto,14,308,23280.48661579567
35066,auto,15,308,22945.477046469216
35067,auto,16,308,52392.076397776065
35068,auto,17,308,21960.8088569874
35069,auto,18,308,27393.362597592128
35070,auto,19,308,16899.905481112382
35071,auto,20,308,29743.88216370142
35072,auto,21,308,29466.71909476412
35073,auto,22,308,15261.960207366637
35074,auto,23,308,21877.95434121126
35075,auto,24,308,25460.37385545074
35076,auto,25,308,19939.199650832645
35077,auto,26,308,19379.475052481732
35078,auto,27,308,14238.172807100409
35079,auto,28,308,23848.57042302515
35080,auto,29,308,21064.700033320092
35081,auto,30,308,25378.272498091737
35082,auto,31,308,44953.98191240335
35083,auto,32,308,28734.002428923948
35084,auto,33,308,21286.471016439293
35085,auto,34,308,22451.273166086412
35086,auto,35,308,18136.445809950375
35087,auto,36,308,19531.25396019348
35088,auto,37,308,18939.32651446639
35089,auto,38,308,29031.973175454234
35090,auto,39,308,30993.470024007474
35091,auto,40,308,30969.77378452846
35092,auto,41,308,46626.285126794384
35093,auto,42,308,29634.357470734605
35094,auto,43,308,20266.758904005077
35095,auto,44,308,20978.233253758135
35096,auto,1,309,20296.188637882926
35097,auto,2,309,28360.110589751075
35098,auto,3,309,20198.489593978582
35099,auto,4,309,20696.751899974333
35100,auto,5,309,16532.500233398943
35101,auto,6,309,24251.20719361605
35102,auto,7,309,17194.30434488592
35103,auto,8,309,17182.809194390527
35104,auto,9,309,14189.486444736847
35105,auto,10,309,18740.414460434647
35106,auto,11,309,23134.14791576487
35107,auto,12,309,22897.66533755044
35108,auto,13,309,15012.09980443188
35109,auto,14,309,23967.139227913496
35110,auto,15,309,21570.871721410895
35111,auto,16,309,52415.40369271253
35112,auto,17,309,21471.85802047268
35113,auto,18,309,27068.618447779885
35114,auto,19,309,16200.789257092889
35115,auto,20,309,30366.245242334735
35116,auto,21,309,30087.56459237798
35117,auto,22,309,15683.146303540494
35118,auto,23,309,20532.348224425266
35119,auto,24,309,25397.96442254375
35120,auto,25,309,19377.054699355198
35121,auto,26,309,18680.702082108244
35122,auto,27,309,14944.630964499127
35123,auto,28,309,24715.29483052766
35124,auto,29,309,20197.01528332048
35125,auto,30,309,26553.35457826278
35126,auto,31,309,46584.44759158649
35127,auto,32,309,28017.250525769272
35128,auto,33,309,21450.003179712607
35129,auto,34,309,23362.47413327021
35130,auto,35,309,17959.427897985992
35131,auto,36,309,18987.771855925104
35132,auto,37,309,19306.74625313214
35133,auto,38,309,28140.78939167198
35134,auto,39,309,31757.963211223563
35135,auto,40,309,31029.67480041856
35136,auto,41,309,46188.549040274425
35137,auto,42,309,30328.083639235312
35138,auto,43,309,20032.570303600532
35139,auto,44,309,22985.87815394991
35140,auto,1,310,19190.92950730111
35141,auto,2,310,29312.904206098403
35142,auto,3,310,20250.37607552919
35143,auto,4,310,21792.81743138936
35144,auto,5,310,16630.00498314288
35145,auto,6,310,23955.327081319294
35146,auto,7,310,17606.79725645974
35147,auto,8,310,15959.461380121458
35148,auto,9,310,15049.498268811263
35149,auto,10,310,20346.34796119578
35150,auto,11,310,23613.273639168092
35151,auto,12,310,23977.516399804535
35152,auto,13,310,15642.63896968196
35153,auto,14,310,25229.24129976208
35154,auto,15,310,22789.371841137574
35155,auto,16,310,54014.15001846074
35156,auto,17,310,22614.301154246426
35157,auto,18,310,26285.911592735032
35158,auto,19,310,16772.330718725232
35159,auto,20,310,29691.348872600855
35160,auto,21,310,30083.01966551903
35161,auto,22,310,15698.820641605093
35162,auto,23,310,21736.67404752413
35163,auto,24,310,25392.116327912903
35164,auto,25,310,20966.01773320911
35165,auto,26,310,18773.283888549166
35166,auto,27,310,14516.15248087076
35167,auto,28,310,23627.960479116453
35168,auto,29,310,19021.13009954546
35169,auto,30,310,26835.858101780686
35170,auto,31,310,46569.63397454026
35171,auto,32,310,28423.167872062528
35172,auto,33,310,22442.973930989065
35173,auto,34,310,22063.444694451002
35174,auto,35,310,18013.627069765887
35175,auto,36,310,19743.853778442328
35176,auto,37,310,18645.34559196385
35177,auto,38,310,27940.018010442087
35178,auto,39,310,32038.33167599771
35179,auto,40,310,30358.34271188521
35180,auto,41,310,46030.61905345118
35181,auto,42,310,30002.131185871865
35182,auto,43,310,19035.06849753648
35183,auto,44,310,21182.878613429064
35184,auto,1,311,19040.436071826647
35185,auto,2,311,28363.389880080533
35186,auto,3,311,20616.110306594856
35187,auto,4,311,21728.992435030887
35188,auto,5,311,16559.673014628297
35189,auto,6,311,24992.527905196668
35190,auto,7,311,18266.280876706558
35191,auto,8,311,17654.055356996905
35192,auto,9,311,13665.438832569102
35193,auto,10,311,18493.180367405854
35194,auto,11,311,22702.59923217687
35195,auto,12,311,22654.47621154859
35196,auto,13,311,15791.57969778584
35197,auto,14,311,23541.565055404903
35198,auto,15,311,21957.47130297979
35199,auto,16,311,52490.7413514128
35200,auto,17,311,22082.795902647944
35201,auto,18,311,26261.475507170966
35202,auto,19,311,16306.67555359649
35203,auto,20,311,29187.503036520913
35204,auto,21,311,29270.790032569566
35205,auto,22,311,15146.646265388867
35206,auto,23,311,21140.447365164477
35207,auto,24,311,25480.644371602146
35208,auto,25,311,20891.38809256497
35209,auto,26,311,19379.685585779698
35210,auto,27,311,14296.603486162145
35211,auto,28,311,23445.809515989822
35212,auto,29,311,20726.54598196914
35213,auto,30,311,25557.997998244016
35214,auto,31,311,45051.6784718143
35215,auto,32,311,27819.810347687195
35216,auto,33,311,22501.31053413918
35217,auto,34,311,22540.351657089002
35218,auto,35,311,17942.034590545154
35219,auto,36,311,19902.75790580322
35220,auto,37,311,18983.39469251301
35221,auto,38,311,30935.495603267413
35222,auto,39,311,31459.043535196834
35223,auto,40,311,29710.418165654966
35224,auto,41,311,44979.41216471729
35225,auto,42,311,30218.690266534726
35226,auto,43,311,19598.019162955
35227,auto,44,311,20268.214989336364
35228,auto,1,312,19643.519693286187
35229,auto,2,312,28752.001767780843
35230,auto,3,312,20167.76769295857
35231,auto,4,312,21395.211166974575
35232,auto,5,312,16177.856846948813
35233,auto,6,312,25998.626581251905
35234,auto,7,312,18819.103199509533
35235,auto,8,312,17090.21274428623
35236,auto,9,312,14232.290823716721
35237,auto,10,312,18776.20323085281
35238,auto,11,312,22720.16563962467
35239,auto,12,312,24122.410241351663
35240,auto,13,312,15569.060343905752
35241,auto,14,312,23252.789285179224
35242,auto,15,312,22165.035030142903
35243,auto,16,312,52631.61806375642
35244,auto,17,312,21971.65258784391
35245,auto,18,312,26953.42334336063
35246,auto,19,312,16872.74697576674
35247,auto,20,312,29318.76942897145
35248,auto,21,312,30218.299853487646
35249,auto,22,312,14870.34726284266
35250,auto,23,312,21752.283349411795
35251,auto,24,312,24612.315108970444
35252,auto,25,312,20203.75503752835
35253,auto,26,312,18461.3145453157
35254,auto,27,312,15604.450087128076
35255,auto,28,312,24112.37299383271
35256,auto,29,312,21183.412357301528
35257,auto,30,312,26738.335792705493
35258,auto,31,312,44115.05654925653
35259,auto,32,312,29815.609589656622
35260,auto,33,312,22673.529575730667
35261,auto,34,312,22235.766891944433
35262,auto,35,312,17804.25751379406
35263,auto,36,312,19623.790184758007
35264,auto,37,312,18137.12631420079
35265,auto,38,312,31185.559842261846
35266,auto,39,312,30797.374467206402
35267,auto,40,312,31707.78546146005
35268,auto,41,312,46322.92663672954
35269,auto,42,312,30052.61907966672
35270,auto,43,312,20658.332626076713
35271,auto,44,312,20405.134669837946
35272,auto,1,313,20564.924979616055
35273,auto,2,313,29342.888682350145
35274,auto,3,313,20684.23842948931
35275,auto,4,313,21761.38818042472
35276,auto,5,313,16399.68777525881
35277,auto,6,313,26143.105017637226
35278,auto,7,313,18068.739713934556
35279,auto,8,313,17940.55168153585
35280,auto,9,313,15184.647872989415
35281,auto,10,313,20186.74747425207
35282,auto,11,313,23059.557128515244
35283,auto,12,313,23846.500280740387
35284,auto,13,313,15672.270648659669
35285,auto,14,313,23378.820812721253
35286,auto,15,313,23005.95710209533
35287,auto,16,313,52338.24939786393
35288,auto,17,313,22756.249793024956
35289,auto,18,313,25953.437372135548
35290,auto,19,313,16784.51954460927
35291,auto,20,313,30723.698265355575
35292,auto,21,313,29154.961138015075
35293,auto,22,313,15370.29763002862
35294,auto,23,313,21974.748084342238
35295,auto,24,313,25316.607875248315
35296,auto,25,313,20857.960957316172
35297,auto,26,313,19155.399315839597
35298,auto,27,313,15215.863963454147
35299,auto,28,313,23141.276300159214
35300,auto,29,313,19635.907908351703
35301,auto,30,313,25515.94069216144
35302,auto,31,313,46913.79642254187
35303,auto,32,313,29169.898414964176
35304,auto,33,313,22152.70789866161
35305,auto,34,313,22150.364744251812
35306,auto,35,313,17980.449568817596
35307,auto,36,313,19534.634207358056
35308,auto,37,313,18829.897860281544
35309,auto,38,313,29205.0939329582
35310,auto,39,313,31900.59098806388
35311,auto,40,313,30217.999190321847
35312,auto,41,313,44725.89315701045
35313,auto,42,313,29112.618170494054
35314,auto,43,313,20023.114143872222
35315,auto,44,313,20957.288414319213
35316,auto,1,314,19998.474696189412
35317,auto,2,314,29541.957636732877
35318,auto,3,314,19779.53535866209
35319,auto,4,314,21203.816419436273
35320,auto,5,314,16065.269734766778
35321,auto,6,314,25536.875746455782
35322,auto,7,314,17528.14695372673
35323,auto,8,314,17870.191505167946
35324,auto,9,314,15333.002686610955
35325,auto,10,314,19025.394745241552
35326,auto,11,314,23611.460803769398
35327,auto,12,314,24058.403547200127
35328,auto,13,314,15342.372598226448
35329,auto,14,314,22660.42921024187
35330,auto,15,314,22429.909577164148
35331,auto,16,314,53576.82043509433
35332,auto,17,314,21677.261598540586
35333,auto,18,314,26394.67040922183
35334,auto,19,314,17140.622863498214
35335,auto,20,314,30648.097717728197
35336,auto,21,314,30150.44236325202
35337,auto,22,314,15162.675201836957
35338,auto,23,314,21142.172068565847
35339,auto,24,314,25279.687075053702
35340,auto,25,314,20354.976572424894
35341,auto,26,314,18032.85797245984
35342,auto,27,314,14422.371406943656
35343,auto,28,314,23377.39558753838
35344,auto,29,314,20655.782501358295
35345,auto,30,314,27923.31099173589
35346,auto,31,314,43937.44539867762
35347,auto,32,314,29601.468109587546
35348,auto,33,314,22934.67732081442
35349,auto,34,314,22956.107696149313
35350,auto,35,314,17630.49434841433
35351,auto,36,314,20815.57257518189
35352,auto,37,314,19604.663485082383
35353,auto,38,314,29791.222328124117
35354,auto,39,314,32733.694813924703
35355,auto,40,314,32103.65722755459
35356,auto,41,314,47209.64583803102
35357,auto,42,314,29667.482217841076
35358,auto,43,314,19552.917168664695
35359,auto,44,314,22230.01487413702
35360,auto,1,315,20081.34054196218
35361,auto,2,315,29344.846574328865
35362,auto,3,315,20648.263806218394
35363,auto,4,315,22564.30894301936
35364,auto,5,315,15824.730344585962
35365,auto,6,315,24190.408254421473
35366,auto,7,315,18365.002321128242
35367,auto,8,315,16457.52287739501
35368,auto,9,315,14053.303354197435
35369,auto,10,315,19628.19069388399
35370,auto,11,315,22649.17969060926
35371,auto,12,315,24296.911672493803
35372,auto,13,315,16143.043314244755
35373,auto,14,315,25073.54610589497
35374,auto,15,315,22628.000443648907
35375,auto,16,315,53080.57968853169
35376,auto,17,315,22101.336218288638
35377,auto,18,315,26167.271839029294
35378,auto,19,315,16339.490786239088
35379,auto,20,315,29451.96569000776
35380,auto,21,315,32142.443655765852
35381,auto,22,315,14745.43225421718
35382,auto,23,315,21215.60105761455
35383,auto,24,315,26831.02988233003
35384,auto,25,315,20199.74583686717
35385,auto,26,315,18930.51786253936
35386,auto,27,315,14559.34190022298
35387,auto,28,315,26349.945132212153
35388,auto,29,315,20074.82958318614
35389,auto,30,315,26405.943992912868
35390,auto,31,315,45983.96144740564
35391,auto,32,315,29379.275559756632
35392,auto,33,315,21159.906287760023
35393,auto,34,315,22286.446667683653
35394,auto,35,315,18524.712395800743
35395,auto,36,315,18866.238927073264
35396,auto,37,315,19503.17715684745
35397,auto,38,315,29592.916029790467
35398,auto,39,315,32068.664437492793
35399,auto,40,315,32255.629202264674
35400,auto,41,315,47453.6161981014
35401,auto,42,315,29083.496630591722
35402,auto,43,315,19393.4784112327
35403,auto,44,315,20745.678423337096
35404,auto,1,316,19868.598903097456
35405,auto,2,316,28106.07407992043
35406,auto,3,316,19517.592145573963
35407,auto,4,316,21923.50024567577
35408,auto,5,316,16296.152812979293
35409,auto,6,316,24750.132761581124
35410,auto,7,316,17357.28648858983
35411,auto,8,316,17469.7666253475
35412,auto,9,316,14627.832501567038
35413,auto,10,316,19095.77508791434
35414,auto,11,316,24761.339373723713
35415,auto,12,316,24565.59719519344
35416,auto,13,316,16038.173777698885
35417,auto,14,316,24588.06677017623
35418,auto,15,316,22627.0235991395
35419,auto,16,316,52661.61788889156
35420,auto,17,316,20832.47543462964
35421,auto,18,316,27360.999681124642
35422,auto,19,316,16915.9842763208
35423,auto,20,316,30034.081575735203
35424,auto,21,316,30117.676830595185
35425,auto,22,316,15262.975043980001
35426,auto,23,316,20843.41592918107
35427,auto,24,316,25908.18387917998
35428,auto,25,316,19745.979097172436
35429,auto,26,316,19571.528129624345
35430,auto,27,316,15085.754952322253
35431,auto,28,316,23566.077192734065
35432,auto,29,316,20574.97092723621
35433,auto,30,316,25994.823152644643
35434,auto,31,316,44593.14336319786
35435,auto,32,316,27899.183762150435
35436,auto,33,316,22463.44086089935
35437,auto,34,316,21605.01111796562
35438,auto,35,316,18448.103838598392
35439,auto,36,316,19359.288493865777
35440,auto,37,316,19342.88835324788
35441,auto,38,316,27669.616342548805
35442,auto,39,316,32858.706692526306
35443,auto,40,316,29731.639941684323
35444,auto,41,316,47869.153849282
35445,auto,42,316,29477.72132034617
35446,auto,43,316,20153.688870021113
35447,auto,44,316,20781.419522287106
35448,auto,1,317,20493.53686339789
35449,auto,2,317,28295.40304382505
35450,auto,3,317,20256.3699539966
35451,auto,4,317,21579.24686468947
35452,auto,5,317,16202.831266426583
35453,auto,6,317,23572.709766246826
35454,auto,7,317,18074.795431215123
35455,auto,8,317,16254.98281137757
35456,auto,9,317,14992.009958829543
35457,auto,10,317,19472.88619206228
35458,auto,11,317,23269.548809710213
35459,auto,12,317,22930.78370954337
35460,auto,13,317,15639.895794164408
35461,auto,14,317,24085.66905887128
35462,auto,15,317,22270.217633347787
35463,auto,16,317,53603.99332147064
35464,auto,17,317,20496.025053020112
35465,auto,18,317,26968.701721614514
35466,auto,19,317,16147.826270094572
35467,auto,20,317,29402.995264819805
35468,auto,21,317,28677.915213516593
35469,auto,22,317,15327.18564603852
35470,auto,23,317,22074.927397025735
35471,auto,24,317,24130.87592906291
35472,auto,25,317,19988.585628772544
35473,auto,26,317,18514.420812072807
35474,auto,27,317,14620.416686475452
35475,auto,28,317,23332.220074516714
35476,auto,29,317,20567.218941091458
35477,auto,30,317,26473.85150515208
35478,auto,31,317,45787.264677465835
35479,auto,32,317,29691.19164725818
35480,auto,33,317,22717.246707441343
35481,auto,34,317,22603.936206109753
35482,auto,35,317,17939.094265927837
35483,auto,36,317,18762.233737313225
35484,auto,37,317,18678.185415144493
35485,auto,38,317,29452.682230969454
35486,auto,39,317,30400.633510718835
35487,auto,40,317,29361.467748762574
35488,auto,41,317,44992.76454600635
35489,auto,42,317,30365.138773013306
35490,auto,43,317,20449.23717548865
35491,auto,44,317,21604.880766415143
35492,auto,1,318,20059.63782729737
35493,auto,2,318,28325.4629079308
35494,auto,3,318,19471.69043933653
35495,auto,4,318,22856.516812203645
35496,auto,5,318,16760.627223807685
35497,auto,6,318,23490.40039898536
35498,auto,7,318,18069.033115157494
35499,auto,8,318,17417.188564832624
35500,auto,9,318,15319.187590104655
35501,auto,10,318,18085.546439627746
35502,auto,11,318,24348.460222545582
35503,auto,12,318,24397.36892659683
35504,auto,13,318,15656.267197020577
35505,auto,14,318,23893.871715082325
35506,auto,15,318,21696.508341961955
35507,auto,16,318,53404.08528325919
35508,auto,17,318,22244.23311766008
35509,auto,18,318,27022.801612897434
35510,auto,19,318,16955.591250902453
35511,auto,20,318,29286.278831321197
35512,auto,21,318,31207.620457290242
35513,auto,22,318,15136.100716458355
35514,auto,23,318,22712.128744891554
35515,auto,24,318,24761.533801474616
35516,auto,25,318,20105.889849452993
35517,auto,26,318,19574.384846724162
35518,auto,27,318,14961.007947268381
35519,auto,28,318,23649.05730471172
35520,auto,29,318,19973.125986698076
35521,auto,30,318,26405.844572506725
35522,auto,31,318,45281.04925631317
35523,auto,32,318,29164.155859754857
35524,auto,33,318,23533.140636066106
35525,auto,34,318,22221.30900440364
35526,auto,35,318,17893.23753928089
35527,auto,36,318,20069.157051343227
35528,auto,37,318,18583.668217890066
35529,auto,38,318,29148.584286156332
35530,auto,39,318,31658.590615223697
35531,auto,40,318,29421.373721712556
35532,auto,41,318,45707.80081675637
35533,auto,42,318,28578.878547181914
35534,auto,43,318,20089.82916496938
35535,auto,44,318,22150.53882752053
35536,auto,1,319,20404.79262106965
35537,auto,2,319,28802.42390428781
35538,auto,3,319,20466.307545171196
35539,auto,4,319,21352.039688886038
35540,auto,5,319,15504.446336714389
35541,auto,6,319,24957.40692386744
35542,auto,7,319,17202.723926213104
35543,auto,8,319,16761.117064910737
35544,auto,9,319,14525.013065520712
35545,auto,10,319,19087.245371108605
35546,auto,11,319,23732.228504522318
35547,auto,12,319,24638.59681343766
35548,auto,13,319,16245.891327679847
35549,auto,14,319,24012.995796190033
35550,auto,15,319,21957.980515311214
35551,auto,16,319,53991.81515225845
35552,auto,17,319,22061.77632860666
35553,auto,18,319,24712.747248274405
35554,auto,19,319,16553.640319723345
35555,auto,20,319,29631.105716940783
35556,auto,21,319,30507.595153766248
35557,auto,22,319,15170.358920364739
35558,auto,23,319,21935.64813024756
35559,auto,24,319,25417.592130315665
35560,auto,25,319,20470.732046121037
35561,auto,26,319,19902.61959245901
35562,auto,27,319,14216.011604806743
35563,auto,28,319,23621.401416737688
35564,auto,29,319,21709.27840887768
35565,auto,30,319,26885.054422661342
35566,auto,31,319,44977.80369374433
35567,auto,32,319,26811.954635445276
35568,auto,33,319,22105.983131282763
35569,auto,34,319,22196.58094815401
35570,auto,35,319,18204.908330275353
35571,auto,36,319,19254.427151207503
35572,auto,37,319,19716.409372056005
35573,auto,38,319,29334.561873831502
35574,auto,39,319,32630.062827797494
35575,auto,40,319,31277.483169100815
35576,auto,41,319,45205.70122332437
35577,auto,42,319,29928.19370942521
35578,auto,43,319,19887.179436165385
35579,auto,44,319,20769.92360472416
35580,auto,1,320,20433.55922411054
35581,auto,2,320,28936.770258884077
35582,auto,3,320,20676.79594236976
35583,auto,4,320,21505.323593572473
35584,auto,5,320,16859.45037874211
35585,auto,6,320,24855.326444963765
35586,auto,7,320,17899.763410120388
35587,auto,8,320,17447.337055915326
35588,auto,9,320,14171.010081274106
35589,auto,10,320,18895.27408055017
35590,auto,11,320,22765.0681656535
35591,auto,12,320,23703.998227338732
35592,auto,13,320,15336.44049182229
35593,auto,14,320,23960.64708628761
35594,auto,15,320,21806.267871246444
35595,auto,16,320,53166.805613599005
35596,auto,17,320,20860.50825757171
35597,auto,18,320,25492.0630752367
35598,auto,19,320,16382.613937302147
35599,auto,20,320,28695.92174869852
35600,auto,21,320,30185.70031210834
35601,auto,22,320,16179.366177439093
35602,auto,23,320,21076.668779984466
35603,auto,24,320,25122.823002938516
35604,auto,25,320,21183.217952390827
35605,auto,26,320,19085.86952622888
35606,auto,27,320,14773.300213199424
35607,auto,28,320,23958.692066581083
35608,auto,29,320,19699.793051190332
35609,auto,30,320,26658.71524069555
35610,auto,31,320,45668.90277385962
35611,auto,32,320,29367.723920529592
35612,auto,33,320,21976.62885130808
35613,auto,34,320,21443.64084746045
35614,auto,35,320,18308.21120656151
35615,auto,36,320,19007.469028842337
35616,auto,37,320,19289.237604486516
35617,auto,38,320,28703.110050933552
35618,auto,39,320,32135.52275246164
35619,auto,40,320,31706.276751106532
35620,auto,41,320,47359.01116261341
35621,auto,42,320,30241.25373508887
35622,auto,43,320,21232.786231452574
35623,auto,44,320,20950.41554717409
35624,auto,1,321,20101.9039969889
35625,auto,2,321,29945.036992346115
35626,auto,3,321,20237.747340025464
35627,auto,4,321,21128.816269974242
35628,auto,5,321,16709.934140050274
35629,auto,6,321,24812.02059192606
35630,auto,7,321,17981.7704774571
35631,auto,8,321,17332.06483549414
35632,auto,9,321,14816.76850697985
35633,auto,10,321,19124.405954555354
35634,auto,11,321,23051.33327995995
35635,auto,12,321,23355.37183155067
35636,auto,13,321,16615.45450579597
35637,auto,14,321,23313.87867287075
35638,auto,15,321,23302.53147766539
35639,auto,16,321,53362.04405261368
35640,auto,17,321,21080.41102026774
35641,auto,18,321,25958.452945053177
35642,auto,19,321,16164.649880763487
35643,auto,20,321,29980.62850733336
35644,auto,21,321,29322.4783035487
35645,auto,22,321,14886.54787454191
35646,auto,23,321,21499.399738658234
35647,auto,24,321,25845.83988025698
35648,auto,25,321,19478.95813662866
35649,auto,26,321,19109.043281709106
35650,auto,27,321,13903.353701729673
35651,auto,28,321,23549.973957423495
35652,auto,29,321,20302.90457540513
35653,auto,30,321,27425.995491827798
35654,auto,31,321,45076.518879261814
35655,auto,32,321,27880.072336864305
35656,auto,33,321,22642.99212041318
35657,auto,34,321,21851.82432268936
35658,auto,35,321,18535.298204283354
35659,auto,36,321,18596.974803946974
35660,auto,37,321,19142.707674271318
35661,auto,38,321,28800.78046040712
35662,auto,39,321,30744.073736952123
35663,auto,40,321,31168.850002835632
35664,auto,41,321,45330.283084403396
35665,auto,42,321,28701.062249632563
35666,auto,43,321,19348.56834963866
35667,auto,44,321,20889.754320128923
35668,auto,1,322,20252.958317548848
35669,auto,2,322,29273.173104694688
35670,auto,3,322,19071.117940811855
35671,auto,4,322,21867.511765903673
35672,auto,5,322,17898.91563566722
35673,auto,6,322,24543.970217746748
35674,auto,7,322,18178.41904166366
35675,auto,8,322,16696.206678527717
35676,auto,9,322,14293.48310755613
35677,auto,10,322,19446.400083937475
35678,auto,11,322,23374.5996688368
35679,auto,12,322,24994.151683624885
35680,auto,13,322,15384.295358563355
35681,auto,14,322,24858.076472588047
35682,auto,15,322,22456.826027970445
35683,auto,16,322,52323.603252777844
35684,auto,17,322,21878.51524566542
35685,auto,18,322,26516.714774876393
35686,auto,19,322,17684.384952056036
35687,auto,20,322,30194.905420572668
35688,auto,21,322,29002.222652981385
35689,auto,22,322,15414.693220526506
35690,auto,23,322,21837.8139739453
35691,auto,24,322,24503.80975142894
35692,auto,25,322,20958.411483740565
35693,auto,26,322,19522.617490149878
35694,auto,27,322,13794.92956902961
35695,auto,28,322,23862.49540271266
35696,auto,29,322,19484.05099926846
35697,auto,30,322,26820.345123371008
35698,auto,31,322,46291.33651822124
35699,auto,32,322,29892.76694556471
35700,auto,33,322,22729.58343222018
35701,auto,34,322,22040.475372198114
35702,auto,35,322,18956.030493482984
35703,auto,36,322,19677.432580274304
35704,auto,37,322,19715.549387552273
35705,auto,38,322,29213.787387823675
35706,auto,39,322,32012.938844095253
35707,auto,40,322,32073.712513173938
35708,auto,41,322,45606.9309898605
35709,auto,42,322,29852.5610268877
35710,auto,43,322,19904.904882014944
35711,auto,44,322,21699.04300668971
35712,auto,1,323,19699.452962038868
35713,auto,2,323,29533.71824439292
35714,auto,3,323,20775.204158893313
35715,auto,4,323,20506.17084032199
35716,auto,5,323,16350.064252903014
35717,auto,6,323,25098.42735974486
35718,auto,7,323,17793.212009947238
35719,auto,8,323,17098.011703566273
35720,auto,9,323,14216.790530931397
35721,auto,10,323,19303.806618596067
35722,auto,11,323,23103.34277773552
35723,auto,12,323,23052.076192237517
35724,auto,13,323,15966.784728101558
35725,auto,14,323,23971.64361981123
35726,auto,15,323,23331.67466753691
35727,auto,16,323,53361.05554671772
35728,auto,17,323,22002.894480054973
35729,auto,18,323,25962.176496942793
35730,auto,19,323,16807.12473306145
35731,auto,20,323,28753.68181412686
35732,auto,21,323,28482.418392258493
35733,auto,22,323,15126.441147949447
35734,auto,23,323,21844.461080340192
35735,auto,24,323,25067.765383883834
35736,auto,25,323,21520.80090526769
35737,auto,26,323,18309.602913908075
35738,auto,27,323,14554.658975027576
35739,auto,28,323,24596.3952876286
35740,auto,29,323,20276.9151401568
35741,auto,30,323,25552.640161999632
35742,auto,31,323,45388.67222465427
35743,auto,32,323,29527.800978486404
35744,auto,33,323,21345.604557030085
35745,auto,34,323,22389.453080829273
35746,auto,35,323,18587.99209376108
35747,auto,36,323,20438.321989975884
35748,auto,37,323,18420.98808437674
