,logp,beta_1,beta_0
0,-384.61970352781157,0.006749818363534583,-2.431284860017399
1,-389.01079350555494,0.008317612937435286,-2.919942044573813
2,-384.35879554578815,0.006374106304318592,-2.294243407967692
3,-385.4998850137369,0.007269709132448534,-2.601374487880895
4,-385.71707724245016,0.00722545143262021,-2.6129510184839426
5,-384.92118074463815,0.005812976693119077,-2.0699167313968676
6,-386.04030232987606,0.007317275311513218,-2.6496080623867138
7,-384.27103558707796,0.006695248772149648,-2.341995276148268
8,-384.70881710103595,0.006047062455074849,-2.210945848259835
9,-386.9548913539855,0.005768106282634701,-1.905336043360407
10,-385.7048114326095,0.007243394554218796,-2.614809206006646
11,-385.0080851701916,0.006968878346660583,-2.3372087388854643
12,-386.93792535011886,0.007715892299617659,-2.532464649529748
13,-386.36002425059553,0.0076798451227159704,-2.703924180637245
14,-384.56855983629634,0.006733018795129036,-2.4217309410848458
15,-384.4451708081599,0.006159305296859668,-2.219980230243544
16,-384.2584874548495,0.006649215998570244,-2.344080806957585
17,-384.7305958324337,0.007107790402339,-2.4768129939294727
18,-386.7564355944574,0.00788818502520106,-2.6832178999589695
19,-385.11760077995126,0.006659939854436865,-2.218839832719897
20,-384.4585509432062,0.006159839474310208,-2.2233392155256944
21,-385.4637753088179,0.0057509017216526865,-1.9901782283945542
22,-386.26773920752595,0.005819329967130502,-1.9471741694917717
23,-385.86958618364554,0.006621278120122541,-2.483323192747145
24,-384.2459461686042,0.006489111667176039,-2.2634087507857714
25,-384.64765037831916,0.006705464458794563,-2.4242369937065997
26,-384.6242824866521,0.006935656185049826,-2.3674260650888095
27,-387.1115647838109,0.007609182482103964,-2.7574395257895503
28,-384.5275081876639,0.006499497037320612,-2.2185570430262356
29,-384.95945776670345,0.006268553641075293,-2.1197906465166034
30,-387.5913733371636,0.00560386981464533,-2.20808194607906
31,-386.7423920420469,0.0052168293939388695,-1.9460431137798488
32,-385.64587179547084,0.00616967357445199,-2.3312286050745192
33,-385.44923561486047,0.006891015838055529,-2.2756253412566183
34,-387.3711462588665,0.00533452831400274,-1.82176284483098
35,-386.91916224147946,0.007817088106057957,-2.7578647935849916
36,-384.3931443722665,0.006849369283744085,-2.400016654247846
37,-391.09914526515246,0.004641174331582827,-1.6029504004663724
38,-384.5386900286472,0.006980895889749023,-2.422023607240266
39,-387.2137678785835,0.006672588003961257,-2.554301546790484
40,-387.4587812855416,0.008047174163191404,-2.7882786632114023
41,-386.7805024492524,0.00673813550979476,-2.1611748087636093
42,-384.3932614557275,0.006229200422183137,-2.175473045313605
43,-384.45961779955877,0.006089305094217506,-2.175644304365886
44,-384.57220551978713,0.006201360188768628,-2.1418394242349286
45,-384.4362523834507,0.006866069839408222,-2.3720414599765554
46,-384.62723858082495,0.005964968753166667,-2.128966944125918
47,-384.48950667371986,0.006644871765265423,-2.268763316232931
48,-384.87725505959736,0.007061664345295598,-2.3920675830741973
49,-384.67468625748523,0.007077451513953836,-2.4588148134733805
50,-384.934915109114,0.005796909211176192,-2.0768536695992275
51,-384.5196706290816,0.006905627162083521,-2.3721275323621414
52,-390.12431962677044,0.00833649027594116,-2.6639683890365164
53,-387.88674558043726,0.006472122377614825,-2.5192894478544523
54,-386.1870504361643,0.005627955774828511,-1.9223961047854983
55,-387.3237074332568,0.005322537845587171,-2.0694792048946344
56,-385.2758986719423,0.005651014988706452,-2.0307594324375895
57,-385.77792705899407,0.007176694036442819,-2.6089492663602156
58,-384.60631289639747,0.00615981561384451,-2.2474323767149076
59,-384.3309012354035,0.006652371566404559,-2.296820044586965
60,-386.0528483587456,0.007589829963658494,-2.6718562707798097
61,-387.2724079605148,0.00617129799839924,-1.9834795261954665
62,-384.53851042642475,0.00692844120073187,-2.445838374556788
63,-384.40287170379656,0.006342930583273413,-2.2904524268074002
64,-384.5275081876639,0.006499497037320612,-2.2185570430262356
65,-385.47810838450937,0.0056598763722684005,-1.9853241713784953
66,-385.4786651085319,0.006461420749160444,-2.1377760218099415
67,-385.97245461550324,0.00545211420443365,-2.027927417040929
68,-384.72626423203053,0.00686830838984011,-2.4668021932629562
69,-384.6843220005536,0.006403163012833225,-2.176222007878121
70,-384.8442931621686,0.0058538540095418035,-2.0804093253267526
71,-385.28077695711096,0.007328763612846687,-2.48391139865459
72,-385.1532095235685,0.005774102868801232,-2.12744335568138
73,-385.11487831336916,0.007314315480389967,-2.5282249425876993
74,-384.5401608377455,0.006493996243911723,-2.2155752168085088
75,-384.8736803071097,0.006259194696270338,-2.124261724532576
76,-386.790652561019,0.005247858201601112,-1.8664962882439542
77,-386.6069550580342,0.0076753235836740435,-2.536952136407535
78,-386.5070834312384,0.006401115690636292,-2.4470743649364946
79,-385.6718759286486,0.005585454881813269,-2.080246118038395
80,-386.09121342719277,0.006743319223162954,-2.5272461712572736
81,-385.74828344456307,0.005881471193333231,-2.2292433588863907
82,-384.31883553600034,0.006310638761702553,-2.2043514723527706
83,-385.228082331731,0.006854837289154911,-2.2771110764584854
84,-384.33270034263205,0.006441349753763278,-2.229350635481512
85,-388.2188132593312,0.006283626232728646,-1.9812599623626772
86,-385.2205539758001,0.007334395785169,-2.500530595887753
87,-384.63797205440534,0.006766179311978704,-2.294719290731394
88,-384.50962922237915,0.006960150672987547,-2.42394802470445
89,-386.5726495197126,0.00783004902178682,-2.657592345667499
90,-386.0184195246437,0.0076379639969394505,-2.6576266333416982
91,-384.9130412385595,0.006259705940996482,-2.314969133269664
92,-386.3108114134899,0.005317085436001846,-1.9586475207067942
93,-384.9208658860952,0.007170917048257071,-2.4463151930440388
94,-386.0596591528195,0.005396304148998317,-1.9914058489748023
95,-385.5194862416349,0.006984140401892865,-2.305121225359632
96,-384.6239310488938,0.00704370755359295,-2.443807344280426
97,-384.2769080260401,0.006457183745318062,-2.2454897752750127
98,-384.8566952755507,0.00628991321009831,-2.1329110491938965
99,-385.4190526446358,0.006682845794772761,-2.4760521575825227
100,-384.47124698338376,0.006136699922201524,-2.150008028061269
101,-384.934915109114,0.005796909211176192,-2.0768536695992275
102,-386.2702859744088,0.006403474817021759,-2.083479275579617
103,-388.94401351759427,0.006745390903300865,-2.6313686404405345
104,-384.31217304732024,0.006735538507133877,-2.340149607891175
105,-388.70069569596876,0.007514880806729365,-2.8122138628803315
106,-384.58587335090243,0.006748698844534793,-2.4271554059509066
107,-386.6864903146467,0.0068231266191090155,-2.1919601236238098
108,-384.8086819355242,0.005878028021730239,-2.084092196763037
109,-388.5425557785399,0.006108503769157719,-1.9263339921210254
110,-386.42300306505894,0.006888575215692125,-2.2246419490736393
111,-385.0603763705624,0.006845463255135098,-2.285801745394558
