area,date,exposure_ms,flow_rate,intensity,mean_bg,rbs,survival,rescaled_intensity
12.5952,20170525,25,0.01,186444.54693490308,100546.28576158133,sd1,False,343593.044693287
6.7584,20170525,25,0.01,168043.1974249113,100546.28576158133,sd1,True,269987.64665331994
6.5792,20170525,25,0.01,194398.0714003656,102667.32174965867,sd1,False,366922.99860282766
6.5792,20170525,25,0.01,194398.0714003656,102667.32174965867,sd1,False,366922.99860282766
6.5792,20170525,25,0.01,194398.0714003656,102667.32174965867,sd1,False,366922.99860282766
6.5792,20170525,25,0.01,194398.0714003656,102667.32174965867,sd1,False,366922.99860282766
5.6064,20170525,25,0.01,175155.35070712725,102667.32174965867,sd1,True,289952.1158298743
18.3296,20170525,25,0.01,183774.72889784683,91015.5427884532,sd1,True,371036.7444375745
4.6080000000000005,20170525,25,0.01,185499.68074098503,91015.5427884532,sd1,True,377936.55181012733
5.7088,20170525,25,0.01,151223.41294065386,91015.5427884532,sd1,True,240831.48060880264
10.6752,20170525,25,0.01,200119.9550208586,106504.45398462783,sd1,False,374462.004144923
7.4239999999999995,20170525,25,0.01,213437.09424512656,106504.45398462783,sd1,False,427730.5610419949
7.4239999999999995,20170525,25,0.01,213437.09424512656,106504.45398462783,sd1,True,427730.5610419949
5.4784000000000015,20170525,25,0.01,184470.3294275133,101078.35109942852,sd1,False,333567.9133123391
6.1184,20170525,25,0.01,173635.1836884342,101078.35109942852,sd1,False,290227.3303560227
6.1184,20170525,25,0.01,173635.1836884342,101078.35109942852,sd1,False,290227.3303560227
6.1184,20170525,25,0.01,173635.1836884342,101078.35109942852,sd1,False,290227.3303560227
6.5536,20170525,25,0.01,186835.86074701988,101078.35109942852,sd1,False,343030.03859036544
6.4256,20170525,25,0.01,181330.21329838733,101078.35109942852,sd1,True,321007.44879583525
8.064,20170525,25,0.01,177794.58260669725,101078.35109942852,sd1,True,306864.92602907494
6.5536,20170525,25,0.01,186835.86074701988,101078.35109942852,sd1,True,343030.03859036544
6.5536,20170525,25,0.01,186835.86074701988,101078.35109942852,sd1,True,343030.03859036544
6.1184,20170525,25,0.01,165088.20869650051,99591.7656089408,sd1,False,261985.77235023887
6.1184,20170525,25,0.01,165088.20869650051,99591.7656089408,sd1,False,261985.77235023887
6.8608,20170525,25,0.01,161040.69707517733,99493.7785341718,sd1,False,246187.67416402214
5.0688,20170525,25,0.01,182181.7684145511,99493.7785341718,sd1,False,330751.9595215172
5.0688,20170525,25,0.01,182181.7684145511,99493.7785341718,sd1,False,330751.9595215172
5.8112,20170525,25,0.01,146251.6292189694,91868.04636157204,sd1,False,217534.33142958945
5.888,20170525,25,0.01,188250.98995124927,91868.04636157204,sd1,False,385531.77435870894
5.3504000000000005,20170525,25,0.01,158507.4926251178,91868.04636157204,sd1,True,266557.78505418304
5.888,20170525,25,0.01,188250.98995124927,91868.04636157204,sd1,True,385531.77435870894
5.888,20170525,25,0.01,188250.98995124927,91868.04636157204,sd1,True,385531.77435870894
7.552,20170503,50,0.2,212265.52681994528,136945.12292833786,sd2,True,150640.80778321484
4.4544000000000015,20170503,50,0.2,202594.00549316913,141697.0649085198,sd2,True,121793.88116929866
9.5488,20170503,50,0.2,228471.92226039185,141697.0649085198,sd2,True,173549.7147037441
5.3248000000000015,20170503,50,0.2,230736.86612667504,141466.84849627258,sd2,False,178540.03526080493
6.912000000000001,20170503,50,0.2,221924.1072554724,135147.84467996028,sd2,True,173552.52515102422
7.8336000000000015,20170503,50,0.2,198931.11340446878,133474.10417700294,sd2,True,130914.01845493168
7.8336000000000015,20170503,50,0.2,198931.11340446878,133474.10417700294,sd2,True,130914.01845493168
2.2272000000000003,20170503,50,0.2,162332.00889364714,128552.67912273244,sd2,True,67558.6595418294
2.2272000000000003,20170503,50,0.2,162332.00889364714,128552.67912273244,sd2,True,67558.6595418294
19.3792,20170503,50,0.2,209911.57780518767,131726.62258805646,sd2,True,156369.91043426242
19.3792,20170503,50,0.2,209911.57780518767,131726.62258805646,sd2,True,156369.91043426242
19.3792,20170503,50,0.2,209911.57780518767,131726.62258805646,sd2,True,156369.91043426242
5.9904,20170503,50,0.2,239923.83789534032,131726.62258805646,sd2,True,216394.4306145677
7.3472,20170503,50,0.2,230107.0257632825,131726.62258805646,sd2,True,196760.80635045207
7.3472,20170503,50,0.2,230107.0257632825,131726.62258805646,sd2,True,196760.80635045207
9.7024,20170503,50,0.2,246634.2887024704,131726.62258805646,sd2,True,229815.33222882787
9.7024,20170503,50,0.2,246634.2887024704,131726.62258805646,sd2,True,229815.33222882787
6.784000000000002,20170503,50,0.2,189626.11414882648,131726.62258805646,sd2,True,115798.98312154005
4.7360000000000015,20170503,50,0.2,220736.42457926023,141029.65743716134,sd2,True,159413.53428419778
6.1696,20170503,50,0.2,238153.8489716903,141029.65743716134,sd2,True,194248.38306905795
6.7328,20170503,50,0.2,182562.7857279691,136346.01772786258,sd2,False,92433.53600021306
6.7328,20170503,50,0.2,182562.7857279691,136346.01772786258,sd2,False,92433.53600021306
8.9856,20170503,50,0.2,227495.64281162352,133872.46816739516,sd2,False,187246.34928845672
6.7584,20170503,50,0.2,200088.08601888828,133872.46816739516,sd2,False,132431.23570298625
8.9856,20170503,50,0.2,227495.64281162352,133872.46816739516,sd2,True,187246.34928845672
17.817600000000006,20170503,50,0.2,221679.32643170306,133872.46816739516,sd2,True,175613.7165286158
17.817600000000006,20170503,50,0.2,221679.32643170306,133872.46816739516,sd2,True,175613.7165286158
6.5792,20170503,50,0.2,223536.90208180953,133872.46816739516,sd2,True,179328.86782882878
8.2432,20170503,50,0.2,213553.23425253163,130576.62422282365,sd2,False,165953.22005941597
8.2432,20170503,50,0.2,213553.23425253163,130576.62422282365,sd2,False,165953.22005941597
9.7536,20170503,50,0.2,226878.80111217004,135470.02274852048,sd2,False,182817.55672729912
5.8368,20170503,50,0.2,227778.44636446328,137043.46251468456,sd2,False,181469.96769955743
9.984,20170503,50,0.2,244670.2529077741,137043.46251468456,sd2,False,215253.58078617905
6.0928,20170503,50,0.2,237131.74321840785,137043.46251468456,sd2,False,200176.56140744657
5.8368,20170503,50,0.2,227778.44636446328,137043.46251468456,sd2,True,181469.96769955743
9.984,20170503,50,0.2,244670.2529077741,137043.46251468456,sd2,True,215253.58078617905
5.8368,20170503,50,0.2,227778.44636446328,137043.46251468456,sd2,True,181469.96769955743
3.2512000000000003,20170502,50,0.02,180078.86335037593,118979.9403402778,sd2,False,122197.84602019627
2.1248,20170502,50,0.02,182908.2958669902,118979.9403402778,sd2,False,127856.7110534248
2.1248,20170502,50,0.02,182908.2958669902,118979.9403402778,sd2,False,127856.7110534248
3.2512000000000003,20170502,50,0.02,180078.86335037593,118979.9403402778,sd2,True,122197.84602019627
2.1248,20170502,50,0.02,182908.2958669902,118979.9403402778,sd2,True,127856.7110534248
1.9712,20170502,50,0.02,222382.38958396766,118979.9403402778,sd2,True,206804.8984873797
1.9712,20170502,50,0.02,222382.38958396766,118979.9403402778,sd2,True,206804.8984873797
1.9712,20170502,50,0.02,222382.38958396766,118979.9403402778,sd2,True,206804.8984873797
2.1248,20170502,50,0.02,182908.2958669902,118979.9403402778,sd2,True,127856.7110534248
5.7344,20170502,50,0.02,222043.35146270363,118979.9403402778,sd2,True,206126.82224485168
6.6048,20170502,50,0.02,254643.93977630025,134637.18621705307,sd2,True,240013.50711849437
5.0688,20170502,50,0.02,227454.7347755232,134637.18621705307,sd2,True,185635.09711694025
5.0688,20170502,50,0.02,227454.7347755232,134637.18621705307,sd2,True,185635.09711694025
3.84,20170502,50,0.02,232342.99855898233,120902.96326673414,sd2,False,222880.0705844964
15.6672,20170502,50,0.02,189579.32992884345,120902.96326673414,sd2,True,137352.73332421863
22.9888,20170502,50,0.02,232348.93761961,119911.0824945016,sd2,True,224875.71025021677
5.2992,20170502,50,0.02,253846.0236539633,130088.42573079964,sd2,False,247515.1958463273
15.488,20170502,50,0.02,242268.0599033284,130088.42573079964,sd2,False,224359.26834505753
6.1184,20170502,50,0.02,219691.2491787045,130088.42573079964,sd2,False,179205.64689580968
6.1184,20170502,50,0.02,219691.2491787045,130088.42573079964,sd2,True,179205.64689580968
6.1184,20170502,50,0.02,219691.2491787045,130088.42573079964,sd2,True,179205.64689580968
6.6816,20170502,50,0.02,185279.60609802185,123649.25015306089,sd2,False,123260.7118899219
6.6816,20170502,50,0.02,185279.60609802185,123649.25015306089,sd2,False,123260.7118899219
6.2976,20170502,50,0.02,222529.2982470484,123649.25015306089,sd2,False,197760.09618797502
4.9664,20170502,50,0.02,236536.3145502295,123649.25015306089,sd2,True,225774.12879433722
4.9664,20170502,50,0.02,236536.3145502295,123649.25015306089,sd2,True,225774.12879433722
7.8592,20170502,50,0.02,210202.70281902602,126363.50781255447,sd2,False,167678.3900129431
5.888,20170502,50,0.02,221617.07653393454,126363.50781255447,sd2,True,190507.13744276014
5.888,20170502,50,0.02,221617.07653393454,126363.50781255447,sd2,True,190507.13744276014
7.8592,20170502,50,0.02,210202.70281902602,126363.50781255447,sd2,True,167678.3900129431
7.6800000000000015,20170502,50,0.02,212125.8138803565,126363.50781255447,sd2,True,171524.61213560405
11.7504,20170502,50,0.02,234290.3066959455,118651.59824631587,sd2,False,231277.4168992593
7.6032,20170502,50,0.02,204559.12427702,118651.59824631587,sd2,False,171815.05206140823
7.065600000000001,20170502,50,0.02,178125.9997873038,118651.59824631587,sd2,True,118948.80308197584
6.8608,20170502,50,0.02,217804.9461232072,118651.59824631587,sd2,True,198306.69575378264
6.8608,20170502,50,0.02,217804.9461232072,118651.59824631587,sd2,True,198306.69575378264
11.7504,20170502,50,0.02,234290.3066959455,118651.59824631587,sd2,True,231277.4168992593
5.3504000000000005,20170502,50,0.02,234177.7099535204,124723.0623787543,sd2,False,218909.29514953218
5.3248000000000015,20170502,50,0.02,234958.19228438265,129830.71714859467,sd2,False,210254.95027157594
4.4544000000000015,20170502,50,0.02,281436.6577241645,129830.71714859467,sd2,True,303211.8811511396
5.6576,20170502,50,0.02,222044.4990776504,127064.74416198443,sd2,False,189959.50983133193
6.9376000000000015,20170502,50,0.02,224710.45692237554,127064.74416198443,sd2,False,195291.4255207822
6.9376000000000015,20170502,50,0.02,224710.45692237554,127064.74416198443,sd2,False,195291.4255207822
9.216,20170502,50,0.02,219303.23195696532,124132.72172725292,sd2,False,190341.0204594248
22.1184,20170502,50,0.02,229809.9326144477,124132.72172725292,sd2,False,211354.42177438957
22.1184,20170502,50,0.02,229809.9326144477,124132.72172725292,sd2,False,211354.42177438957
6.2464,20170502,50,0.02,214187.9814458361,124132.72172725292,sd2,False,180110.51943716637
8.0896,20170502,50,0.02,203626.95391275504,124132.72172725292,sd2,False,158988.46437100423
6.3232,20170502,50,0.02,243079.73612784446,124132.72172725292,sd2,False,237894.02880118307
15.3856,20170502,50,0.02,240080.69534046645,124132.72172725292,sd2,False,231895.94722642706
15.3856,20170502,50,0.02,240080.69534046645,124132.72172725292,sd2,False,231895.94722642706
15.3856,20170502,50,0.02,240080.69534046645,124132.72172725292,sd2,False,231895.94722642706
6.0672000000000015,20170502,50,0.02,217783.00327145087,124132.72172725292,sd2,False,187300.5630883959
8.4992,20170502,50,0.02,247908.4263264839,124132.72172725292,sd2,False,247551.40919846194
8.4992,20170502,50,0.02,247908.4263264839,124132.72172725292,sd2,False,247551.40919846194
4.0192000000000005,20170502,50,0.02,200726.5408260682,124132.72172725292,sd2,False,153187.63819763056
6.630400000000002,20170502,50,0.02,186739.13845995266,124132.72172725292,sd2,False,125212.83346539948
7.500800000000001,20170502,50,0.02,246238.7347756407,124132.72172725292,sd2,False,244212.02609677557
6.2464,20170502,50,0.02,214187.9814458361,124132.72172725292,sd2,True,180110.51943716637
8.0896,20170502,50,0.02,203626.95391275504,124132.72172725292,sd2,True,158988.46437100423
6.3232,20170502,50,0.02,243079.73612784446,124132.72172725292,sd2,True,237894.02880118307
7.808000000000002,20170502,50,0.02,207070.3577247263,124132.72172725292,sd2,True,165875.27199494673
15.3856,20170502,50,0.02,240080.69534046645,124132.72172725292,sd2,True,231895.94722642706
5.2736,20170502,50,0.02,234676.02691326663,124132.72172725292,sd2,True,221086.6103720274
9.7536,20170502,50,0.02,238540.1418152373,124132.72172725292,sd2,True,228814.84017596874
9.7536,20170502,50,0.02,238540.1418152373,124132.72172725292,sd2,True,228814.84017596874
4.0192000000000005,20170502,50,0.02,205369.57865547415,124132.72172725292,sd2,True,162473.71385644245
6.630400000000002,20170502,50,0.02,186739.13845995266,124132.72172725292,sd2,True,125212.83346539948
6.8864,20170502,50,0.02,185559.6982005013,124132.72172725292,sd2,True,122853.95294649675
6.8864,20170502,50,0.02,185559.6982005013,124132.72172725292,sd2,True,122853.95294649675
9.216,20170502,50,0.02,219303.23195696532,124132.72172725292,sd2,True,190341.0204594248
9.2672,20170502,50,0.02,244080.044331052,124132.72172725292,sd2,True,239894.64520759814
9.2672,20170502,50,0.02,244080.044331052,124132.72172725292,sd2,True,239894.64520759814
7.500800000000001,20170502,50,0.02,246238.7347756407,124132.72172725292,sd2,True,244212.02609677557
4.2496,20170502,50,0.02,233194.06573304872,121427.45540157285,sd2,False,223533.22066295173
10.8288,20170502,50,0.02,217426.912476391,121427.45540157285,sd2,True,191998.91414963632
4.6848,20170502,50,0.02,229290.09438900702,121427.45540157285,sd2,True,215725.27797486834
4.6848,20170502,50,0.02,229290.09438900702,121427.45540157285,sd2,True,215725.27797486834
13.184,20170502,50,0.02,214717.06616280985,120092.79594309784,sd2,False,189248.54043942402
3.4048000000000003,20170502,50,0.02,203086.15696782203,120092.79594309784,sd2,False,165986.72204944838
3.4048000000000003,20170502,50,0.02,203086.15696782203,120092.79594309784,sd2,False,165986.72204944838
13.184,20170502,50,0.02,214717.06616280985,120092.79594309784,sd2,True,189248.54043942402
16.64,20170502,50,0.02,215015.70775180886,119811.94199250752,sd2,True,190407.53151860266
16.64,20170502,50,0.02,215015.70775180886,119811.94199250752,sd2,True,190407.53151860266
7.808000000000002,20170502,50,0.02,194301.18300968374,119811.94199250752,sd2,True,148978.48203435243
7.808000000000002,20170502,50,0.02,194301.18300968374,119811.94199250752,sd2,True,148978.48203435243
6.7072,20170502,50,0.02,270871.64462712203,133809.63182665376,sd2,False,274124.02560093655
6.7072,20170502,50,0.02,270871.64462712203,133809.63182665376,sd2,False,274124.02560093655
29.3376,20170502,50,0.02,244214.67679841013,133809.63182665376,sd2,False,220810.08994351275
5.6320000000000014,20170502,50,0.02,239937.21988979558,133809.63182665376,sd2,False,212255.17612628368
13.44,20170502,50,0.02,226356.5721222002,133809.63182665376,sd2,False,185093.88059109286
6.8864,20170502,50,0.02,231398.03669097426,133809.63182665376,sd2,False,195176.80972864098
6.5792,20170502,50,0.02,289246.0899084725,133809.63182665376,sd2,False,310872.9161636375
8.1152,20170502,50,0.02,266600.6341599297,133809.63182665376,sd2,False,265582.0046665519
9.344,20170502,50,0.02,221608.43237879,133809.63182665376,sd2,False,175597.60110427244
12.1088,20170502,50,0.02,259448.803623556,133809.63182665376,sd2,False,251278.34359380451
7.1936,20170502,50,0.02,246561.29278563862,133809.63182665376,sd2,True,225503.32191796973
7.1936,20170502,50,0.02,246561.29278563862,133809.63182665376,sd2,True,225503.32191796973
9.8304,20170502,50,0.02,231268.5101078949,133809.63182665376,sd2,True,194917.75656248227
9.8304,20170502,50,0.02,231268.5101078949,133809.63182665376,sd2,True,194917.75656248227
8.1152,20170502,50,0.02,266600.6341599297,133809.63182665376,sd2,True,265582.0046665519
4.9408,20170502,50,0.02,230378.03597714734,133809.63182665376,sd2,True,193136.80830098718
13.44,20170502,50,0.02,226356.5721222002,133809.63182665376,sd2,True,185093.88059109286
13.44,20170502,50,0.02,226356.5721222002,133809.63182665376,sd2,True,185093.88059109286
7.5264000000000015,20170502,50,0.02,253265.58648231663,133809.63182665376,sd2,True,238911.90931132578
7.5264000000000015,20170502,50,0.02,253265.58648231663,133809.63182665376,sd2,True,238911.90931132578
3.7632,20170502,50,0.02,237805.3913643252,133809.63182665376,sd2,True,207991.51907534286
5.2736,20170502,50,0.02,246508.97184100086,133809.63182665376,sd2,True,225398.6800286942
9.344,20170502,50,0.02,221608.43237879,133809.63182665376,sd2,True,175597.60110427244
7.8848,20170502,50,0.02,222736.89637408065,133809.63182665376,sd2,True,177854.5290948538
7.8848,20170502,50,0.02,222736.89637408065,133809.63182665376,sd2,True,177854.5290948538
29.3376,20170502,50,0.02,244214.67679841013,133809.63182665376,sd2,True,220810.08994351275
29.3376,20170502,50,0.02,244214.67679841013,133809.63182665376,sd2,True,220810.08994351275
12.1088,20170502,50,0.02,259448.803623556,133809.63182665376,sd2,True,251278.34359380451
12.1088,20170502,50,0.02,259448.803623556,133809.63182665376,sd2,True,251278.34359380451
12.1088,20170502,50,0.02,259448.803623556,133809.63182665376,sd2,True,251278.34359380451
6.5792,20170502,50,0.02,289246.0899084725,133809.63182665376,sd2,True,310872.9161636375
26.1632,20170502,50,0.02,258072.4307605032,133809.63182665376,sd2,True,248525.5978676989
26.1632,20170502,50,0.02,258072.4307605032,133809.63182665376,sd2,True,248525.5978676989
26.1632,20170502,50,0.02,258072.4307605032,133809.63182665376,sd2,True,248525.5978676989
6.8864,20170502,50,0.02,231398.03669097426,133809.63182665376,sd2,True,195176.80972864098
6.8352,20170502,50,0.02,185823.9182659568,120370.55359077519,sd2,False,130906.72935036322
8.7552,20170502,50,0.02,234902.59593154961,120370.55359077519,sd2,False,229064.08468154885
6.4256,20170502,50,0.02,229030.65584761678,137643.0087225226,sd2,False,182775.2942501884
9.344,20170502,50,0.02,260982.28420178965,137643.0087225226,sd2,False,246678.55095853412
3.8656,20170502,50,0.02,241016.7428454546,137643.0087225226,sd2,False,206747.46824586403
14.208,20170502,50,0.02,249705.22900444566,137643.0087225226,sd2,True,224124.44056384615
3.8656,20170502,50,0.02,241016.7428454546,137643.0087225226,sd2,True,206747.46824586403
5.12,20170502,50,0.02,213218.86063189726,119924.37502781885,sd2,False,186588.97120815684
5.12,20170502,50,0.02,213218.86063189726,119924.37502781885,sd2,False,186588.97120815684
5.12,20170502,50,0.02,213218.86063189726,119924.37502781885,sd2,False,186588.97120815684
3.5072,20170502,50,0.02,214059.76230637988,119924.37502781885,sd2,True,188270.77455712206
9.9584,20170502,50,0.02,186440.1457399458,120080.15985681856,sd2,False,132719.97176625446
23.808000000000003,20170502,50,0.02,236388.97811304536,120080.15985681856,sd2,True,232617.63651245358
9.9584,20170502,50,0.02,186440.1457399458,120080.15985681856,sd2,True,132719.97176625446
9.9584,20170502,50,0.02,186440.1457399458,120080.15985681856,sd2,True,132719.97176625446
10.0352,20170316,100,1.0,251541.3191574041,209728.64902730595,sd6,False,41812.67013009815
13.6704,20170316,100,1.0,254348.15137053406,209728.64902730595,sd6,False,44619.502343228116
9.6,20170316,100,1.0,245684.2262940194,209728.64902730595,sd6,False,35955.57726671346
8.2944,20170316,100,1.0,244692.5482615368,209728.64902730595,sd6,False,34963.89923423086
6.8608,20170316,100,1.0,249636.6144028068,209728.64902730595,sd6,False,39907.96537550085
7.7568,20170316,100,1.0,238615.40470683036,209728.64902730595,sd6,False,28886.755679524416
9.1904,20170316,100,1.0,231440.24331069738,207238.5221047892,sd6,False,24201.72120590816
9.7024,20170316,100,1.0,252892.07674960114,207238.5221047892,sd6,False,45653.55464481193
6.8096000000000005,20170316,100,1.0,242562.0867770633,207238.5221047892,sd6,False,35323.56467227408
8.4992,20170316,100,1.0,263879.84085043264,207238.5221047892,sd6,False,56641.318745643424
15.5136,20170316,100,1.0,256836.32405033067,207238.5221047892,sd6,False,49597.80194554146
7.8336000000000015,20170316,100,1.0,238022.5744747989,207238.5221047892,sd6,False,30784.052370009682
7.065600000000001,20170316,100,1.0,246402.7524933048,207238.5221047892,sd6,False,39164.2303885156
10.5728,20170316,100,1.0,231427.99909547644,204517.08625331728,sd6,False,26910.91284215916
9.7024,20170316,100,1.0,236933.95357290388,204517.08625331728,sd6,False,32416.8673195866
6.016,20170316,100,1.0,242098.0481548568,204517.08625331728,sd6,False,37580.96190153953
13.5936,20170316,100,1.0,246444.83170379238,204517.08625331728,sd6,False,41927.74545047511
7.6800000000000015,20170316,100,1.0,237297.67948748148,204517.08625331728,sd6,False,32780.593234164204
2.944,20170316,100,1.0,284372.6101376913,204517.08625331728,sd6,False,79855.52388437404
9.5744,20170316,100,1.0,243317.69319567448,204517.08625331728,sd6,False,38800.606942357204
15.308800000000002,20170316,100,1.0,250018.7239714379,204517.08625331728,sd6,False,45501.63771812062
12.1856,20170316,100,1.0,263945.0234527535,204517.08625331728,sd6,False,59427.937199436215
5.5296,20170316,100,1.0,242700.7013234545,204517.08625331728,sd6,False,38183.615070137224
7.7824,20170316,100,1.0,248032.57339262968,204517.08625331728,sd6,False,43515.487139312405
6.195200000000002,20170316,100,1.0,241189.94172554306,204517.08625331728,sd6,False,36672.85547222578
6.195200000000002,20170316,100,1.0,239420.61867669164,205527.17353954015,sd6,False,33893.44513715149
6.016,20170316,100,1.0,247541.89273748087,205527.17353954015,sd6,False,42014.71919794072
5.7088,20170316,100,1.0,236010.11773051065,205527.17353954015,sd6,False,30482.944190970506
11.776,20170316,100,1.0,253322.4407664298,205527.17353954015,sd6,False,47795.26722688964
5.4016,20170316,100,1.0,237694.77618373308,205527.17353954015,sd6,False,32167.60264419293
6.9376000000000015,20170316,100,1.0,246288.1922196018,205527.17353954015,sd6,False,40761.01868006165
12.4928,20170316,100,1.0,260270.8022300877,205527.17353954015,sd6,False,54743.62869054754
11.4432,20170316,100,1.0,254617.07026626897,205527.17353954015,sd6,False,49089.896726728824
12.3392,20170316,100,1.0,244568.41885585876,205527.17353954015,sd6,False,39041.245316318615
6.9376000000000015,20170316,100,1.0,250269.85889905985,205527.17353954015,sd6,False,44742.6853595197
13.7216,20170316,100,1.0,253905.45835609263,205527.17353954015,sd6,False,48378.28481655248
7.552,20170316,100,1.0,237795.5184055529,205527.17353954015,sd6,False,32268.344866012743
20.8128,20170316,100,1.0,258555.18661365763,205527.17353954015,sd6,False,53028.01307411748
12.16,20170316,100,1.0,234669.81289147428,208091.2811397512,sd6,False,26578.531751723083
7.1424,20170316,100,1.0,236164.95381821948,208091.2811397512,sd6,False,28073.672678468283
12.415999999999999,20170316,100,1.0,250535.89348670907,208091.2811397512,sd6,False,42444.612346957874
14.131200000000002,20170316,100,1.0,256653.16218756378,208091.2811397512,sd6,False,48561.88104781258
6.0928,20170316,100,1.0,250491.3866068849,208091.2811397512,sd6,False,42400.10546713369
6.016,20170316,100,1.0,240919.8888707839,208091.2811397512,sd6,False,32828.60773103271
6.0672000000000015,20170316,100,1.0,230707.5211790881,205790.36840776476,sd6,False,24917.152771323337
8.192,20170316,100,1.0,242096.40520446823,205790.36840776476,sd6,False,36306.03679670347
7.936,20170316,100,1.0,258156.79405791807,205790.36840776476,sd6,False,52366.42565015331
5.6320000000000014,20170316,100,1.0,251136.77686486344,205790.36840776476,sd6,False,45346.408457098674
13.44,20170316,100,1.0,256226.5898255481,205790.36840776476,sd6,False,50436.22141778332
7.7312,20170316,100,1.0,251852.62147329285,205790.36840776476,sd6,False,46062.253065528086
6.8352,20170316,100,1.0,239898.73143698237,205790.36840776476,sd6,False,34108.36302921761
12.5696,20170316,100,1.0,255145.6405211409,205790.36840776476,sd6,False,49355.27211337612
6.3488000000000016,20170316,100,1.0,240351.64987165746,205790.36840776476,sd6,False,34561.281463892694
5.5552,20170316,100,1.0,250320.9955274559,209300.90259246185,sd6,False,41020.092934994056
5.9904,20170316,100,1.0,239832.8175139061,209300.90259246185,sd6,False,30531.91492144426
4.48,20170316,100,1.0,247759.10597067626,209300.90259246185,sd6,False,38458.20337821441
4.7616000000000005,20170316,100,1.0,243166.3089917061,209300.90259246185,sd6,False,33865.40639924424
6.6048,20170316,100,1.0,247075.3005636534,209300.90259246185,sd6,False,37774.39797119156
13.8752,20170316,100,1.0,256596.2735604116,209300.90259246185,sd6,False,47295.37096794974
8.3712,20170316,100,1.0,258303.20797601753,209300.90259246185,sd6,False,49002.30538355568
10.9056,20170316,100,1.0,259010.1160578004,209300.90259246185,sd6,False,49709.213465338544
5.7344,20170316,100,1.0,236821.48951920605,209300.90259246185,sd6,False,27520.586926744203
5.760000000000002,20170316,100,1.0,241229.3016105897,207551.61038765163,sd6,False,33677.69122293807
5.7088,20170316,100,1.0,255624.60172186745,207551.61038765163,sd6,False,48072.991334215825
6.1184,20170316,100,1.0,293270.3705836943,207551.61038765163,sd6,False,85718.76019604267
8.4224,20170316,100,1.0,257714.39577309362,207551.61038765163,sd6,False,50162.785385441995
8.4224,20170316,100,1.0,257714.39577309362,207551.61038765163,sd6,False,50162.785385441995
4.4544000000000015,20170316,100,1.0,266510.0406267902,207551.61038765163,sd6,False,58958.43023913857
