date,sd,exposure_ms,mean_bg,raw_intensity,sub_intensity,area
Jul19,sd0,25,58125.93683228069,129151.5625,71025.62566771932,3.8400000000000003
Jul19,sd0,25,58125.93683228069,127880.22374260356,69754.28691032287,4.3264000000000005
Jul19,sd0,25,58125.93683228069,130128.01054936305,72002.07371708236,8.038400000000001
Jul19,sd0,25,58125.93683228069,98862.49011075949,40736.5532784788,4.0448
Jul19,sd0,25,57966.60786290323,110248.91493055555,52282.30706765232,4.6080000000000005
Jul19,sd0,25,57966.60786290323,143991.65783898302,86025.0499760798,6.0416
Jul19,sd0,25,57966.60786290323,144839.40972222222,86872.80185931899,7.6032
Jul19,sd0,25,57276.03447011747,142273.37424089067,84997.3397707732,6.3232
Jul19,sd0,25,57276.03447011747,131967.6737882653,74691.63931814782,5.0176
Jul19,sd0,25,57276.03447011747,161273.4375,103997.40302988252,6.272
Jul19,sd0,25,57276.03447011747,161950.32837759814,104674.29390748066,11.084800000000001
Jul19,sd0,25,57276.03447011747,157756.65509259258,100480.62062247511,3.456
Jul19,sd0,25,57276.03447011747,106120.95424107142,48844.91977095395,5.7344
Jul19,sd0,25,57276.03447011747,90814.88539983844,33538.850929720975,15.846400000000001
Jul19,sd0,25,58587.315679047875,153750.84918478262,95163.53350573475,3.5328000000000004
Jul19,sd0,25,57753.329324669925,102427.94060559006,44674.61128092014,4.1216
Jul19,sd0,25,58715.94297711782,134728.93258426964,76012.98960715183,11.392000000000001
Jul19,sd0,25,58715.94297711782,143333.69377162628,84617.75079450847,7.3984000000000005
Jul19,sd0,25,58715.94297711782,194516.77288925438,135800.82991213657,11.6736
Jul19,sd0,25,58715.94297711782,127371.86039719626,68655.91742007845,5.478400000000001
Jul19,sd0,25,58551.52974573922,154263.42147435897,95711.89172861975,4.992
Jul19,sd0,25,58551.52974573922,143475.3239329268,84923.7941871876,10.496
Jul19,sd0,25,58551.52974573922,129023.11466942147,70471.58492368224,6.195200000000001
Jul19,sd0,25,58551.52974573922,98811.79378531073,40260.264039571506,4.5312
Jul19,sd0,25,57852.404591810206,158278.5912958115,100426.18670400129,4.889600000000001
Jul19,sd0,25,57852.404591810206,138808.2298136646,80955.8252218544,4.1216
Jul19,sd0,25,57852.404591810206,90516.94651741293,32664.541925602723,5.1456
Jul19,sd0,25,56757.027256140274,194730.3521455224,137973.32488938211,10.2912
Jul19,sd0,25,56757.027256140274,150537.33648255814,93780.30922641786,4.4032
Jul19,sd0,25,56757.027256140274,141125.95942982455,84368.93217368427,13.132800000000001
Jul19,sd0,25,56757.027256140274,101380.20833333333,44623.181077193054,7.1424
Jul19,sd0,25,56757.027256140274,195900.49775843878,139143.4705022985,12.134400000000001
Jul19,sd0,25,56757.027256140274,133625.7459170854,76868.71866094513,5.0944
Jul19,sd0,25,57604.27954325761,165000.90144230766,107396.62189905005,6.656000000000001
Jul19,sd0,25,57604.27954325761,115947.37293956043,58343.09339630282,6.9888
Jul19,sd0,25,57604.27954325761,117978.2824933687,60374.002950111084,9.651200000000001
Jul19,sd0,25,56515.75081104432,146200.4509228188,89684.70011177447,7.6288
Jul19,sd0,25,56515.75081104432,145287.4214127219,88771.67060167756,8.652800000000001
Jul19,sd0,25,56515.75081104432,129671.73793859649,73155.98712755216,8.7552
Jul19,sd0,25,57299.942515941715,174129.48004943502,116829.5375334933,9.0624
Jul19,sd0,25,57299.942515941715,202468.67097182077,145168.72845587906,17.7152
Jul19,sd0,25,57299.942515941715,132508.00304878046,75208.06053283875,5.248
Jul19,sd0,25,57299.942515941715,108731.3130403458,51431.37052440409,8.8832
Jul19,sd0,25,57299.942515941715,150932.54841549296,93632.60589955124,12.7232
Jul19,sd0,25,58074.52892598093,134592.92763157896,76518.39870559803,5.3504000000000005
Jul19,sd0,25,58074.52892598093,173627.97142094016,115553.44249495922,5.9904
Jul19,sd0,25,58074.52892598093,118622.99231843575,60548.46339245482,9.1648
Jul19,sd0,25,58254.76469489739,140798.06857638888,82543.30388149148,5.5296
Jul19,sd0,25,58254.76469489739,90937.89193143812,32683.127236540728,7.654400000000001
Jul19,sd0,25,58254.76469489739,133162.70968614717,74907.94499124977,5.913600000000001
Jul19,sd0,25,57518.49560790249,142443.414135514,84924.9185276115,8.217600000000001
Jul19,sd0,25,57518.49560790249,160269.9908088235,102751.495200921,8.704
Jul19,sd0,25,56705.755325479324,108974.73404255319,52268.978717073864,18.048000000000002
Jul19,sd0,25,56705.755325479324,138490.5462184874,81784.79089300809,15.232000000000001
Jul19,sd0,25,56705.755325479324,149835.16979768785,93129.41447220853,4.4288
Jul19,sd0,25,56705.755325479324,117504.62761324042,60798.87228776109,7.3472
Jul19,sd0,25,56705.755325479324,192398.37129237287,135692.61596689356,15.104000000000001
Jul19,sd0,25,56705.755325479324,98819.62435233161,42113.869026852284,4.9408
Jul19,sd0,25,56705.755325479324,189615.52868150687,132909.77335602755,3.7376
Jul19,sd0,25,58541.73501452598,155340.3871391076,96798.65212458163,9.7536
Jul19,sd0,25,58541.73501452598,131541.015625,72999.28061047403,6.144
Jul19,sd0,25,58541.73501452598,161189.0889830508,102647.35396852484,3.0208
Jul19,sd0,25,58541.73501452598,154329.13864715188,95787.40363262591,8.0896
Jul19,sd0,25,58541.73501452598,110316.93370841487,51775.198693888895,13.0816
Jul19,sd0,25,58541.73501452598,124768.56806506848,66226.83305054251,7.4752
Jul19,sd0,25,58541.73501452598,94968.66414835164,36426.929133825666,4.6592
Jul19,sd0,25,58541.73501452598,122722.48641304347,64180.751398517496,4.7104
Jul19,sd0,25,56914.50946298369,154264.94720319635,97350.43774021266,5.6064
Jul19,sd0,25,56914.50946298369,134547.8515625,77633.3420995163,5.12
Jul19,sd0,25,56914.50946298369,155526.8947557471,98612.38529276341,4.454400000000001
Jul19,sd0,25,56914.50946298369,189719.8042820069,132805.2948190232,7.3984000000000005
Jul19,sd0,25,56914.50946298369,109354.48232323231,52439.97286024862,5.0688
Jul19,sd0,25,57115.339798168614,173038.9968487395,115923.6570505709,6.0928
Jul19,sd0,25,57115.339798168614,181633.93725680932,124518.59745864071,6.5792
Jul19,sd0,25,57115.339798168614,139716.47135416666,82601.13155599804,6.144
Jul19,sd0,25,57115.339798168614,144137.21955128203,87021.87975311342,4.992
Jul19,sd0,25,57115.339798168614,142748.99938423646,85633.65958606785,5.1968000000000005
Jul19,sd0,25,57115.339798168614,118429.98798076923,61314.64818260062,4.6592
Jul19,sd0,25,57115.339798168614,118629.97159090909,61514.631792740474,4.224
Jul19,sd0,25,58065.29757244592,158804.60349462365,100739.30592217774,4.7616000000000005
Jul19,sd0,25,58065.29757244592,152014.64371980677,93949.34614736086,5.2992
Jul19,sd0,25,58065.29757244592,138990.09146341463,80924.79389096872,5.248
Jul19,sd0,25,58065.29757244592,118791.58266129032,60726.2850888444,6.348800000000001
Jul19,sd0,25,58065.29757244592,155746.740797546,97681.44322510008,8.345600000000001
Jul19,sd0,25,58065.29757244592,100158.0774853801,42092.77991293418,8.7552
Jul19,sd0,25,57139.699593327336,123743.48958333333,66603.78999000599,4.9152000000000005
Jul19,sd0,25,57139.699593327336,114881.88684834122,57742.18725501389,5.4016
Jul19,sd0,25,57139.699593327336,116617.65860552764,59477.95901220031,5.0944
Jul19,sd0,25,57139.699593327336,127845.43504901961,70705.73545569228,5.2224
Jul19,sd0,25,57139.699593327336,138826.34206431534,81686.64247098801,6.1696
Jul19,sd0,25,57139.699593327336,165188.3761682243,108048.67657489696,5.478400000000001
Jul19,sd0,25,57020.897287215535,107253.90624999999,50233.00896278445,5.632000000000001
Jul19,sd0,25,57020.897287215535,156742.68157114624,99721.7842839307,12.9536
Jul19,sd0,25,57020.897287215535,131367.88504464287,74346.98775742733,5.7344
Jul19,sd0,25,57020.897287215535,144469.4812192118,87448.58393199625,5.1968000000000005
Jul19,sd0,25,57020.897287215535,87092.14868012421,30071.251392908678,4.1216
Jul19,sd0,25,57020.897287215535,163842.49281609195,106821.59552887641,4.454400000000001
Jul19,sd0,25,56485.693242434136,100259.96179039302,43774.26854795888,5.8624
Jul19,sd0,25,56485.693242434136,140966.98835784313,84481.295115409,5.2224
Jul19,sd0,25,56485.693242434136,160389.75694444444,103904.0637020103,4.6080000000000005
Jul19,sd0,25,56485.693242434136,121099.89190251571,64614.19866008157,4.0704
Jul19,sd0,25,56485.693242434136,185173.41134937239,128687.71810693825,6.1184
Jul19,sd0,25,56485.693242434136,154809.18390287767,98323.49066044354,3.5584000000000002
Jul19,sd0,25,58173.54840784998,118555.83639705881,60382.28798920883,6.9632000000000005
Jul19,sd0,25,58173.54840784998,101952.27888086643,43778.730473016454,7.091200000000001
Jul19,sd0,25,58173.54840784998,167381.2603476821,109207.71193983214,3.8656
Jul19,sd0,25,58173.54840784998,116451.50687702265,58277.95846917267,7.9104
Jul19,sd0,25,58173.54840784998,95045.79741379309,36872.24900594311,5.1968000000000005
Jul19,sd0,25,57037.13225563721,150466.59647779478,93429.46422215758,16.7168
Jul19,sd0,25,57037.13225563721,156398.17316729322,99361.04091165602,6.8096000000000005
Jul19,sd0,25,57385.42928855807,156612.41941260744,99226.99012404936,8.9344
Jul19,sd0,25,57385.42928855807,123677.48503989361,66292.05575133555,4.8128
Jul19,sd0,25,55894.73884038367,139424.969176783,83530.23033639933,16.8704
Jul19,sd0,25,55894.73884038367,104673.44985177864,48778.711011394975,6.4768
Jul19,sd0,25,55894.73884038367,104628.75715648854,48734.01831610488,6.7072
Jul19,sd0,25,55894.73884038367,177471.37995049506,121576.64111011139,5.171200000000001
Jul19,sd0,25,55894.73884038367,116662.6658519553,60767.927011571635,4.5824
Jul19,sd0,25,55894.73884038367,109887.38364361701,53992.64480323334,7.219200000000001
Jul19,sd0,25,55894.73884038367,122749.89297945205,66855.15413906839,5.6064
Jul19,sd0,25,56178.977983096614,103397.19460227272,47218.216619176106,11.264000000000001
Jul19,sd0,25,56178.977983096614,124696.76598837208,68517.78800527546,5.5040000000000004
Jul19,sd0,25,56178.977983096614,133381.29496402878,77202.31698093217,7.1168000000000005
Jul19,sd0,25,56178.977983096614,128195.52951388889,72016.55153079228,5.5296
Jul19,sd0,25,56178.977983096614,184894.53125,128715.55326690339,5.632000000000001
Jul19,sd0,25,56178.977983096614,130476.61771201414,74297.63972891752,7.244800000000001
Jul19,sd0,25,56178.977983096614,96956.640625,40777.662641903386,5.12
Jul19,sd0,25,58439.45221466441,155398.53050595237,96959.07829128797,6.4512
Jul19,sd0,25,58439.45221466441,192805.75539568346,134366.30318101906,3.5584000000000002
Jul19,sd0,25,58439.45221466441,167039.97502561472,108600.52281095032,12.4928
Jul19,sd0,25,58439.45221466441,122736.46476337449,64297.01254871008,6.2208000000000006
Jul19,sd0,25,56620.76949927319,137187.77901785713,80567.00951858395,3.584
Jul19,sd0,25,58269.91809784875,139698.62827034883,81428.71017250008,4.4032
Jul19,sd0,25,56492.65091986515,145366.59346198157,88873.94254211642,11.1104
Jul19,sd0,25,56492.65091986515,130845.36567408376,74352.71475421861,9.779200000000001
Jul19,sd0,25,56492.65091986515,152141.88508064515,95649.23416078,3.968
Jul19,sd0,25,56492.65091986515,153215.898992891,96723.24807302584,5.4016
Jul19,sd0,25,56492.65091986515,147058.97955246913,90566.32863260398,4.1472
Jul19,sd0,25,57413.78989829436,103136.67550738006,45722.8856090857,6.937600000000001
Jul19,sd0,25,57413.78989829436,168223.52818080358,110809.73828250922,5.7344
Jul19,sd0,50,111090.52386322114,237464.71165458937,126374.18779136823,15.8976
Jul19,sd0,50,111090.52386322114,246372.11430180178,135281.59043858064,5.6832
Jul19,sd0,50,111090.52386322114,273792.0473421927,162701.52347897153,7.7056000000000004
Jul19,sd0,50,111090.52386322114,319769.84797297296,208679.32410975182,9.472000000000001
Jul19,sd0,50,111090.52386322114,244987.40146396396,133896.87760074282,14.208
Jul19,sd0,50,111165.86401519542,212490.36120129869,101324.49718610327,5.913600000000001
Jul19,sd0,50,111165.86401519542,314653.11089164787,203487.24687645247,11.3408
Jul19,sd0,50,111165.86401519542,278509.2542918455,167343.39027665008,5.9648
Jul19,sd0,50,111165.86401519542,250122.67380617975,138956.80979098432,4.5568
Jul19,sd0,50,111165.86401519542,227465.96827651514,116300.10426131972,10.1376
Jul19,sd0,50,111165.86401519542,242674.94877049178,131509.08475529635,7.808000000000001
Jul19,sd0,50,111165.86401519542,177694.25675675677,66528.39274156136,10.4192
Jul19,sd0,50,111165.86401519542,227501.5243902439,116335.66037504848,5.248
Jul19,sd0,50,111165.86401519542,198092.88194444444,86927.01792924902,14.976
Jul19,sd0,50,111165.86401519542,214626.15850760456,103460.29449240914,6.7328
Jul19,sd0,50,112786.29339291084,220901.02597891566,108114.73258600481,8.4992
Jul19,sd0,50,112786.29339291084,333306.6344637224,220520.34107081156,8.1152
Jul19,sd0,50,112786.29339291084,233550.12175324673,120763.82836033589,7.8848
Jul19,sd0,50,112786.29339291084,317685.3523406374,204899.05894772656,6.4256
Jul19,sd0,50,112786.29339291084,193240.42528195487,80454.13188904403,10.214400000000001
Jul19,sd0,50,115002.91196516361,226084.44148936166,111081.52952419805,6.016
Jul19,sd0,50,115002.91196516361,246936.8489583333,131933.93699316971,7.680000000000001
Jul19,sd0,50,115002.91196516361,246067.27013221153,131064.35816704792,5.324800000000001
Jul19,sd0,50,115002.91196516361,199058.41081267217,84055.49884750856,9.2928
Jul19,sd0,50,113734.4783612702,211505.08671016482,97770.60834889462,9.3184
Jul19,sd0,50,113734.4783612702,258087.64204545453,144353.1636841843,7.04
Jul19,sd0,50,113734.4783612702,345492.64090401784,231758.16254274762,5.7344
Jul19,sd0,50,113734.4783612702,234282.1097488038,120547.6313875336,5.3504000000000005
Jul19,sd0,50,113734.4783612702,252694.4459257679,138959.96756449773,15.001600000000002
Jul19,sd0,50,113734.4783612702,251937.0305793991,138202.55221812893,5.9648
Jul19,sd0,50,113734.4783612702,200217.84539473685,86483.36703346665,12.16
Jul19,sd0,50,114144.66841347312,230041.66666666666,115896.99825319354,6.144
Jul19,sd0,50,111837.75139928945,246081.301510989,134243.55011169956,6.9888
Jul19,sd0,50,114240.48863237722,315323.18525784754,201082.6966254703,5.7088
Jul19,sd0,50,114240.48863237722,309626.7472686375,195386.2586362603,9.958400000000001
Jul19,sd0,50,114240.48863237722,250486.79867986796,136246.31004749076,7.7568
Jul19,sd0,50,114240.48863237722,257361.7995689655,143121.31093658827,11.136000000000001
Jul19,sd0,50,114240.48863237722,209123.54651162788,94883.05787925066,5.5040000000000004
Jul19,sd0,50,114240.48863237722,195184.33277027027,80943.84413789304,9.472000000000001
Jul19,sd0,50,114240.48863237722,268464.41313976375,154223.92450738652,6.502400000000001
Jul19,sd0,50,112831.78067637162,261471.70608108107,148639.92540470944,5.6832
Jul19,sd0,50,112831.78067637162,220122.6822250639,107290.90154869229,10.0096
Jul19,sd0,50,112831.78067637162,308626.01902173914,195794.2383453675,9.4208
Jul19,sd0,50,112831.78067637162,323028.291868932,210196.5111925604,7.9104
Jul19,sd0,50,112831.78067637162,220668.0927579365,107836.31208156489,6.4512
Jul19,sd0,50,112958.24373398596,230622.83653846153,117664.59280447557,8.32
Jul19,sd0,50,112958.24373398596,323775.7457386363,210817.50200465033,4.5056
Jul19,sd0,50,112958.24373398596,310500.87376644736,197542.6300324614,11.6736
Jul19,sd0,50,112958.24373398596,377211.0292575503,264252.7855235643,15.2576
Jul19,sd0,50,112958.24373398596,220457.49689569537,107499.2531617094,7.7312
Jul19,sd0,50,112958.24373398596,222684.38083022388,109726.13709623792,6.8608
Jul19,sd0,50,112958.24373398596,177945.5362470167,64987.29251303073,10.7264
Jul19,sd0,50,112002.66350153724,243434.7361438679,131432.07264233066,5.4272
Jul19,sd0,50,112002.66350153724,251936.6426777434,139933.97917620616,16.563200000000002
Jul19,sd0,50,112002.66350153724,319091.02067929757,207088.35717776034,13.8496
Jul19,sd0,50,112002.66350153724,289267.4214572192,177264.757955682,4.7872
Jul19,sd0,50,112002.66350153724,221564.4695378151,109561.80603627786,6.0928
Jul19,sd0,50,112002.66350153724,303494.2660550458,191491.6025535086,13.952
Jul19,sd0,50,112922.51240814716,217505.97196115286,104583.4595530057,10.214400000000001
Jul19,sd0,50,112922.51240814716,295452.1372126437,182529.62480449653,6.6816
Jul19,sd0,50,112922.51240814716,209264.12259615384,96341.61018800669,6.656000000000001
Jul19,sd0,50,112922.51240814716,220305.64692982455,107383.13452167739,8.7552
Jul19,sd0,50,110896.55403424693,226661.36786600496,115764.81383175803,10.3168
Jul19,sd0,50,110896.55403424693,230962.82249273255,120066.26845848562,8.8064
Jul19,sd0,50,110896.55403424693,270166.0872555012,159269.53322125424,10.4704
Jul19,sd0,50,110896.55403424693,259254.38596491228,148357.83193066536,5.8368
Jul19,sd0,50,110896.55403424693,290943.0036512028,180046.44961695583,7.4496
Jul19,sd0,50,110896.55403424693,186220.703125,75324.14909075307,2.048
Jul19,sd0,50,110896.55403424693,236659.62065813527,125763.06662388834,14.003200000000001
Jul19,sd0,50,110896.55403424693,187801.46059782608,76904.90656357915,5.888
Jul19,sd0,50,113510.4394728523,288078.9542597765,174568.5147869242,9.1648
Jul19,sd0,50,113510.4394728523,268511.30811994604,155000.86864709374,9.4976
Jul19,sd0,50,113510.4394728523,279614.62450592883,166104.18503307653,6.4768
Jul19,sd0,50,113510.4394728523,345425.745412844,231915.3059399917,5.5808
Jul19,sd0,50,113510.4394728523,283296.7177013423,169786.27822849,7.6288
Jul19,sd0,50,113510.4394728523,236286.88226744183,122776.44279458953,5.5040000000000004
Jul19,sd0,50,114162.52328023459,244346.46606445312,130183.94278421854,6.5536
Jul19,sd0,50,114162.52328023459,248769.01919475655,134606.49591452198,13.6704
Jul19,sd0,50,114162.52328023459,188807.373046875,74644.84976664041,6.5536
Jul19,sd0,50,114162.52328023459,331400.4579741379,217237.9346939033,7.424
Jul19,sd0,50,114162.52328023459,288251.7470991561,174089.22381892148,6.067200000000001
Jul19,sd0,50,114162.52328023459,201034.88116197183,86872.35788173725,9.088000000000001
Jul19,sd0,50,114162.52328023459,176391.09141791044,62228.56813767586,8.576
Jul19,sd0,50,114162.52328023459,164190.7169117647,50028.19363153011,6.5280000000000005
Jul19,sd0,50,110395.77396517002,195138.84460034012,84743.0706351701,7.526400000000001
Jul19,sd0,50,110395.77396517002,284316.8969849246,173921.1230197546,5.0944
Jul19,sd0,50,110395.77396517002,242753.3510981912,132357.57713302117,9.907200000000001
Jul19,sd0,50,112180.84398830446,239395.85092905405,127215.00694074959,3.7888
Jul19,sd0,50,112180.84398830446,234751.948441247,122571.10445294253,10.6752
Jul19,sd0,50,112180.84398830446,199451.7713490099,87270.92736070545,5.171200000000001
Jul19,sd0,50,112180.84398830446,212396.7470760234,100215.90308771894,4.3776
Jul19,sd0,50,112180.84398830446,235238.375376506,123057.53138820155,8.4992
Jul19,sd0,50,112519.477102181,218965.4923892989,106446.01528711789,6.937600000000001
Jul19,sd0,50,112519.477102181,300335.24305555556,187815.76595337456,5.760000000000001
Jul19,sd0,50,112519.477102181,271563.4765625,159043.999460319,5.12
Jul19,sd0,50,112519.477102181,286158.8931511976,173639.41604901658,8.5504
Jul19,sd0,50,112519.477102181,240757.87401574804,128238.39691356703,6.502400000000001
Jul19,sd0,50,112519.477102181,267791.6767996109,155272.1996974299,6.5792
Jul19,sd0,50,112519.477102181,311679.8327137546,199160.3556115736,6.8864
Jul19,sd0,50,112519.477102181,282842.06343052106,170322.58632834005,10.3168
Jul19,sd0,50,112519.477102181,288468.1346318493,175948.6575296683,7.4752
Jul19,sd0,50,113723.60002161984,237422.13199013157,123698.53196851173,7.7824
Jul19,sd0,50,113723.60002161984,240424.01361731844,126700.4135956986,4.5824
Jul19,sd0,50,113723.60002161984,296992.1875,183268.58747838016,7.3984000000000005
Jul19,sd0,50,113723.60002161984,292654.404527559,178930.80450593916,16.256
Jul19,sd0,50,113723.60002161984,238908.71710526315,125185.1170836433,2.432
Jul19,sd0,50,113723.60002161984,301720.95070422534,187997.3506826055,5.4528
Jul19,sd0,50,113723.60002161984,213059.9629510309,99336.36292941106,9.9328
Jul19,sd0,50,113723.60002161984,236558.450041806,122834.85002018616,7.654400000000001
Jul19,sd0,50,113723.60002161984,353317.5838694853,239593.98384786546,6.9632000000000005
Jul19,sd0,50,112236.768971117,252396.4533730159,140159.68440189888,8.064
Jul19,sd0,50,112236.768971117,236185.94348659005,123949.17451547306,6.6816
Jul19,sd0,50,112236.768971117,228902.38444010416,116665.61546898716,4.9152000000000005
Jul19,sd0,50,112236.768971117,220819.61805555553,108582.84908443854,5.760000000000001
Jul19,sd2,50,107820.93943274529,198713.61940298506,90892.67997023977,8.576
Jul19,sd2,50,107820.93943274529,297622.8412828947,189801.90185014944,1.9456
Jul19,sd2,50,107820.93943274529,269212.17873831774,161391.23930557247,5.478400000000001
Jul19,sd2,50,107820.93943274529,210517.09467821784,102696.15524547255,2.5856000000000003
Jul19,sd2,50,109112.04122363571,188255.49450549448,79143.45328185878,4.6592
Jul19,sd2,50,109112.04122363571,213339.9147727273,104227.87354909159,7.04
Jul19,sd2,50,109112.04122363571,238128.85123239434,129016.81000875864,3.6352
Jul19,sd2,50,109112.04122363571,186073.09391361254,76961.05268997683,4.889600000000001
Jul19,sd2,50,107982.32740302422,206076.50162337662,98094.1742203524,5.913600000000001
Jul19,sd2,50,107982.32740302422,187514.45086705202,79532.1234640278,4.4288
Jul19,sd2,50,107982.32740302422,143935.99483944953,35953.66743642531,5.5808
Jul19,sd2,50,107982.32740302422,177415.76253056232,69433.4351275381,10.4704
Jul19,sd2,50,108821.12642352248,203693.3400371287,94872.21361360623,5.171200000000001
Jul19,sd2,50,108821.12642352248,273578.0519859813,164756.9255624588,2.7392000000000003
Jul19,sd2,50,108821.12642352248,236656.14478114477,127835.01835762229,7.6032
Jul19,sd2,50,108821.12642352248,203089.55792682926,94268.43150330678,5.248
Jul19,sd2,50,108821.12642352248,258591.45220588235,149770.32578235987,11.3152
Jul19,sd2,50,108821.12642352248,194400.84134615384,85579.71492263136,4.992
Jul19,sd2,50,108821.12642352248,169354.13431677019,60533.007893247704,4.1216
Jul19,sd2,50,108821.12642352248,297920.8669354839,189099.7405119614,2.3808000000000002
Jul19,sd2,50,108254.72636086635,308334.00974025973,200079.2833793934,5.913600000000001
Jul19,sd2,50,108254.72636086635,363016.9439935065,254762.21763264015,1.9712
Jul19,sd2,50,108254.72636086635,236962.6061893204,128707.87982845404,2.6368
Jul19,sd2,50,108254.72636086635,263373.17425271735,155118.447891851,4.7104
Jul19,sd2,50,108254.72636086635,294417.3569277108,186162.63056684448,2.1248
Jul19,sd2,50,108254.72636086635,263839.40508021385,155584.67871934752,4.7872
Jul19,sd2,50,108254.72636086635,290030.3071120689,181775.5807512026,4.454400000000001
Jul19,sd2,50,108254.72636086635,160332.45894160582,52077.732580739466,3.5072
Jul19,sd2,50,108254.72636086635,148113.04886685553,39858.322505989185,9.036800000000001
Jul19,sd2,50,108254.72636086635,183277.4474557522,75022.72109488586,2.8928000000000003
Jul19,sd2,50,108254.72636086635,187367.13610197368,79112.40974110733,3.8912
Jul19,sd2,50,108254.72636086635,170289.9639423077,62035.23758144134,3.3280000000000003
Jul19,sd2,50,108906.82915076744,246056.36760752686,137149.53845675942,11.904
Jul19,sd2,50,108906.82915076744,250852.7666823308,141945.93753156337,6.8096000000000005
Jul19,sd2,50,108906.82915076744,258587.51917177913,149680.6900210117,4.1728000000000005
Jul19,sd2,50,108906.82915076744,186193.34644039735,77286.5172896299,3.8656
Jul19,sd2,50,108906.82915076744,282445.3125,173538.48334923256,1.9200000000000002
Jul19,sd2,50,108906.82915076744,217650.40600393698,108743.57685316954,3.2512000000000003
Jul19,sd2,50,110665.33947518516,219243.5315860215,108578.19211083635,4.7616000000000005
Jul19,sd2,50,110665.33947518516,161215.17319277106,50549.833717585905,4.2496
Jul19,sd2,50,110665.33947518516,216432.50512295082,105767.16564776567,3.1232
Jul19,sd2,50,110665.33947518516,174747.35622623572,64082.016751050556,6.7328
Jul19,sd2,50,110665.33947518516,234008.89598540147,123343.55651021631,3.5072
Jul19,sd2,50,110665.33947518516,251725.0359195402,141059.69644435507,2.2272000000000003
Jul19,sd2,50,110665.33947518516,205839.45312499997,95174.11364981481,2.56
Jul19,sd2,50,110665.33947518516,306436.4035087719,195771.06403358676,2.9184
Jul19,sd2,50,110656.2670123594,203631.40302835053,92975.13601599113,4.9664
Jul19,sd2,50,111930.79344565864,264639.2601656626,152708.46672000398,8.4992
Jul19,sd2,50,111930.79344565864,232780.39383561644,120849.6003899578,3.7376
Jul19,sd2,50,111930.79344565864,205540.6719420601,93609.87849640145,5.9648
Jul19,sd2,50,111930.79344565864,220235.5769230769,108304.78347741827,3.3280000000000003
Jul19,sd2,50,108687.0789909113,224492.81754032258,115805.73854941128,3.1744000000000003
Jul19,sd2,50,108687.0789909113,174449.34475806452,65762.26576715322,2.3808000000000002
Jul19,sd2,50,108687.0789909113,268390.94065656565,159703.86166565435,2.5344
Jul19,sd2,50,108687.0789909113,298630.0223214286,189942.94333051727,1.792
Jul19,sd2,50,108687.0789909113,234394.34871495326,125707.26972404197,2.7392000000000003
Jul19,sd2,50,108687.0789909113,198871.25180635837,90184.17281544708,4.4288
Jul19,sd2,50,108687.0789909113,276991.65962837834,168304.58063746704,5.6832
Jul19,sd2,50,108687.0789909113,197723.21428571426,89036.13529480297,2.8672
Jul19,sd2,50,108687.0789909113,254040.28799019606,145353.20899928478,2.6112
Jul19,sd2,50,108687.0789909113,163310.3047520661,54623.2257611548,3.0976000000000004
Jul19,sd2,50,112652.97973825136,247620.93321917808,134967.95348092672,3.7376
