<<<<<<< HEAD
area,date,exposure_ms,flow_rate,intensity,mean_bg,rbs,survival,rescaled_intensity,effective_channels,effective_channels_err,shock_class
7.552,20170503,50,0.2,212265.52681994528,136945.12292833786,sd2,True,150640.80778321484,312.64965169118733,144.53753332163862,slow
4.4544000000000015,20170503,50,0.2,202594.00549316913,141697.0649085198,sd2,True,121793.88116929866,252.77887901728326,116.85935183786702,slow
9.5488,20170503,50,0.2,228471.92226039185,141697.0649085198,sd2,True,173549.7147037441,360.1962751774123,166.5182764291332,slow
5.3248000000000015,20170503,50,0.2,230736.86612667504,141466.84849627258,sd2,False,178540.03526080493,370.55350843281104,171.30641209048622,slow
6.912000000000001,20170503,50,0.2,221924.1072554724,135147.84467996028,sd2,True,173552.52515102422,360.2021081610252,166.52097300998255,slow
7.8336000000000015,20170503,50,0.2,198931.11340446878,133474.10417700294,sd2,True,130914.01845493168,271.7074003634539,125.60998299962439,slow
7.8336000000000015,20170503,50,0.2,198931.11340446878,133474.10417700294,sd2,True,130914.01845493168,271.7074003634539,125.60998299962439,slow
2.2272000000000003,20170503,50,0.2,162332.00889364714,128552.67912273244,sd2,True,67558.6595418294,140.21560084086335,64.82149258482963,slow
2.2272000000000003,20170503,50,0.2,162332.00889364714,128552.67912273244,sd2,True,67558.6595418294,140.21560084086335,64.82149258482963,slow
19.3792,20170503,50,0.2,209911.57780518767,131726.62258805646,sd2,True,156369.91043426242,324.54020097004394,150.03451901571788,slow
19.3792,20170503,50,0.2,209911.57780518767,131726.62258805646,sd2,True,156369.91043426242,324.54020097004394,150.03451901571788,slow
19.3792,20170503,50,0.2,209911.57780518767,131726.62258805646,sd2,True,156369.91043426242,324.54020097004394,150.03451901571788,slow
5.9904,20170503,50,0.2,239923.83789534032,131726.62258805646,sd2,True,216394.4306145677,449.11896288368104,207.62712100283326,slow
7.3472,20170503,50,0.2,230107.0257632825,131726.62258805646,sd2,True,196760.80635045207,408.3700723410523,188.7889611239844,slow
7.3472,20170503,50,0.2,230107.0257632825,131726.62258805646,sd2,True,196760.80635045207,408.3700723410523,188.7889611239844,slow
9.7024,20170503,50,0.2,246634.2887024704,131726.62258805646,sd2,True,229815.33222882787,476.97356799917276,220.5042692525236,slow
9.7024,20170503,50,0.2,246634.2887024704,131726.62258805646,sd2,True,229815.33222882787,476.97356799917276,220.5042692525236,slow
6.784000000000002,20170503,50,0.2,189626.11414882648,131726.62258805646,sd2,True,115798.98312154005,240.33668082319767,111.10733955720607,slow
4.7360000000000015,20170503,50,0.2,220736.42457926023,141029.65743716134,sd2,True,159413.53428419778,330.85713428024434,152.9548291899812,slow
6.1696,20170503,50,0.2,238153.8489716903,141029.65743716134,sd2,True,194248.38306905795,403.1556269634152,186.3783297081256,slow
6.7328,20170503,50,0.2,182562.7857279691,136346.01772786258,sd2,False,92433.53600021306,191.84252434864828,88.68855316345648,slow
6.7328,20170503,50,0.2,182562.7857279691,136346.01772786258,sd2,False,92433.53600021306,191.84252434864828,88.68855316345648,slow
8.9856,20170503,50,0.2,227495.64281162352,133872.46816739516,sd2,False,187246.34928845672,388.62315428983976,179.65998621424757,slow
6.7584,20170503,50,0.2,200088.08601888828,133872.46816739516,sd2,False,132431.23570298625,274.85633092964395,127.06572956507321,slow
8.9856,20170503,50,0.2,227495.64281162352,133872.46816739516,sd2,True,187246.34928845672,388.62315428983976,179.65998621424757,slow
17.817600000000006,20170503,50,0.2,221679.32643170306,133872.46816739516,sd2,True,175613.7165286158,364.4800377324085,168.49865436873927,slow
17.817600000000006,20170503,50,0.2,221679.32643170306,133872.46816739516,sd2,True,175613.7165286158,364.4800377324085,168.49865436873927,slow
6.5792,20170503,50,0.2,223536.90208180953,133872.46816739516,sd2,True,179328.86782882878,372.1907024392999,172.06328478164983,slow
8.2432,20170503,50,0.2,213553.23425253163,130576.62422282365,sd2,False,165953.22005941597,344.43002007314436,159.2295568986172,slow
8.2432,20170503,50,0.2,213553.23425253163,130576.62422282365,sd2,False,165953.22005941597,344.43002007314436,159.2295568986172,slow
9.7536,20170503,50,0.2,226878.80111217004,135470.02274852048,sd2,False,182817.55672729912,379.4313524664514,175.41062801043245,slow
5.8368,20170503,50,0.2,227778.44636446328,137043.46251468456,sd2,False,181469.96769955743,376.6344792529685,174.11763710798462,slow
9.984,20170503,50,0.2,244670.2529077741,137043.46251468456,sd2,False,215253.58078617905,446.7511695431742,206.53249317580375,slow
6.0928,20170503,50,0.2,237131.74321840785,137043.46251468456,sd2,False,200176.56140744657,415.4593507679749,192.06632545596128,slow
5.8368,20170503,50,0.2,227778.44636446328,137043.46251468456,sd2,True,181469.96769955743,376.6344792529685,174.11763710798462,slow
9.984,20170503,50,0.2,244670.2529077741,137043.46251468456,sd2,True,215253.58078617905,446.7511695431742,206.53249317580375,slow
5.8368,20170503,50,0.2,227778.44636446328,137043.46251468456,sd2,True,181469.96769955743,376.6344792529685,174.11763710798462,slow
3.2512000000000003,20170502,50,0.02,180078.86335037593,118979.9403402778,sd2,False,122197.84602019627,253.61729373230773,117.24694988620867,slow
2.1248,20170502,50,0.02,182908.2958669902,118979.9403402778,sd2,False,127856.7110534248,265.36206732747087,122.6765436685255,slow
2.1248,20170502,50,0.02,182908.2958669902,118979.9403402778,sd2,False,127856.7110534248,265.36206732747087,122.6765436685255,slow
3.2512000000000003,20170502,50,0.02,180078.86335037593,118979.9403402778,sd2,True,122197.84602019627,253.61729373230773,117.24694988620867,slow
2.1248,20170502,50,0.02,182908.2958669902,118979.9403402778,sd2,True,127856.7110534248,265.36206732747087,122.6765436685255,slow
1.9712,20170502,50,0.02,222382.38958396766,118979.9403402778,sd2,True,206804.8984873797,429.21622919838774,198.426112725136,slow
1.9712,20170502,50,0.02,222382.38958396766,118979.9403402778,sd2,True,206804.8984873797,429.21622919838774,198.426112725136,slow
1.9712,20170502,50,0.02,222382.38958396766,118979.9403402778,sd2,True,206804.8984873797,429.21622919838774,198.426112725136,slow
2.1248,20170502,50,0.02,182908.2958669902,118979.9403402778,sd2,True,127856.7110534248,265.36206732747087,122.6765436685255,slow
5.7344,20170502,50,0.02,222043.35146270363,118979.9403402778,sd2,True,206126.82224485168,427.80890601573765,197.77550902125753,slow
6.6048,20170502,50,0.02,254643.93977630025,134637.18621705307,sd2,True,240013.50711849437,498.1395181428318,230.28926088013299,slow
5.0688,20170502,50,0.02,227454.7347755232,134637.18621705307,sd2,True,185635.09711694025,385.27905757644294,178.11401458904714,slow
5.0688,20170502,50,0.02,227454.7347755232,134637.18621705307,sd2,True,185635.09711694025,385.27905757644294,178.11401458904714,slow
3.84,20170502,50,0.02,232342.99855898233,120902.96326673414,sd2,False,222880.0705844964,462.57967852529345,213.84999259427312,slow
15.6672,20170502,50,0.02,189579.32992884345,120902.96326673414,sd2,True,137352.73332421863,285.0707246236265,131.78783068023,slow
22.9888,20170502,50,0.02,232348.93761961,119911.0824945016,sd2,True,224875.71025021677,466.7215578445181,215.76477809580294,slow
5.2992,20170502,50,0.02,253846.0236539633,130088.42573079964,sd2,False,247515.1958463273,513.7090069312078,237.48701559496484,slow
15.488,20170502,50,0.02,242268.0599033284,130088.42573079964,sd2,False,224359.26834505753,465.6497009941544,215.2692600474461,slow
6.1184,20170502,50,0.02,219691.2491787045,130088.42573079964,sd2,False,179205.64689580968,371.93496176480136,171.94505619555648,slow
