<<<<<<< HEAD
area,date,exposure_ms,flow_rate,intensity,mean_bg,rbs,survival,rescaled_intensity,effective_channels,effective_channels_err,shock_class
6.1184,20170502,50,0.02,219691.2491787045,130088.42573079964,sd2,True,179205.64689580968,371.93496176480136,171.94505619555648,slow
6.1184,20170502,50,0.02,219691.2491787045,130088.42573079964,sd2,True,179205.64689580968,371.93496176480136,171.94505619555648,slow
6.6816,20170502,50,0.02,185279.60609802185,123649.25015306089,sd2,False,123260.7118899219,255.82323413354607,118.26675330682615,slow
6.6816,20170502,50,0.02,185279.60609802185,123649.25015306089,sd2,False,123260.7118899219,255.82323413354607,118.26675330682615,slow
6.2976,20170502,50,0.02,222529.2982470484,123649.25015306089,sd2,False,197760.09618797502,410.4440629431852,189.74776432156682,slow
4.9664,20170502,50,0.02,236536.3145502295,123649.25015306089,sd2,True,225774.12879433722,468.5861936561926,216.6267968420411,slow
4.9664,20170502,50,0.02,236536.3145502295,123649.25015306089,sd2,True,225774.12879433722,468.5861936561926,216.6267968420411,slow
7.8592,20170502,50,0.02,210202.70281902602,126363.50781255447,sd2,False,167678.3900129431,348.01054910120536,160.8848308799029,slow
5.888,20170502,50,0.02,221617.07653393454,126363.50781255447,sd2,True,190507.13744276014,395.3908044085834,182.78866219151453,slow
5.888,20170502,50,0.02,221617.07653393454,126363.50781255447,sd2,True,190507.13744276014,395.3908044085834,182.78866219151453,slow
7.8592,20170502,50,0.02,210202.70281902602,126363.50781255447,sd2,True,167678.3900129431,348.01054910120536,160.8848308799029,slow
7.6800000000000015,20170502,50,0.02,212125.8138803565,126363.50781255447,sd2,True,171524.61213560405,355.99324664958425,164.57522172682766,slow
11.7504,20170502,50,0.02,234290.3066959455,118651.59824631587,sd2,False,231277.4168992593,480.0080728566562,221.90711695947198,slow
7.6032,20170502,50,0.02,204559.12427702,118651.59824631587,sd2,False,171815.05206140823,356.5960444105374,164.85389435924125,slow
7.065600000000001,20170502,50,0.02,178125.9997873038,118651.59824631587,sd2,True,118948.80308197584,246.87402039281417,114.1295432627506,slow
6.8608,20170502,50,0.02,217804.9461232072,118651.59824631587,sd2,True,198306.69575378264,411.57851094820546,190.2722181805119,slow
6.8608,20170502,50,0.02,217804.9461232072,118651.59824631587,sd2,True,198306.69575378264,411.57851094820546,190.2722181805119,slow
11.7504,20170502,50,0.02,234290.3066959455,118651.59824631587,sd2,True,231277.4168992593,480.0080728566562,221.90711695947198,slow
5.3504000000000005,20170502,50,0.02,234177.7099535204,124723.0623787543,sd2,False,218909.29514953218,454.3384749964857,210.04009476386707,slow
5.3248000000000015,20170502,50,0.02,234958.19228438265,129830.71714859467,sd2,False,210254.95027157594,436.3766892657408,201.73638423826586,slow
4.4544000000000015,20170502,50,0.02,281436.6577241645,129830.71714859467,sd2,True,303211.8811511396,629.3055011159897,290.9271267216534,slow
5.6576,20170502,50,0.02,222044.4990776504,127064.74416198443,sd2,False,189959.50983133193,394.2542227313536,182.26322193864124,slow
6.9376000000000015,20170502,50,0.02,224710.45692237554,127064.74416198443,sd2,False,195291.4255207822,405.3204245639433,187.3791128646985,slow
6.9376000000000015,20170502,50,0.02,224710.45692237554,127064.74416198443,sd2,False,195291.4255207822,405.3204245639433,187.3791128646985,slow
9.216,20170502,50,0.02,219303.23195696532,124132.72172725292,sd2,False,190341.0204594248,395.0460345036416,182.62927550627668,slow
22.1184,20170502,50,0.02,229809.9326144477,124132.72172725292,sd2,False,211354.42177438957,438.65860335965453,202.79131019964817,slow
22.1184,20170502,50,0.02,229809.9326144477,124132.72172725292,sd2,False,211354.42177438957,438.65860335965453,202.79131019964817,slow
6.2464,20170502,50,0.02,214187.9814458361,124132.72172725292,sd2,False,180110.51943716637,373.8129926187465,172.81326745267077,slow
8.0896,20170502,50,0.02,203626.95391275504,124132.72172725292,sd2,False,158988.46437100423,329.97491675725,152.54698115964766,slow
6.3232,20170502,50,0.02,243079.73612784446,124132.72172725292,sd2,False,237894.02880118307,493.7406160961298,228.25565410106066,slow
15.3856,20170502,50,0.02,240080.69534046645,124132.72172725292,sd2,False,231895.94722642706,481.2918106047154,222.50058727531172,slow
15.3856,20170502,50,0.02,240080.69534046645,124132.72172725292,sd2,False,231895.94722642706,481.2918106047154,222.50058727531172,slow
15.3856,20170502,50,0.02,240080.69534046645,124132.72172725292,sd2,False,231895.94722642706,481.2918106047154,222.50058727531172,slow
6.0672000000000015,20170502,50,0.02,217783.00327145087,124132.72172725292,sd2,False,187300.5630883959,388.7356731080622,179.71200351972087,slow
8.4992,20170502,50,0.02,247908.4263264839,124132.72172725292,sd2,False,247551.40919846194,513.784166458683,237.52176174820096,slow
8.4992,20170502,50,0.02,247908.4263264839,124132.72172725292,sd2,False,247551.40919846194,513.784166458683,237.52176174820096,slow
4.0192000000000005,20170502,50,0.02,200726.5408260682,124132.72172725292,sd2,False,153187.63819763056,317.93550785261664,146.98117785133286,slow
6.630400000000002,20170502,50,0.02,186739.13845995266,124132.72172725292,sd2,False,125212.83346539948,259.8747932005303,120.1397838714891,slow
7.500800000000001,20170502,50,0.02,246238.7347756407,124132.72172725292,sd2,False,244212.02609677557,506.853395315261,234.31767513026202,slow
6.2464,20170502,50,0.02,214187.9814458361,124132.72172725292,sd2,True,180110.51943716637,373.8129926187465,172.81326745267077,slow
8.0896,20170502,50,0.02,203626.95391275504,124132.72172725292,sd2,True,158988.46437100423,329.97491675725,152.54698115964766,slow
6.3232,20170502,50,0.02,243079.73612784446,124132.72172725292,sd2,True,237894.02880118307,493.7406160961298,228.25565410106066,slow
7.808000000000002,20170502,50,0.02,207070.3577247263,124132.72172725292,sd2,True,165875.27199494673,344.2682416310015,159.15476693213085,slow
15.3856,20170502,50,0.02,240080.69534046645,124132.72172725292,sd2,True,231895.94722642706,481.2918106047154,222.50058727531172,slow
5.2736,20170502,50,0.02,234676.02691326663,124132.72172725292,sd2,True,221086.6103720274,458.85741548779464,212.12919516205403,slow
9.7536,20170502,50,0.02,238540.1418152373,124132.72172725292,sd2,True,228814.84017596874,474.89708224176525,219.5443125478552,slow
9.7536,20170502,50,0.02,238540.1418152373,124132.72172725292,sd2,True,228814.84017596874,474.89708224176525,219.5443125478552,slow
4.0192000000000005,20170502,50,0.02,205369.57865547415,124132.72172725292,sd2,True,162473.71385644245,337.2084284046867,155.8910243246358,slow
6.630400000000002,20170502,50,0.02,186739.13845995266,124132.72172725292,sd2,True,125212.83346539948,259.8747932005303,120.1397838714891,slow
6.8864,20170502,50,0.02,185559.6982005013,124132.72172725292,sd2,True,122853.95294649675,254.9790203786174,117.87647436976816,slow
6.8864,20170502,50,0.02,185559.6982005013,124132.72172725292,sd2,True,122853.95294649675,254.9790203786174,117.87647436976816,slow
9.216,20170502,50,0.02,219303.23195696532,124132.72172725292,sd2,True,190341.0204594248,395.0460345036416,182.62927550627668,slow
9.2672,20170502,50,0.02,244080.044331052,124132.72172725292,sd2,True,239894.64520759814,497.8928244640874,230.1752147085832,slow
9.2672,20170502,50,0.02,244080.044331052,124132.72172725292,sd2,True,239894.64520759814,497.8928244640874,230.1752147085832,slow
7.500800000000001,20170502,50,0.02,246238.7347756407,124132.72172725292,sd2,True,244212.02609677557,506.853395315261,234.31767513026202,slow
4.2496,20170502,50,0.02,233194.06573304872,121427.45540157285,sd2,False,223533.22066295173,463.93526833881197,214.47668002789752,slow
10.8288,20170502,50,0.02,217426.912476391,121427.45540157285,sd2,True,191998.91414963632,398.4869340342095,184.21999894980416,slow
4.6848,20170502,50,0.02,229290.09438900702,121427.45540157285,sd2,True,215725.27797486834,447.7301603220849,206.98507935833416,slow
4.6848,20170502,50,0.02,229290.09438900702,121427.45540157285,sd2,True,215725.27797486834,447.7301603220849,206.98507935833416,slow
13.184,20170502,50,0.02,214717.06616280985,120092.79594309784,sd2,False,189248.54043942402,392.77863098424217,181.58105776489728,slow
3.4048000000000003,20170502,50,0.02,203086.15696782203,120092.79594309784,sd2,False,165986.72204944838,344.4995522647778,159.261701541705,slow
3.4048000000000003,20170502,50,0.02,203086.15696782203,120092.79594309784,sd2,False,165986.72204944838,344.4995522647778,159.261701541705,slow
13.184,20170502,50,0.02,214717.06616280985,120092.79594309784,sd2,True,189248.54043942402,392.77863098424217,181.58105776489728,slow
16.64,20170502,50,0.02,215015.70775180886,119811.94199250752,sd2,True,190407.53151860266,395.1840758470968,182.6930918424584,slow
16.64,20170502,50,0.02,215015.70775180886,119811.94199250752,sd2,True,190407.53151860266,395.1840758470968,182.6930918424584,slow
7.808000000000002,20170502,50,0.02,194301.18300968374,119811.94199250752,sd2,True,148978.48203435243,309.19955358014255,142.9425573861445,slow
7.808000000000002,20170502,50,0.02,194301.18300968374,119811.94199250752,sd2,True,148978.48203435243,309.19955358014255,142.9425573861445,slow
6.7072,20170502,50,0.02,270871.64462712203,133809.63182665376,sd2,False,274124.02560093655,568.934688983184,263.01777763682355,slow
6.7072,20170502,50,0.02,270871.64462712203,133809.63182665376,sd2,False,274124.02560093655,568.934688983184,263.01777763682355,slow
29.3376,20170502,50,0.02,244214.67679841013,133809.63182665376,sd2,False,220810.08994351275,458.2835071495904,211.86387807275594,slow
5.6320000000000014,20170502,50,0.02,239937.21988979558,133809.63182665376,sd2,False,212255.17612628368,440.52808705748686,203.65557011744457,slow
13.44,20170502,50,0.02,226356.5721222002,133809.63182665376,sd2,False,185093.88059109286,384.15578187986534,177.59472567397796,slow
6.8864,20170502,50,0.02,231398.03669097426,133809.63182665376,sd2,False,195176.80972864098,405.0825435540191,187.269140778651,slow
6.5792,20170502,50,0.02,289246.0899084725,133809.63182665376,sd2,False,310872.9161636375,645.2057074644472,298.277771740702,slow
8.1152,20170502,50,0.02,266600.6341599297,133809.63182665376,sd2,False,265582.0046665519,551.2060276119737,254.8218402038903,slow
9.344,20170502,50,0.02,221608.43237879,133809.63182665376,sd2,False,175597.60110427244,364.4465907409727,168.48319186746025,slow
12.1088,20170502,50,0.02,259448.803623556,133809.63182665376,sd2,False,251278.34359380451,521.5192865614417,241.09769785928182,slow
7.1936,20170502,50,0.02,246561.29278563862,133809.63182665376,sd2,True,225503.32191796973,468.0241435927482,216.3669618179683,slow
7.1936,20170502,50,0.02,246561.29278563862,133809.63182665376,sd2,True,225503.32191796973,468.0241435927482,216.3669618179683,slow
9.8304,20170502,50,0.02,231268.5101078949,133809.63182665376,sd2,True,194917.75656248227,404.5448878990815,187.02058325836992,slow
9.8304,20170502,50,0.02,231268.5101078949,133809.63182665376,sd2,True,194917.75656248227,404.5448878990815,187.02058325836992,slow
8.1152,20170502,50,0.02,266600.6341599297,133809.63182665376,sd2,True,265582.0046665519,551.2060276119737,254.8218402038903,slow
4.9408,20170502,50,0.02,230378.03597714734,133809.63182665376,sd2,True,193136.80830098718,400.84859297189433,185.3117908502702,slow
13.44,20170502,50,0.02,226356.5721222002,133809.63182665376,sd2,True,185093.88059109286,384.15578187986534,177.59472567397796,slow
13.44,20170502,50,0.02,226356.5721222002,133809.63182665376,sd2,True,185093.88059109286,384.15578187986534,177.59472567397796,slow
7.5264000000000015,20170502,50,0.02,253265.58648231663,133809.63182665376,sd2,True,238911.90931132578,495.8531909796724,229.23229476249367,slow
7.5264000000000015,20170502,50,0.02,253265.58648231663,133809.63182665376,sd2,True,238911.90931132578,495.8531909796724,229.23229476249367,slow
3.7632,20170502,50,0.02,237805.3913643252,133809.63182665376,sd2,True,207991.51907534286,431.67901812640633,199.56465689053698,slow
5.2736,20170502,50,0.02,246508.97184100086,133809.63182665376,sd2,True,225398.6800286942,467.80696306433936,216.26655953799803,slow
9.344,20170502,50,0.02,221608.43237879,133809.63182665376,sd2,True,175597.60110427244,364.4465907409727,168.48319186746025,slow
7.8848,20170502,50,0.02,222736.89637408065,133809.63182665376,sd2,True,177854.5290948538,369.1307647077162,170.6486794895967,slow
7.8848,20170502,50,0.02,222736.89637408065,133809.63182665376,sd2,True,177854.5290948538,369.1307647077162,170.6486794895967,slow
29.3376,20170502,50,0.02,244214.67679841013,133809.63182665376,sd2,True,220810.08994351275,458.2835071495904,211.86387807275594,slow
29.3376,20170502,50,0.02,244214.67679841013,133809.63182665376,sd2,True,220810.08994351275,458.2835071495904,211.86387807275594,slow
12.1088,20170502,50,0.02,259448.803623556,133809.63182665376,sd2,True,251278.34359380451,521.5192865614417,241.09769785928182,slow
12.1088,20170502,50,0.02,259448.803623556,133809.63182665376,sd2,True,251278.34359380451,521.5192865614417,241.09769785928182,slow
12.1088,20170502,50,0.02,259448.803623556,133809.63182665376,sd2,True,251278.34359380451,521.5192865614417,241.09769785928182,slow
6.5792,20170502,50,0.02,289246.0899084725,133809.63182665376,sd2,True,310872.9161636375,645.2057074644472,298.277771740702,slow
26.1632,20170502,50,0.02,258072.4307605032,133809.63182665376,sd2,True,248525.5978676989,515.8060604766489,238.4564807616839,slow
26.1632,20170502,50,0.02,258072.4307605032,133809.63182665376,sd2,True,248525.5978676989,515.8060604766489,238.4564807616839,slow
26.1632,20170502,50,0.02,258072.4307605032,133809.63182665376,sd2,True,248525.5978676989,515.8060604766489,238.4564807616839,slow
6.8864,20170502,50,0.02,231398.03669097426,133809.63182665376,sd2,True,195176.80972864098,405.0825435540191,187.269140778651,slow
6.8352,20170502,50,0.02,185823.9182659568,120370.55359077519,sd2,False,130906.72935036322,271.69227208554565,125.60298921613402,slow
8.7552,20170502,50,0.02,234902.59593154961,120370.55359077519,sd2,False,229064.08468154885,475.4143803696915,219.7834588094868,slow
6.4256,20170502,50,0.02,229030.65584761678,137643.0087225226,sd2,False,182775.2942501884,379.34363819471645,175.3700778150137,slow
9.344,20170502,50,0.02,260982.28420178965,137643.0087225226,sd2,False,246678.55095853412,511.9725801514591,236.68426771988834,slow
3.8656,20170502,50,0.02,241016.7428454546,137643.0087225226,sd2,False,206747.46824586403,429.0970347697954,198.3710092935434,slow
14.208,20170502,50,0.02,249705.22900444566,137643.0087225226,sd2,True,224124.44056384615,465.1623242661378,215.04394641064897,slow
3.8656,20170502,50,0.02,241016.7428454546,137643.0087225226,sd2,True,206747.46824586403,429.0970347697954,198.3710092935434,slow
5.12,20170502,50,0.02,213218.86063189726,119924.37502781885,sd2,False,186588.97120815684,387.25878940850595,179.0292420780173,slow
5.12,20170502,50,0.02,213218.86063189726,119924.37502781885,sd2,False,186588.97120815684,387.25878940850595,179.0292420780173,slow
5.12,20170502,50,0.02,213218.86063189726,119924.37502781885,sd2,False,186588.97120815684,387.25878940850595,179.0292420780173,slow
3.5072,20170502,50,0.02,214059.76230637988,119924.37502781885,sd2,True,188270.77455712206,390.7493125874824,180.64290647061216,slow
9.9584,20170502,50,0.02,186440.1457399458,120080.15985681856,sd2,False,132719.97176625446,275.45559238435817,127.34276736764426,slow
23.808000000000003,20170502,50,0.02,236388.97811304536,120080.15985681856,sd2,True,232617.63651245358,482.7896511117191,223.19303702224244,slow
9.9584,20170502,50,0.02,186440.1457399458,120080.15985681856,sd2,True,132719.97176625446,275.45559238435817,127.34276736764426,slow
9.9584,20170502,50,0.02,186440.1457399458,120080.15985681856,sd2,True,132719.97176625446,275.45559238435817,127.34276736764426,slow
10.0352,20170316,100,1.0,251541.3191574041,209728.64902730595,sd6,False,41812.67013009815,86.78071330622755,40.11861255346469,fast
13.6704,20170316,100,1.0,254348.15137053406,209728.64902730595,sd6,False,44619.502343228116,92.60619397580525,42.81172480175633,fast
9.6,20170316,100,1.0,245684.2262940194,209728.64902730595,sd6,False,35955.57726671346,74.6245248828659,34.49882222329278,fast
8.2944,20170316,100,1.0,244692.5482615368,209728.64902730595,sd6,False,34963.89923423086,72.56633231202102,33.547322435329875,fast
6.8608,20170316,100,1.0,249636.6144028068,209728.64902730595,sd6,False,39907.96537550085,82.82756616859152,38.2910776976262,fast
7.7568,20170316,100,1.0,238615.40470683036,209728.64902730595,sd6,False,28886.755679524416,59.953436486405145,27.71639685835858,fast
9.1904,20170316,100,1.0,231440.24331069738,207238.5221047892,sd6,False,24201.72120590816,50.22981366538798,23.221178488859177,fast
9.7024,20170316,100,1.0,252892.07674960114,207238.5221047892,sd6,False,45653.55464481193,94.75233283869493,43.803882047829866,fast
6.8096000000000005,20170316,100,1.0,242562.0867770633,207238.5221047892,sd6,False,35323.56467227408,73.31280516744673,33.89241587980094,fast
8.4992,20170316,100,1.0,263879.84085043264,207238.5221047892,sd6,False,56641.318745643424,117.5570473748359,54.34647235403503,fast
15.5136,20170316,100,1.0,256836.32405033067,207238.5221047892,sd6,False,49597.80194554146,102.93847816613919,47.5883265423017,fast
7.8336000000000015,20170316,100,1.0,238022.5744747989,207238.5221047892,sd6,False,30784.052370009682,63.891208449821,29.536823790858104,fast
7.065600000000001,20170316,100,1.0,246402.7524933048,207238.5221047892,sd6,False,39164.2303885156,81.28397059144807,37.5774754404042,fast
10.5728,20170316,100,1.0,231427.99909547644,204517.08625331728,sd6,False,26910.91284215916,55.85264478202338,25.82060610851753,fast
9.7024,20170316,100,1.0,236933.95357290388,204517.08625331728,sd6,False,32416.8673195866,67.28005794401675,31.10348456927196,fast
6.016,20170316,100,1.0,242098.0481548568,204517.08625331728,sd6,False,37580.96190153953,77.99795302243011,36.058353729222674,fast
13.5936,20170316,100,1.0,246444.83170379238,204517.08625331728,sd6,False,41927.74545047511,87.01954805070054,40.229025549771904,fast
7.6800000000000015,20170316,100,1.0,237297.67948748148,204517.08625331728,sd6,False,32780.593234164204,68.03495817442044,31.452473978395812,fast
2.944,20170316,100,1.0,284372.6101376913,204517.08625331728,sd6,False,79855.52388437404,165.7373064806996,76.62014439649535,fast
9.5744,20170316,100,1.0,243317.69319567448,204517.08625331728,sd6,False,38800.606942357204,80.52928303061279,37.22858434814929,fast
15.308800000000002,20170316,100,1.0,250018.7239714379,204517.08625331728,sd6,False,45501.63771812062,94.43703464748776,43.65812009808405,fast
12.1856,20170316,100,1.0,263945.0234527535,204517.08625331728,sd6,False,59427.937199436215,123.34057510411054,57.02018981178653,fast
5.5296,20170316,100,1.0,242700.7013234545,204517.08625331728,sd6,False,38183.615070137224,79.24873829121206,36.63659015612058,fast
7.7824,20170316,100,1.0,248032.57339262968,204517.08625331728,sd6,False,43515.487139312405,90.3148495914685,41.7524392291962,fast
6.195200000000002,20170316,100,1.0,241189.94172554306,204517.08625331728,sd6,False,36672.85547222578,76.11321034877122,35.18703960645577,fast
6.195200000000002,20170316,100,1.0,239420.61867669164,205527.17353954015,sd6,False,33893.44513715149,70.34464281414671,32.52023822751978,fast
6.016,20170316,100,1.0,247541.89273748087,205527.17353954015,sd6,False,42014.71919794072,87.20005897766353,40.31247551998522,fast
5.7088,20170316,100,1.0,236010.11773051065,205527.17353954015,sd6,False,30482.944190970506,63.266269107797264,29.24791513388964,fast
11.776,20170316,100,1.0,253322.4407664298,205527.17353954015,sd6,False,47795.26722688964,99.197381313029,45.858822261260684,fast
5.4016,20170316,100,1.0,237694.77618373308,205527.17353954015,sd6,False,32167.60264419293,66.76271795435805,30.86431895501512,fast
6.9376000000000015,20170316,100,1.0,246288.1922196018,205527.17353954015,sd6,False,40761.01868006165,84.59804803515695,39.109569195697084,fast
12.4928,20170316,100,1.0,260270.8022300877,205527.17353954015,sd6,False,54743.62869054754,113.61845899712762,52.525667994254334,fast
11.4432,20170316,100,1.0,254617.07026626897,205527.17353954015,sd6,False,49089.896726728824,101.88433890539898,47.10099931292299,fast
12.3392,20170316,100,1.0,244568.41885585876,205527.17353954015,sd6,False,39041.245316318615,81.02871943771729,37.459473159134454,fast
6.9376000000000015,20170316,100,1.0,250269.85889905985,205527.17353954015,sd6,False,44742.6853595197,92.86185595548116,42.92991700733403,fast
13.7216,20170316,100,1.0,253905.45835609263,205527.17353954015,sd6,False,48378.28481655248,100.40741363441853,46.41821865280328,fast
7.552,20170316,100,1.0,237795.5184055529,205527.17353954015,sd6,False,32268.344866012743,66.97180486132609,30.960979564165136,fast
20.8128,20170316,100,1.0,258555.18661365763,205527.17353954015,sd6,False,53028.01307411748,110.05775965671565,50.879561252157366,fast
12.16,20170316,100,1.0,234669.81289147428,208091.2811397512,sd6,False,26578.531751723083,55.16279962198465,25.501691575056434,fast
7.1424,20170316,100,1.0,236164.95381821948,208091.2811397512,sd6,False,28073.672678468283,58.26591156658358,26.93625625045948,fast
12.415999999999999,20170316,100,1.0,250535.89348670907,208091.2811397512,sd6,False,42444.612346957874,88.09228695547722,40.72495137075355,fast
