area,cell_label,file,mean_int,rbs,var_int
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos10.ome.tif,4796.720572787337,sd4,46237.13048279157
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos10.ome.tif,4795.785716919876,sd4,47197.896690053014
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos10.ome.tif,4803.4686423456515,sd4,36327.573746473514
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos10.ome.tif,4710.069388907266,sd4,42742.0539108999
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos10.ome.tif,4826.584408960561,sd4,48246.26297593339
377.0,1.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos11.ome.tif,4758.1571170272055,sd4,60153.8206664953
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos11.ome.tif,4735.694609767289,sd4,52189.89951171891
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos11.ome.tif,4736.4629980581485,sd4,41231.386893641116
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos11.ome.tif,4747.849604816204,sd4,47070.25193490517
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos11.ome.tif,4722.395765904087,sd4,41105.9491126301
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos11.ome.tif,4680.241837249691,sd4,45144.919759965145
377.0,1.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos2.ome.tif,4461.4447559087785,sd4,47135.85957071979
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos2.ome.tif,4498.972300512681,sd4,46749.97889754771
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos2.ome.tif,4568.509753957366,sd4,49577.85820739575
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos2.ome.tif,4521.383317548928,sd4,31394.458333165883
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos2.ome.tif,4546.0881209908375,sd4,38471.81122279758
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos2.ome.tif,4463.43718960762,sd4,50132.281841050244
377.0,1.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos18.ome.tif,4638.940299670866,sd4,56091.22770341191
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos18.ome.tif,4644.9477143217355,sd4,42155.455854266336
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos18.ome.tif,4668.296758277054,sd4,40210.228284303135
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos18.ome.tif,4688.94180676599,sd4,40282.943206950484
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos18.ome.tif,4648.423869498017,sd4,41115.32864147205
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos18.ome.tif,4550.21410492658,sd4,44442.390899676524
377.0,1.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos14.ome.tif,4841.2963373755565,sd4,55170.07122390324
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos14.ome.tif,5011.178639839018,sd4,241995.86229659888
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos14.ome.tif,4699.653904242797,sd4,48352.39441350937
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos14.ome.tif,4740.198340959974,sd4,43313.17697594329
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos14.ome.tif,4716.5548734,sd4,41325.20132673802
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos14.ome.tif,4674.443543387307,sd4,42056.22260152257
377.0,1.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos7.ome.tif,4662.370341731209,sd4,46284.14157739351
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos7.ome.tif,4684.415959311009,sd4,40589.99452241927
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos7.ome.tif,4692.753099589599,sd4,47196.76553406725
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos7.ome.tif,4711.265492853805,sd4,30618.67551025274
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos7.ome.tif,4656.471488464107,sd4,44816.846539134065
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos7.ome.tif,4641.633922367937,sd4,46472.359290319844
377.0,1.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos6.ome.tif,4767.540375025633,sd4,41706.24203436836
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos6.ome.tif,4845.8750883330595,sd4,119265.69845980313
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos6.ome.tif,4594.354679821932,sd4,31359.491512453773
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos6.ome.tif,4657.302076163006,sd4,33474.04892372623
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos6.ome.tif,4613.695455770767,sd4,41977.06948991865
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos6.ome.tif,4665.185522751432,sd4,42377.829281966595
377.0,1.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos15.ome.tif,4714.580179033094,sd4,44563.836693259465
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos15.ome.tif,4701.904405902175,sd4,42678.73456494903
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos15.ome.tif,4636.0403786333645,sd4,53907.5239877383
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos15.ome.tif,4684.155446552237,sd4,32681.230570058142
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos15.ome.tif,4689.6534612956075,sd4,62819.40874792384
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos15.ome.tif,4735.676562663857,sd4,49975.33353148654
377.0,1.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos4.ome.tif,4539.453010586934,sd4,42992.70922392097
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos4.ome.tif,4480.008584337547,sd4,48313.78864706644
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos4.ome.tif,4383.31291423567,sd4,37097.8462972792
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos4.ome.tif,4468.470589813564,sd4,38626.01761706271
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos4.ome.tif,4498.190238380333,sd4,46981.67997285623
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos4.ome.tif,4501.735921170736,sd4,37105.680322504086
377.0,1.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos17.ome.tif,4589.315809217931,sd4,39251.384399143244
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos17.ome.tif,4562.841530736431,sd4,35730.34936699231
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos17.ome.tif,4598.06374742209,sd4,38942.757931991684
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos17.ome.tif,4655.502223308811,sd4,34850.38263798618
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos17.ome.tif,4912.934405031414,sd4,285448.52361784485
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos17.ome.tif,4707.08018730124,sd4,56843.54529556908
377.0,1.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos16.ome.tif,4108.735420159414,sd4,43083.68689412425
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos16.ome.tif,3780.3029606702185,sd4,37783.544718202684
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos16.ome.tif,4410.757470650415,sd4,37417.060345744605
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos16.ome.tif,3729.688695536254,sd4,43744.66470082048
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos16.ome.tif,4362.083343980487,sd4,42377.88454384162
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos16.ome.tif,4380.165741553332,sd4,171204.28978205714
377.0,1.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos5.ome.tif,3998.2787470988346,sd4,44708.25902542488
497.0,2.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos5.ome.tif,4037.3641758072904,sd4,50436.54098679465
287.0,3.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos5.ome.tif,4229.837675625965,sd4,37708.08240528642
271.0,4.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos5.ome.tif,3863.149225635156,sd4,49972.64040181654
1070.0,5.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos5.ome.tif,3938.076167307009,sd4,72373.97383640625
403.0,6.0,../../data/images/20170714_sd4_pre_5ulmin_0.018hz_shock/SD4_5ulmin_pre_2_MMStack_Pos5.ome.tif,4416.087143383622,sd4,45939.67135028644
