area,date,rbs,shock_class,survival,scaled_intensity,beta_0_median,beta_0_min,beta_0_max,beta_1_median,beta_1_min,beta_1_max,effective_channels,minimum_channels,maximum_channels,calibration_factor,minimum_calibration_factor,maximum_calibration_factor
7.552,20170503,sd2,slow,1,150640.80778321484,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,245.73777017171778,192.0320843948371,307.5153037085876,3282.0308815368962,2601.9243791919394,4050.827032690109
4.4544000000000015,20170503,sd2,slow,1,121793.88116929866,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,198.68027275964658,155.25894484803453,248.62773181303777,3282.0308815368962,2601.9243791919394,4050.827032690109
9.5488,20170503,sd2,slow,1,173549.7147037441,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,283.10867774029475,221.23562632941992,354.2811142015615,3282.0308815368962,2601.9243791919394,4050.827032690109
5.3248000000000015,20170503,sd2,slow,0,178540.03526080493,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,291.2493022110489,227.597127389278,364.46826046219616,3282.0308815368962,2601.9243791919394,4050.827032690109
6.912000000000001,20170503,sd2,slow,1,173552.52515102422,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,283.1132623748169,221.23920899773688,354.28685139563004,3282.0308815368962,2601.9243791919394,4050.827032690109
7.8336000000000015,20170503,sd2,slow,1,130914.01845493168,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,213.55779654096239,166.88500420538702,267.24540804915756,3282.0308815368962,2601.9243791919394,4050.827032690109
7.8336000000000015,20170503,sd2,slow,1,130914.01845493168,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,213.55779654096239,166.88500420538702,267.24540804915756,3282.0308815368962,2601.9243791919394,4050.827032690109
2.2272000000000003,20170503,sd2,slow,1,67558.6595418294,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,110.20728443975622,86.1216187144226,137.912973336204,3282.0308815368962,2601.9243791919394,4050.827032690109
2.2272000000000003,20170503,sd2,slow,1,67558.6595418294,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,110.20728443975622,86.1216187144226,137.912973336204,3282.0308815368962,2601.9243791919394,4050.827032690109
19.3792,20170503,sd2,slow,1,156369.91043426242,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,255.08355722152794,199.33536124247522,319.210585801405,3282.0308815368962,2601.9243791919394,4050.827032690109
19.3792,20170503,sd2,slow,1,156369.91043426242,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,255.08355722152794,199.33536124247522,319.210585801405,3282.0308815368962,2601.9243791919394,4050.827032690109
19.3792,20170503,sd2,slow,1,156369.91043426242,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,255.08355722152794,199.33536124247522,319.210585801405,3282.0308815368962,2601.9243791919394,4050.827032690109
5.9904,20170503,sd2,slow,1,216394.4306145677,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,353.0005291350246,275.8527000343105,441.7435091495866,3282.0308815368962,2601.9243791919394,4050.827032690109
7.3472,20170503,sd2,slow,1,196760.80635045207,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,320.97253407809217,250.8243836893202,401.6637988949224,3282.0308815368962,2601.9243791919394,4050.827032690109
7.3472,20170503,sd2,slow,1,196760.80635045207,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,320.97253407809217,250.8243836893202,401.6637988949224,3282.0308815368962,2601.9243791919394,4050.827032690109
9.7024,20170503,sd2,slow,1,229815.33222882787,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,374.89381611957424,292.961236222946,469.1406845676286,3282.0308815368962,2601.9243791919394,4050.827032690109
9.7024,20170503,sd2,slow,1,229815.33222882787,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,374.89381611957424,292.961236222946,469.1406845676286,3282.0308815368962,2601.9243791919394,4050.827032690109
6.784000000000002,20170503,sd2,slow,1,115798.98312154005,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,188.90089823064773,147.61684052858396,236.38986001065408,3282.0308815368962,2601.9243791919394,4050.827032690109
4.7360000000000015,20170503,sd2,slow,1,159413.53428419778,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,260.04856868907734,203.21527559382437,325.42378212158474,3282.0308815368962,2601.9243791919394,4050.827032690109
6.1696,20170503,sd2,slow,1,194248.38306905795,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,316.8740610017543,247.62162683539694,396.5349853961639,3282.0308815368962,2601.9243791919394,4050.827032690109
6.7328,20170503,sd2,slow,0,92433.53600021306,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,150.78524445027912,117.8313157457985,188.69207696276982,3282.0308815368962,2601.9243791919394,4050.827032690109
6.7328,20170503,sd2,slow,0,92433.53600021306,-10.510756153291872,-13.93326548207973,-7.2981208067968675,1.934912104388585,1.3667742008670198,2.541459765713612,150.78524445027912,117.8313157457985,188.69207696276982,3282.0308815368962,2601.9243791919394,4050.827032690109
