,logp,beta_1,beta_0
194,-351.00313409736646,1.825482740771982,-10.06945869719457
195,-350.8828225853104,1.8741115467047884,-10.278382051131528
196,-353.5967545247524,2.0729431002245513,-11.18395342119489
197,-351.5520597516142,1.7152247908733151,-9.45349244509325
198,-352.9805862285198,2.246587000953476,-12.405284214257632
199,-351.21272387772893,1.766622528376163,-9.712021380337584
200,-350.92421880162675,1.8404449448414835,-10.13727845429839
201,-351.6686196694255,1.8618611994494951,-10.121350304525409
202,-351.7830714265742,1.7223526760459915,-9.551071973954269
203,-352.97122952739664,2.2630977360243665,-12.381761278082715
204,-351.2400598599044,1.7978307952424546,-9.835203855273837
205,-352.3915838371178,2.057771241605027,-11.4464844991796
206,-350.9409895716606,1.9876664694758903,-10.934325685889007
207,-351.6484150224512,1.8398106825597278,-10.007102758499594
208,-352.6102942111694,1.7008309629849963,-9.242383638069715
209,-351.1737642913601,2.051093065007281,-11.271848949450767
210,-351.1807137746128,1.786481376315824,-9.793896606174272
211,-352.1989744868868,2.0112583528968635,-11.192961462839364
212,-350.9127201867903,1.9504115168670315,-10.750545338632486
213,-351.4935231427817,1.7728770540973382,-9.68300428602165
214,-351.6013836788175,1.9260777473346433,-10.700811224165665
215,-352.01746859061774,1.6880477149173834,-9.360116303230864
216,-350.82472103653674,1.8957615432322892,-10.419751693507518
217,-351.0373437864825,1.8064035092332988,-9.954159434296692
218,-351.68608301716444,1.9601870392225544,-10.653090354599554
219,-354.6604846385837,1.8301397140412583,-10.314865578591357
220,-353.2773497933209,2.28519856161776,-12.597652909531503
221,-350.83474333291036,1.927768129004162,-10.606365057181987
222,-351.40306415030767,1.8569982267652576,-10.30546536237329
223,-352.7478692797005,2.1785656912530773,-11.849014749656188
224,-351.41282911135886,2.0634103471093375,-11.389166698275114
225,-351.92646185993505,2.0841742398846077,-11.345796245986818
226,-351.6674878932784,1.9036430170729943,-10.344683548986376
227,-351.45706016188393,1.773724268417459,-9.828923474339202
228,-351.30526055662403,1.8174579015818786,-9.923251871361174
229,-352.42667897070123,2.21124113715264,-12.100388107685966
230,-352.44745111424317,1.6251965283624539,-8.979830590484859
231,-352.163122066451,2.166129761866131,-11.829670672530344
232,-352.8152104006323,2.056930047454289,-11.46586223733707
233,-351.09370416250675,2.0207589691165007,-11.13146902139274
234,-351.12442077128964,2.004105158795022,-11.060178519590831
235,-352.60911991847536,2.0486190470142813,-11.093740883832263
236,-351.11834216415707,1.8912824024726405,-10.46719060377358
237,-353.50792898057875,1.6689541255580898,-9.03609905250595
238,-351.1456175022071,2.0144485750845047,-11.113901249297413
239,-351.8103075023924,1.8049380474028218,-10.043072330899822
240,-351.06676189908234,2.0014822820595226,-11.03651629745626
241,-351.0666580956322,1.9569457090293036,-10.812929291879959
242,-352.2685230981671,2.2037142360030946,-12.103925870276964
243,-351.2388555753805,2.0638186465410504,-11.328534542114223
244,-353.9478399368926,2.3190691853808456,-12.817659011726967
245,-351.0396736491024,2.016139160411608,-11.058496091620354
246,-350.9958220254543,1.813200345613882,-9.967971559124342
247,-351.0957325410643,1.8261637541157087,-10.093245713154953
248,-352.04857801837255,1.9395822559004663,-10.515828832480443
249,-351.3943076491572,1.7769154001287266,-9.714301799715113
250,-352.93524714208866,2.2228530745092807,-12.29697049345878
251,-352.2589080053418,2.202513132585179,-12.099799426136295
252,-351.3121323463295,1.765546917605984,-9.675541584917156
253,-352.2889802407413,1.6394885394648284,-9.0584278789719
254,-351.9466989890748,1.6855592377667004,-9.23404697497579
255,-351.38089050526463,1.8543007619657301,-10.288332653892802
256,-355.92708381223883,1.94920803821572,-10.417302535360578
257,-350.9372662183559,1.937455454404854,-10.606241757962646
258,-351.88505313669583,1.9401554436124555,-10.529022542604894
259,-350.90379873872917,1.9764317336330899,-10.85362494423798
260,-351.2252070681804,1.9104196720241367,-10.41832794236315
261,-351.9029299372237,1.9219857977109347,-10.699178917635459
262,-351.40111543112414,1.9339400761672394,-10.53039216285397
263,-350.91568324462696,1.9816869740118896,-10.883910548661161
264,-351.3049719806225,1.849524928337608,-10.087098061072519
265,-351.5175616879433,1.9982784284150574,-10.880663464578637
266,-350.96281842012155,1.8239212732734809,-10.04168939179729
267,-351.33653250570194,1.7520325889432031,-9.669723567314936
268,-350.96819651807476,1.995874888472653,-10.94993282282733
269,-350.8343578176275,1.893871916088893,-10.423348627729862
270,-352.9677904597045,2.250061995254391,-12.28716247666473
271,-351.5613759680519,2.1106429350704867,-11.61908628576797
272,-351.2793596334256,1.7700840149891304,-9.779086172484499
273,-351.4216086791662,1.9161104646097165,-10.431126937194302
274,-351.9196538178379,2.163413928276535,-11.866442882176118
275,-352.2305351967787,1.6449891328508648,-9.088673244322477
276,-352.1251188673543,1.668674498652961,-9.245354404884273
277,-353.3278860736745,2.010001565235111,-10.841763481420653
278,-351.08268088861735,2.0102514215127467,-11.00619749094644
279,-350.8273073159264,1.9272189660067673,-10.59425995963659
280,-351.0947737053289,1.8430449414319352,-10.078858629421646
281,-351.3378116589632,1.869996121879786,-10.191133671336079
282,-350.9119962133068,1.9787828084355517,-10.8814941525636
283,-351.98488644132476,2.0368241660820563,-11.312031885060879
284,-352.5102244303688,2.227358243303626,-12.213026789524424
285,-351.5001749483143,2.0496298381090323,-11.181724744791056
286,-351.3333575194796,2.019702500265923,-11.16697396461604
287,-351.5805556602843,2.0845478364697216,-11.385085544837123
288,-351.29354247968615,1.7767710259952185,-9.824631689862278
289,-351.96979465439955,1.9088117434269145,-10.631759978422597
290,-351.43796102501494,2.072840105648188,-11.332850493074021
291,-352.5904000239533,2.206622189298957,-12.187829779918259
292,-350.8387355070985,1.8784117585576252,-10.328204305241469
293,-351.14603911727073,2.034257514512513,-11.14464092029652
294,-351.2325795068974,1.9032798050353443,-10.545569739381397
295,-351.20106747415423,2.05286813811313,-11.25689169723323
296,-351.1911721929088,1.908595872977071,-10.411997955922377
297,-350.87570634578026,1.9631347924978415,-10.780811138565136
298,-352.45048972996136,2.2182045121608382,-12.150045686090207
299,-351.15628092305786,2.025110525897196,-11.083132110148663
300,-354.2562915828692,2.348201406699509,-12.809289420568927
301,-351.1873538114053,1.948882731665571,-10.634019269091386
302,-352.040853793234,2.1579627989013224,-11.79332646327564
303,-351.38098192755353,1.7382207590642154,-9.570021549552019
304,-352.1718233724197,1.9790455101200837,-10.726623826996798
305,-352.71363363582327,1.6523877257255277,-9.202564704465855
306,-352.6059283930351,1.7092721229761536,-9.283718866012713
307,-350.9298488143533,1.9849530880167576,-10.916873197583536
308,-352.31725940712636,2.193395939077632,-12.093732092904004
309,-351.41330413111734,2.0229108048890723,-11.1921980829767
310,-350.96673293948203,1.8372291157509644,-10.075340044041805
311,-351.5464868719533,2.085231261968439,-11.394323696689545
312,-351.61110276352633,2.0177567524173265,-11.185042878684285
313,-350.931849930116,1.854205146668451,-10.165760880227433
314,-351.6778645566253,2.0470880895766093,-11.148684937742212
315,-350.94250243807096,1.8371217455056499,-10.123639902632748
316,-352.1613675215489,1.7679228913821332,-9.854415815106242
317,-350.8796509485027,1.9597596786860885,-10.754301682664376
318,-351.2555150892794,2.029887115593999,-11.094890289385651
319,-353.77376947537886,2.3006786773543033,-12.536998043260603
320,-353.6030996448744,1.9671623266097855,-11.025461287287925
321,-353.6834245922741,1.7684219637886889,-9.529585342787302
322,-352.7892170351927,2.2328757231066554,-12.193143519906487
323,-352.1400300173938,2.045935396013351,-11.106555126763231
324,-351.057638950297,1.917933260728405,-10.478685239035897
325,-352.22985505795396,2.160035849034568,-11.781795039911279
326,-351.3084699984735,2.066154993825298,-11.315815951241767
327,-354.02441204090195,2.332739993044584,-12.881897655790564
328,-352.47949353619657,1.620009106450851,-8.930122554267612
329,-351.2475265398798,1.759921641210918,-9.691842759734046
330,-356.00891389121193,2.4875882978211776,-13.62787108106956
331,-352.32312790838677,1.6832295217004811,-9.180697519255673
332,-350.991458246074,1.814094491379148,-9.974731941773038
333,-351.8826225533529,1.9854426706434878,-11.037154727401212
334,-351.9990392007554,1.9195368468092444,-10.409326774083299
335,-353.14024183498935,2.2601500593080157,-12.48129221234623
336,-354.41333230650287,2.354729575895457,-13.013901224138824
337,-353.13582964606445,2.283568582682779,-12.55949862763701
338,-351.67602097041254,1.9435053225632817,-10.56153444485554
339,-351.01732154511933,2.006114811549351,-10.998308131230038
340,-352.8144721799655,1.7098271280516524,-9.555783663861915
341,-350.8226198301034,1.9162054659074128,-10.535357881755912
342,-351.8125274797372,1.7813789266170537,-9.907560535583228
343,-351.17464383817605,2.0247327304804266,-11.077114489235111
344,-351.29461539952746,1.9112198001481102,-10.415849072293772
345,-351.1192579447621,2.0328243774663295,-11.143634976015491
346,-352.03901899692056,2.1221208186922373,-11.564778556341599
347,-352.1725723371858,2.1621660741427156,-11.802404287295824
348,-351.79727112063,1.7308848420440646,-9.451300043684142
349,-351.7317313376352,1.8370240487302996,-9.98647415262232
350,-350.8366273576259,1.9220168735946328,-10.549444925470949
351,-352.94882183359255,1.6800079371616456,-9.120544763737506
352,-351.1433637938329,1.952947019788749,-10.661924758085862
353,-351.567587374076,1.7227404730791986,-9.520015437791784
354,-350.9471537210104,1.9585371272305385,-10.724884662224756
355,-351.4553004072131,1.9408281596034531,-10.768658916707277
356,-352.29006715982916,1.7593058357897473,-9.551584729691056
357,-351.5066655786514,1.9826853230280432,-10.793089335339323
358,-351.7548787102943,2.0543364379486735,-11.383283015120867
359,-351.4672701480743,2.07029435545812,-11.429421091596534
360,-351.1576058975882,1.9457152587804176,-10.765743790679588
361,-351.28938561574324,1.7559357520272785,-9.645366807241858
362,-356.22834360274015,2.332186977805929,-13.017898589144545
363,-351.2687647630874,2.066707586206077,-11.368657994858046
364,-352.39230058608115,1.701289504456363,-9.477664721657021
365,-351.4138244317527,2.091591338392822,-11.50558162961919
366,-351.2918891278095,1.7563265273689053,-9.645453489846092
367,-351.2870834880372,2.072244411194703,-11.371451216645534
368,-352.6900585851181,2.0702738122402606,-11.213019281338578
369,-352.1509907430809,1.939611651780078,-10.510040675757665
370,-351.50271093442893,1.9950325745219866,-10.863470557681518
371,-353.7100633136828,1.7385102375945574,-9.76494118873328
372,-350.9238582718327,1.8920561014518444,-10.44179885392259
373,-351.0430782629153,1.9818597985526132,-10.936164949408417
374,-352.09092538143494,1.7358032725771195,-9.448784259466743
375,-352.75524579825617,1.6662224499776628,-9.067642158638819
376,-350.8218905028323,1.906064635036713,-10.474524451406097
377,-350.83635085037685,1.8867007723769713,-10.362355204732642
378,-352.7241982304966,2.2459865961442556,-12.305066374923836
379,-356.5708186038624,2.264511647187135,-12.69020690911916
380,-351.6770466735701,2.1293201985674806,-11.716013279238355
381,-350.9771949654092,1.9448260247414502,-10.735560420946486
382,-351.01803971843333,1.8085004503557949,-9.958837843276019
383,-350.9336569082648,1.949045122577773,-10.748689190146925
384,-352.22514736303856,1.7668024367942716,-9.593430594004921
385,-351.9444905086248,1.9640230817386106,-10.656945874466784
386,-351.67567967799107,1.7070949497567427,-9.367412385241492
387,-351.04483355537553,1.8064152717737336,-9.957531763410257
388,-353.34845089977193,1.5743501007212655,-8.750058283520389
389,-351.0232573891888,2.0146746885160045,-11.057418703887782
390,-352.0484764691966,1.6605381979864258,-9.164731513484334
391,-353.8991157128021,2.318556762938825,-12.810284167744678
392,-353.44170129271254,2.2105991319574656,-12.277908836103187
393,-351.9608393914768,1.8157515313899961,-10.114925471997443
394,-355.8613468065201,2.4003585975196633,-13.327542638133924
395,-355.3975758469137,1.522494886649666,-8.252362403403751
396,-351.1908073368902,2.0299095604804496,-11.195289587950262
397,-351.7550136170613,2.052216259967912,-11.37263116579417
398,-355.7453681529328,2.4715116928979306,-13.540627692077676
399,-351.7431556195383,1.7565382490010806,-9.755653360560101
400,-351.87380390780515,1.6898986711162567,-9.263359247116904
401,-352.49769142412634,1.6246510484440382,-8.989394061056052
402,-351.68009310341364,2.115653504308655,-11.666070206943182
403,-351.1692644317158,1.9399135394038531,-10.736316198816692
404,-351.0135287698841,1.8084067659919645,-9.942334481319104
405,-350.912064950231,1.8393050932547215,-10.114495667615223
406,-350.9757773152689,1.8187304397503574,-9.99867800295394
407,-351.9163079911358,1.819357399598999,-10.132398595779875
408,-351.1830092544735,1.8938729145257933,-10.488838359143807
409,-351.7028165017648,1.7095187394790279,-9.370471520151398
410,-354.10592658709896,2.270627822176929,-12.320336190752633
411,-351.2495941573818,1.78517004870287,-9.774359260554341
412,-351.2918891278095,1.7563265273689053,-9.645453489846092
413,-352.42010652451546,1.6278035501594865,-8.949540137052567
414,-351.82411158274675,1.8599267321541317,-10.100408914233974
415,-352.75516382022,2.1852591861731434,-12.106602948386701
416,-352.07870540582667,1.8460409623073701,-10.292387365540169
417,-351.3836759253345,2.0854507185251885,-11.47505388271502
418,-351.6382950596613,2.09370040578673,-11.56216905023109
419,-350.9569679134194,1.9955160164613996,-10.971748206509094
420,-351.04782064870244,1.8044546385780185,-9.907936674296309
421,-351.3124918040418,1.7556682028255826,-9.636076040324253
422,-351.0037342835293,1.9511632031390493,-10.671575262533036
423,-352.21166790281706,1.8622989615821102,-10.089564498525556
424,-351.846488394005,1.9222343148052883,-10.696932871652665
425,-351.7804274092772,2.113848352315209,-11.6737497355317
426,-351.09861124027765,2.0320147466697667,-11.147061499917275
427,-352.2011536231545,1.674432113994732,-9.153702970122534
428,-351.0118210352937,1.8183690482556594,-10.026325622813252
429,-351.03259468539994,2.009132687145495,-11.012932948988345
430,-351.431898183516,1.9755556365549487,-10.759392314398058
431,-351.0489182590931,1.839224707845105,-10.162510378590929
432,-353.2092872212777,1.6319245336585662,-9.112200547569865
433,-353.23896079785936,2.2944275461876993,-12.606458968209123
434,-353.6451791685785,1.8916942298413053,-10.181442115326677
435,-353.1599257022055,2.284820850380702,-12.569807789288818
436,-351.6138792384697,1.9932518062740923,-10.84399859753858
437,-353.32516281056155,2.2056393732811412,-11.97275568217202
438,-351.0581287479835,2.0157436261708237,-11.098996014590687
439,-352.5030220897197,2.2251530610577506,-12.238629235455507
440,-351.7754968311059,2.143720113466734,-11.751754750939527
441,-351.41792809999635,2.0718117145987267,-11.32973715223263
442,-351.09803443116624,1.8079980327994547,-9.908151902495364
443,-351.6781798093529,1.7145704486336941,-9.39498254051763
444,-353.66871677237066,1.537345704056904,-8.509448606072137
445,-351.86721506346976,2.1122272194493634,-11.6769623138366
446,-351.79178978712235,2.105573857362336,-11.636980444890913
447,-350.88260354414115,1.923011235668043,-10.53802110987888
448,-352.5723711089424,2.2108772624152975,-12.20348799529128
449,-351.67588928041283,2.1239359874499817,-11.628588747874481
450,-351.3587208147551,2.038033829428308,-11.260577950730708
451,-350.9939823994466,1.9471879632706677,-10.650682277206267
452,-351.29045237177263,1.9566476404803896,-10.837801404401347
453,-351.1400263635211,1.7798889285127715,-9.786817321391604
454,-351.70007965441886,2.13565780386911,-11.738520731562554
455,-351.0018261126386,1.9885351809821967,-10.960022545960927
456,-350.8834576484329,1.858269240484581,-10.233462682227561
457,-351.1968339350375,1.8279574419675038,-10.118533487370797
458,-352.23368528841985,2.0532542446855597,-11.413346665954041
459,-351.47622425206566,1.7435244176581284,-9.64291822604689
460,-355.56691307530144,1.5367925715937731,-8.656180413389897
461,-350.890597250505,1.8901296359093003,-10.358357473487233
462,-353.36996386712605,1.5554712062100269,-8.600245087298367
463,-351.3177371519178,1.841419271183026,-10.209504877922246
464,-353.0907112357206,1.8940280573787702,-10.607692393846879
465,-351.02918364096655,1.844326831083802,-10.095892332712783
466,-352.5754198385202,2.2042652058697105,-12.175824517905108
467,-352.3584025010771,2.0510860108743563,-11.122265924478395
468,-350.8272554094112,1.9273914342028722,-10.592020208960065
469,-351.31486238591395,1.7847107867863616,-9.762008632014915
470,-351.2999185225762,2.060428110436404,-11.279292643735333
471,-351.1610312146267,2.048591905864007,-11.256984592597043
472,-351.5818404309423,1.9455357810895564,-10.579672671878297
473,-350.9722721954325,1.9917668127718606,-10.920305615221679
474,-351.09378594089804,1.9479000400306588,-10.639865131912188
475,-351.58948931545785,1.8205125812803216,-10.114994775034402
476,-351.12927081930303,1.9803372657072351,-10.942186289512083
477,-353.15171829588115,2.141368670577615,-11.59986694364468
478,-352.71309107762403,1.7392583682513427,-9.426059209524182
479,-352.7307517898019,1.6010769244631387,-8.812292465893341
480,-352.1840356539565,1.7681041978631409,-9.856938313508921
481,-351.9628776485399,2.0644537409679695,-11.451408691686934
482,-351.3745612113581,1.7950003004055164,-9.803967047828838
483,-350.89875772895533,1.9752081724429804,-10.853201475928207
484,-353.25020629521657,1.6890090209143969,-9.147616410903884
485,-351.892596725411,1.9199388068835435,-10.418054870364958
486,-352.37413069177956,1.9495409773487078,-10.55228139387696
