area,intensity,date,rbs,mean_bg,exposure_ms,replicate_number,rescaled_intensity
7.7568,185631.3920814684,20170926,sd0,119929.74643853705,25,0,131403.29128586268
5.4528,193387.2139614943,20170926,sd0,119929.74643853705,25,0,146914.9350459145
5.4272,186619.77525907275,20170926,sd0,119929.74643853705,25,0,133380.05764107138
7.372800000000002,232682.97435324072,20170926,sd0,119929.74643853705,25,0,225506.45582940732
7.0912000000000015,176622.7738439723,20170926,sd0,119929.74643853705,25,0,113386.0548108705
9.216,197022.22494681328,20170926,sd0,119929.74643853705,25,0,154184.95701655245
5.7344,181597.03450270125,20170926,sd0,119929.74643853705,25,0,123334.5761283284
7.4496,168701.7619952542,20170926,sd0,119929.74643853705,25,0,97544.03111343429
5.247999999999999,171575.8364689668,20170926,sd0,117504.51226540304,25,0,108142.6484071275
5.0688,209429.7185261729,20170926,sd0,117504.51226540304,25,0,183850.4125215397
4.352,229149.2745974389,20170926,sd0,117504.51226540304,25,0,223289.52466407174
10.7264,185584.92177411626,20170926,sd0,117504.51226540304,25,0,136160.81901742643
11.8528,198904.87753693078,20170926,sd0,117504.51226540304,25,0,162800.73054305548
4.6848,180260.58354893143,20170926,sd0,117504.51226540304,25,0,125512.14256705678
9.472,189938.69840397147,20170926,sd0,111691.63257107417,25,0,156494.13166579462
8.704,176446.28793607414,20170926,sd0,111691.63257107417,25,0,129509.31072999994
4.9152000000000005,163805.40579878195,20170926,sd0,111691.63257107417,25,0,104227.54645541558
2.8672,157178.69772591355,20170926,sd0,111691.63257107417,25,0,90974.13030967876
10.2144,207910.66657635488,20170926,sd0,111691.63257107417,25,0,192438.06801056143
9.3952,157788.00864910535,20170926,sd0,117997.58116197045,25,0,79580.85497426981
9.1136,214235.52213109,20170926,sd0,117997.58116197045,25,0,192475.88193823912
7.654400000000001,207466.8069369123,20170926,sd0,117997.58116197045,25,0,178938.4515498837
7.1168000000000005,192152.67298514518,20170926,sd0,117997.58116197045,25,0,148310.18364634947
5.6320000000000014,159153.79929560338,20170926,sd0,117997.58116197045,25,0,82312.43626726588
10.1888,180454.0919470318,20170926,sd0,117997.58116197045,25,0,124913.02157012268
4.6848,175794.45531408818,20170926,sd0,111206.47044997307,25,0,129175.96972823021
4.992,167469.99479858176,20170926,sd0,111206.47044997307,25,0,112527.04869721737
4.5312,196274.43104114686,20170926,sd0,111206.47044997307,25,0,170135.92118234758
4.4544000000000015,213038.7870147847,20170926,sd0,111206.47044997307,25,0,203664.63312962322
7.6032,179546.58291551282,20170926,sd0,111206.47044997307,25,0,136680.2249310795
7.296,195420.78050526767,20170926,sd0,111206.47044997307,25,0,168428.6201105892
8.32,171778.11659279608,20170926,sd0,111206.47044997307,25,0,121143.29228564602
5.4784000000000015,193936.4613709343,20170926,sd0,116057.74349220266,25,0,155757.43575746327
9.1392,186509.3404658732,20170926,sd0,116057.74349220266,25,0,140903.19394734106
8.9856,190950.31873961253,20170926,sd0,116057.74349220266,25,0,149785.15049481974
11.4432,202251.5100526556,20170926,sd0,116057.74349220266,25,0,172387.53312090586
5.9136000000000015,181665.7652572884,20170926,sd0,116057.74349220266,25,0,131216.0435301715
7.5264000000000015,162615.82289854976,20170926,sd0,116057.74349220266,25,0,93116.1588126942
6.6048,168766.83866357437,20170926,sd0,115404.78332044477,25,0,106724.1106862592
4.9664,161735.81657407954,20170926,sd0,115404.78332044477,25,0,92662.06650726954
13.7984,218397.6622862675,20170926,sd0,115404.78332044477,25,0,205985.75793164546
4.7360000000000015,179157.22661476175,20170926,sd0,115404.78332044477,25,0,127504.88658863395
6.7328,192466.73096403835,20170926,sd0,115404.78332044477,25,0,154123.89528718716
12.415999999999999,211199.7714196056,20170926,sd0,115404.78332044477,25,0,191589.97619832164
8.3968,184066.3758115376,20170926,sd0,115404.78332044477,25,0,137323.1849821857
3.5584,191289.59661198227,20170926,sd0,115404.78332044477,25,0,151769.626583075
9.4208,184707.78169081575,20170926,sd0,115404.78332044477,25,0,138605.99674074198
4.8896000000000015,149660.80958772052,20170926,sd0,115404.78332044477,25,0,68512.0525345515
4.6592,156688.54855425018,20170926,sd0,116041.55341505213,25,0,81293.99027839612
14.975999999999999,182464.1372994171,20170926,sd0,116041.55341505213,25,0,132845.16776872997
4.992,215412.1153564495,20170926,sd0,116041.55341505213,25,0,198741.12388279475
3.4304,173372.93208701018,20170926,sd0,116041.55341505213,25,0,114662.7573439161
6.5792,190734.65667250397,20170926,sd0,116041.55341505213,25,0,149386.2065149037
5.8112,185545.75562268207,20170926,sd0,116041.55341505213,25,0,139008.4044152599
9.7792,194555.55020695235,20170926,sd0,116041.55341505213,25,0,157027.99358380045
10.1376,181330.63715370066,20170926,sd0,116041.55341505213,25,0,130578.16747729707
4.864,155702.0837766103,20170926,sd0,115027.89126900512,25,0,81348.38501521034
8.217600000000001,207197.9989183435,20170926,sd0,115027.89126900512,25,0,184340.21529867678
5.2224,193764.72330383505,20170926,sd0,115027.89126900512,25,0,157473.66406965986
4.0448,138760.18725833204,20170926,sd0,115027.89126900512,25,0,47464.59197865383
7.167999999999999,175643.15042790453,20170926,sd0,115027.89126900512,25,0,121230.51831779882
5.8368,174823.16041048756,20170926,sd0,115027.89126900512,25,0,119590.53828296489
3.5584,169602.4554328841,20170926,sd0,115027.89126900512,25,0,109149.12832775796
4.7872,230497.64725786264,20170926,sd0,119101.99849914119,25,0,222791.2975174429
4.48,272553.48309304274,20170926,sd0,119101.99849914119,25,0,306902.9691878031
8.4224,206562.3670476763,20170926,sd0,119101.99849914119,25,0,174920.7370970702
3.7632,203007.060994196,20170926,sd0,119101.99849914119,25,0,167810.12499010965
8.6272,203352.43404597015,20170926,sd0,119101.99849914119,25,0,168500.87109365792
7.3216,195443.75487935645,20170926,sd0,119101.99849914119,25,0,152683.51276043052
6.5536,216017.00877671872,20170926,sd0,119101.99849914119,25,0,193830.02055515506
14.208,177051.51700533874,20170926,sd0,119101.99849914119,25,0,115899.0370123951
5.9904,161453.74202726886,20170926,sd0,119101.99849914119,25,0,84703.48705625534
13.0816,172315.44466633422,20170926,sd0,106513.77052980676,25,0,131603.34827305493
8.3968,200286.9932768428,20170926,sd0,106513.77052980676,25,0,187546.4454940721
4.2496,135587.5424021555,20170926,sd0,106513.77052980676,25,0,58147.54374469747
4.5312,151470.75800203186,20170926,sd0,106513.77052980676,25,0,89913.97494445018
13.2864,153846.3602551299,20170926,sd0,106513.77052980676,25,0,94665.17945064626
12.1856,159685.2074339825,20170926,sd0,108321.47586098641,25,0,102727.46314599217
4.224,149382.1878801735,20170926,sd0,108321.47586098641,25,0,82121.42403837419
6.8608,140848.79279489742,20170926,sd0,108321.47586098641,25,0,65054.633867822035
5.0432000000000015,178946.79539608612,20170926,sd0,108321.47586098641,25,0,141250.63907019942
5.5808,188752.09540236212,20170926,sd0,108321.47586098641,25,0,160861.23908275142
7.7568,205365.8430784063,20170926,sd0,108321.47586098641,25,0,194088.73443483977
3.7376,173385.4184204808,20170926,sd0,108321.47586098641,25,0,130127.88511898876
5.0944,171092.44380755335,20170926,sd0,108321.47586098641,25,0,125541.9358931339
19.072,174540.97387609544,20170926,sd0,108321.47586098641,25,0,132438.99603021806
6.9632000000000005,164417.03144369414,20170926,sd0,108321.47586098641,25,0,112191.11116541545
6.7584,153666.6246263351,20170926,sd0,108321.47586098641,25,0,90690.2975306974
16.1792,163827.12470683517,20170926,sd0,111252.81336358776,25,0,105148.62268649481
7.4239999999999995,217317.23140126973,20170926,sd0,111252.81336358776,25,0,212128.83607536394
12.9792,179383.28873505542,20170926,sd0,111252.81336358776,25,0,136260.95074293533
4.8896000000000015,191720.34090129138,20170926,sd0,111252.81336358776,25,0,160935.05507540723
3.5839999999999996,178474.6053041134,20170926,sd0,111252.81336358776,25,0,134443.58388105125
10.8544,190926.17446486282,20170926,sd0,111252.81336358776,25,0,159346.72220255013
6.1696,167764.30896172632,20170926,sd0,111252.81336358776,25,0,113022.99119627713
7.7824,194407.6106320865,20170926,sd0,113255.15304546233,25,0,162304.91517324833
9.2672,213079.0903790604,20170926,sd0,113255.15304546233,25,0,199647.87466719613
7.1168000000000005,199540.8108536634,20170926,sd0,113255.15304546233,25,0,172571.31561640213
17.7152,187359.8112260532,20170926,sd0,113255.15304546233,25,0,148209.31636118173
22.1952,189734.6219648495,20170926,sd0,113255.15304546233,25,0,152958.93783877435
12.2112,157602.9241835676,20170926,sd0,108553.84369213114,25,0,98098.16098287294
9.7536,173050.80749825115,20170926,sd0,108553.84369213114,25,0,128993.92761224002
8.217600000000001,140217.0864539124,20170926,sd0,108553.84369213114,25,0,63326.48552356252
5.8112,156038.85808951553,20170926,sd0,108553.84369213114,25,0,94970.02879476879
9.9328,188130.94245352235,20170926,sd0,114350.93108414387,25,0,147560.02273875696
5.0176,183111.81018388108,20170926,sd0,114350.93108414387,25,0,137521.75819947443
5.0944,172272.3306323708,20170926,sd0,114350.93108414387,25,0,115842.79909645388
11.2128,174116.07073945954,20170926,sd0,114350.93108414387,25,0,119530.27931063135
8.9856,184862.99467780406,20170926,sd0,108191.63420212187,25,0,153342.72095136438
6.6816,154552.7853337398,20170926,sd0,108191.63420212187,25,0,92722.30226323585
7.5264000000000015,178783.0209589422,20170926,sd0,108191.63420212187,25,0,141182.77351364063
15.3344,211863.15240227914,20170926,sd0,108191.63420212187,25,0,207343.03640031454
7.1936,184046.94473705688,20170926,sd0,108191.63420212187,25,0,151710.62106987002
7.3472,186374.90132327686,20170926,sd0,108191.63420212187,25,0,156366.53424230998
6.3488000000000016,167776.21164983357,20170926,sd0,108191.63420212187,25,0,119169.15489542339
4.5824,168830.05839867142,20170926,sd0,108191.63420212187,25,0,121276.84839309909
6.2464,180398.05849929104,20170926,sd0,108191.63420212187,25,0,144412.84859433834
12.5952,211141.46231828886,20170926,sd0,108191.63420212187,25,0,205899.65623233397
4.9152000000000005,149899.0418319183,20170926,sd0,108191.63420212187,25,0,83414.81525959284
6.2208000000000006,198368.99574156702,20170926,sd0,108191.63420212187,25,0,180354.7230788903
7.4752,177495.75396373638,20170926,sd0,108191.63420212187,25,0,138608.23952322901
5.3504000000000005,138837.64194057294,20170926,sd0,108191.63420212187,25,0,61292.015476902125
4.9152000000000005,340384.1297958602,20170725,10sd1,121916.24545312075,50,1,218467.88434273947
4.4544000000000015,424282.61229870544,20170725,10sd1,121916.24545312075,50,1,302366.3668455847
4.5824,347374.21309017355,20170725,10sd1,112650.92276969994,50,1,234723.2903204736
4.864,258417.2769949019,20170725,10sd1,115397.56526820926,50,1,143019.71172669265
6.9632000000000005,304888.1587016734,20170725,10sd1,111916.00120387322,50,1,192972.15749780013
9.6,268016.68333480053,20170725,10sd1,114015.09998922974,50,1,154001.58334557078
6.8864,374004.96072441625,20170725,10sd1,114015.09998922974,50,1,259989.8607351865
7.296,276513.83359779906,20170725,10sd1,116240.93830840188,50,1,160272.8952893972
4.8896000000000015,281879.7206974925,20170725,10sd1,112899.1830096832,50,1,168980.5376878093
5.1456,325979.9488212117,20170725,10sd1,112899.1830096832,50,1,213080.7658115285
2.3808,118766.38355086019,20170725,10sd1,113903.20129095585,50,1,4863.182259904337
5.8368,262400.5704017433,20170725,10sd1,113903.20129095585,50,1,148497.36911078743
10.2656,254885.36085175324,20170725,10sd1,108244.60563168542,50,1,146640.7552200678
13.5424,233220.55691619052,20170725,10sd1,113005.62939840792,50,1,120214.9275177826
5.4784000000000015,216714.45775142912,20170725,10sd1,113005.62939840792,50,1,103708.8283530212
3.7376,302888.2601683831,20170725,10sd1,113005.62939840792,50,1,189882.63076997513
10.0096,271812.97848744807,20170725,10sd1,113005.62939840792,50,1,158807.34908904013
8.9344,273506.1299193885,20170725,10sd1,112865.72883096615,50,1,160640.40108842234
7.9872,334182.938408249,20170725,10sd1,114761.8905344808,50,1,219421.0478737682
5.0944,305391.1183452223,20170725,10sd1,114761.8905344808,50,1,190629.22781074152
38.1184,320983.070151172,20170725,10sd1,114761.8905344808,50,1,206221.1796166912
7.1424,324752.14830799104,20170725,10sd1,114761.8905344808,50,1,209990.25777351027
1.8176,126105.67856135244,20170725,10sd1,114761.8905344808,50,1,11343.78802687164
8.32,129856.57184297164,20170725,10sd1,114761.8905344808,50,1,15094.681308490834
9.3696,267460.88458944525,20170725,10sd1,114761.8905344808,50,1,152698.99405496445
4.7616000000000005,284921.5577154051,20170725,10sd1,113753.11284227404,50,1,171168.44487313105
6.0928,367313.81962002406,20170725,10sd1,113753.11284227404,50,1,253560.70677775002
15.9744,289521.8295309919,20170725,10sd1,113753.11284227404,50,1,175768.71668871786
8.832,282047.2165021681,20170725,10sd1,113085.99714013045,50,1,168961.21936203766
8.96,286307.2671881963,20170725,10sd1,113085.99714013045,50,1,173221.27004806587
6.0416,293132.0683509523,20170725,10sd1,114126.39537624238,50,1,179005.67297470992
5.9904,288463.0407396135,20170725,10sd1,114126.39537624238,50,1,174336.64536337115
9.0368,290825.4593623752,20170725,10sd1,113926.71620574268,50,1,176898.74315663252
6.3232,313691.9508584786,20170725,10sd1,113926.71620574268,50,1,199765.23465273593
12.6976,330454.65320627537,20170725,10sd1,116390.36243625822,50,1,214064.29077001713
4.3264000000000005,319159.48549428594,20170725,10sd1,116390.36243625822,50,1,202769.1230580277
3.9936,312853.36220425105,20170725,10sd1,114450.33677870418,50,1,198403.0254255469
2.3552,474259.5412054886,20170725,10sd1,114450.33677870418,50,1,359809.2044267844
11.5712,295030.3251563736,20170725,10sd1,114450.33677870418,50,1,180579.98837766942
5.4272,364671.4347866571,20170725,10sd1,113916.07855901455,50,1,250755.35622764257
10.24,363313.1015921105,20170725,10sd1,116426.43849044965,50,1,246886.66310166087
20.5056,375056.98406103865,20170725,10sd1,116426.43849044965,50,1,258630.54557058902
6.0416,352897.6701208093,20170725,10sd1,116426.43849044965,50,1,236471.23163035963
6.1696,402325.1740347264,20170725,10sd1,116426.43849044965,50,1,285898.7355442768
5.9136000000000015,302039.1273355213,20170725,10sd1,116426.43849044965,50,1,185612.6888450716
3.2512000000000003,458701.6503686328,20170725,10sd1,117219.04589341006,50,1,341482.60447522276
3.7376,367905.89214128704,20170725,10sd1,117219.04589341006,50,1,250686.846247877
2.2528,422655.1349637524,20170725,10sd1,117219.04589341006,50,1,305436.08907034236
2.9184,327293.3517628853,20170725,10sd1,117219.04589341006,50,1,210074.30586947524
13.44,401164.8089152647,20170725,10sd1,117274.37760219244,50,1,283890.4313130722
8.652800000000001,312360.8180887206,20170725,10sd1,117274.37760219244,50,1,195086.44048652815
6.7072,287214.82001497515,20170725,10sd1,114741.06383757721,50,1,172473.75617739794
10.368,241034.9215963016,20170721,sd1,114379.45459773178,50,1,126655.46699856984
22.8608,275027.64583475905,20170721,sd1,114379.45459773178,50,1,160648.1912370273
7.372800000000002,228614.68958786112,20170721,sd1,112304.256937637,50,1,116310.43265022413
7.1424,195996.62986936801,20170721,sd1,112304.256937637,50,1,83692.37293173102
8.8576,202562.035456288,20170721,sd1,112304.256937637,50,1,90257.778518651
9.5744,245659.65284138315,20170721,sd1,112304.256937637,50,1,133355.39590374616
10.0608,200070.65514152637,20170721,sd1,114509.22246959648,50,1,85561.43267192988
11.3664,266774.7649657333,20170721,sd1,114509.22246959648,50,1,152265.5424961368
7.4239999999999995,248579.90483445878,20170721,sd1,114509.22246959648,50,1,134070.6823648623
6.272,192979.11544998505,20170721,sd1,114509.22246959648,50,1,78469.89298038857
6.272,200418.6557286449,20170721,sd1,114509.22246959648,50,1,85909.43325904841
8.5504,249459.3890115777,20170721,sd1,112703.4475452276,50,1,136755.9414663501
7.2704,281338.5048171257,20170721,sd1,112703.4475452276,50,1,168635.05727189808
7.3984,279885.31164518953,20170721,sd1,112703.4475452276,50,1,167181.86409996194
7.3472,250978.80947773837,20170721,sd1,112703.4475452276,50,1,138275.36193251077
7.296,242389.6222615535,20170721,sd1,112703.4475452276,50,1,129686.1747163259
6.8864,186170.03183662207,20170721,sd1,112703.4475452276,50,1,73466.58429139448
10.8288,296010.4377641903,20170721,sd1,112703.4475452276,50,1,183306.99021896272
9.6,207874.41737756415,20170721,sd1,112703.4475452276,50,1,95170.96983233657
6.6048,201639.67628263208,20170721,sd1,112703.4475452276,50,1,88936.22873740448
6.8864,212561.59683858196,20170721,sd1,112703.4475452276,50,1,99858.14929335436
8.3968,209390.31888992141,20170721,sd1,113581.56887787234,50,1,95808.75001204907
6.5536,245236.66130790772,20170721,sd1,113581.56887787234,50,1,131655.09243003538
8.166400000000001,226568.86294166557,20170721,sd1,113581.56887787234,50,1,112987.29406379323
8.166400000000001,240035.91029185,20170721,sd1,113581.56887787234,50,1,126454.34141397767
12.3392,228261.79592988637,20170721,sd1,114257.8704535982,50,1,114003.92547628818
6.5792,207940.17157435554,20170721,sd1,114257.8704535982,50,1,93682.30112075734
9.9072,205192.42734296195,20170721,sd1,114257.8704535982,50,1,90934.55688936375
7.372800000000002,200154.78398344948,20170721,sd1,114257.8704535982,50,1,85896.91352985128
7.1168000000000005,205772.76750555332,20170721,sd1,114257.8704535982,50,1,91514.89705195512
16.4864,259095.3317020911,20170721,sd1,114257.8704535982,50,1,144837.46124849288
6.195200000000002,196688.13249957594,20170721,sd1,114257.8704535982,50,1,82430.26204597774
9.8816,196964.0107448068,20170721,sd1,114257.8704535982,50,1,82706.14029120859
28.288,233357.5367069149,20170721,sd1,114257.8704535982,50,1,119099.6662533167
5.760000000000002,229665.7159205701,20170721,sd1,114257.8704535982,50,1,115407.8454669719
15.8464,245331.15897404624,20170721,sd1,113617.61198172005,50,1,131713.54699232618
8.2432,225064.30617841726,20170721,sd1,113617.61198172005,50,1,111446.69419669721
7.3472,201128.81136864785,20170721,sd1,113617.61198172005,50,1,87511.19938692781
5.8112,231963.7816665713,20170721,sd1,113617.61198172005,50,1,118346.16968485125
5.4528,194059.6321742229,20170721,sd1,113617.61198172005,50,1,80442.02019250285
8.96,253268.0170309048,20170721,sd1,113617.61198172005,50,1,139650.40504918474
9.6256,202554.91647998692,20170721,sd1,114225.3109410658,50,1,88329.60553892111
8.345600000000001,210491.1030622395,20170721,sd1,112425.15239486996,50,1,98065.95066736956
11.1872,209597.49329667923,20170721,sd1,112425.15239486996,50,1,97172.34090180926
9.5488,197301.73618857,20170721,sd1,112425.15239486996,50,1,84876.58379370003
11.0848,207274.24511835663,20170721,sd1,113492.26627430905,50,1,93781.97884404758
10.495999999999999,231587.18880177225,20170721,sd1,113492.26627430905,50,1,118094.92252746322
8.0896,226346.4961522769,20170721,sd1,113492.26627430905,50,1,112854.22987796785
5.5552,235031.28212004216,20170721,sd1,116028.97125967102,50,1,119002.31086037114
6.3232,180271.88205272114,20170721,sd1,116028.97125967102,50,1,64242.91079305012
7.4752,217534.6787331838,20170721,sd1,116028.97125967102,50,1,101505.70747351278
7.1168000000000005,204553.8004456617,20170721,sd1,116028.97125967102,50,1,88524.82918599069
7.4239999999999995,191971.29677925727,20170721,sd1,116028.97125967102,50,1,75942.32551958626
8.6272,219404.31895158804,20170721,sd1,116028.97125967102,50,1,103375.34769191704
3.3536,225625.4449403374,20170721,sd1,113680.83800217,50,1,111944.60693816739
2.4832,251269.21894673645,20170721,sd1,113680.83800217,50,1,137588.38094456645
3.4816000000000003,218503.44616755247,20170721,sd1,113680.83800217,50,1,104822.60816538247
8.192,240632.08822618698,20170721,sd1,113680.83800217,50,1,126951.25022401699
2.4576,278558.72799904045,20170721,sd1,113680.83800217,50,1,164877.88999687045
3.5072,247854.8004971697,20170721,sd1,113680.83800217,50,1,134173.9624949997
4.6336,245842.8281136079,20170721,sd1,113680.83800217,50,1,132161.9901114379
7.6032,280240.7218804224,20170721,sd1,114340.91117883203,50,1,165899.81070159035
29.2864,238555.9071829305,20170721,sd1,114340.91117883203,50,1,124214.99600409847
5.5552,231412.75800633058,20170721,sd1,114340.91117883203,50,1,117071.84682749855
6.9632000000000005,253285.9662954716,20170721,sd1,114340.91117883203,50,1,138945.05511663956
5.0432000000000015,239269.39770707017,20170721,sd1,110904.15306904461,50,1,128365.24463802556
10.8288,212487.2886597921,20170721,sd1,110904.15306904461,50,1,101583.13559074751
7.7568,244856.3305629261,20170721,sd1,110904.15306904461,50,1,133952.1774938815
7.7568,212823.64497048387,20170721,sd1,110904.15306904461,50,1,101919.49190143927
7.2448000000000015,201162.04768638546,20170721,sd1,110904.15306904461,50,1,90257.89461734085
6.9376000000000015,253428.0091649386,20170721,sd1,110904.15306904461,50,1,142523.85609589398
6.1184,174753.610522156,20170721,sd1,110904.15306904461,50,1,63849.45745311139
6.8608,203133.79734435372,20170721,sd1,110904.15306904461,50,1,92229.64427530911
14.2592,250504.89636517406,20170721,sd1,110904.15306904461,50,1,139600.74329612945
7.936,219076.95040459372,20170721,sd1,114968.51386294908,50,1,104108.43654164464
7.04,233851.6074205784,20170721,sd1,114968.51386294908,50,1,118883.09355762931
10.2912,220918.9288699765,20170721,sd1,114968.51386294908,50,1,105950.4150070274
6.4256,243726.29531675746,20170721,sd1,114968.51386294908,50,1,128757.78145380838
7.4752,247295.0466971259,20170721,sd1,112015.6712112401,50,1,135279.37548588577
8.3712,254100.30182310878,20170721,sd1,112015.6712112401,50,1,142084.6306118687
7.3472,244686.2850134073,20170721,sd1,112015.6712112401,50,1,132670.61380216718
10.752,256260.1327722158,20170721,sd1,112015.6712112401,50,1,144244.4615609757
6.9888,211861.66817941755,20170721,sd1,112015.6712112401,50,1,99845.99696817744
6.8864,268187.10087682074,20170721,sd1,112015.6712112401,50,1,156171.42966558062
9.2928,183256.59954887023,20170721,sd1,112015.6712112401,50,1,71240.92833763013
5.5552,240507.8989315845,20170721,sd1,112978.80219218716,50,1,127529.09673939734
6.2208000000000006,197586.39402933282,20170721,sd1,112978.80219218716,50,1,84607.59183714566
7.4496,197509.43971551105,20170721,sd1,112978.80219218716,50,1,84530.6375233239
7.2704,201884.06848608344,20170721,sd1,112978.80219218716,50,1,88905.26629389629
7.4239999999999995,186586.26750901886,20170721,sd1,112978.80219218716,50,1,73607.4653168317
8.7296,222707.11551730073,20170721,sd1,112978.80219218716,50,1,109728.31332511357
7.808000000000002,195602.32457625965,20170721,sd1,113843.77559827152,50,1,81758.54897798813
7.7056,222960.75598949005,20170721,sd1,113843.77559827152,50,1,109116.98039121853
6.6816,220740.91340310292,20170721,sd1,113843.77559827152,50,1,106897.13780483142
7.0144,214848.11782538332,20170721,sd1,113843.77559827152,50,1,101004.34222711179
8.2688,226086.77672147343,20170721,sd1,113843.77559827152,50,1,112243.00112320192
5.2224,206224.18063239194,20170721,sd1,113843.77559827152,50,1,92380.40503412041
12.9792,229657.7917386869,20170721,sd1,113843.77559827152,50,1,115814.01614041539
29.004800000000003,271133.8921965893,20170721,sd1,116995.97673719935,50,1,154137.91545938997
7.7824,237503.10659166696,20170721,sd1,116995.97673719935,50,1,120507.12985446761
22.297600000000006,255371.40789906398,20170721,sd1,116995.97673719935,50,1,138375.43116186463
16.7424,241942.97331286754,20170721,sd1,114969.6376960741,50,1,126973.33561679344
8.0128,222769.40106400548,20170721,sd1,114969.6376960741,50,1,107799.76336793137
7.808000000000002,229719.93115913038,20170721,sd1,114969.6376960741,50,1,114750.29346305627
6.1184,233099.7349168191,20170721,sd1,114969.6376960741,50,1,118130.09722074501
6.272,212939.4478133857,20170721,sd1,114969.6376960741,50,1,97969.81011731159
9.6,261082.2505331763,20170721,sd1,114969.6376960741,50,1,146112.6128371022
8.4224,278806.83746720443,20170721,sd1,114969.6376960741,50,1,163837.19977113034
6.8608,208513.72893006625,20170721,sd1,114969.6376960741,50,1,93544.09123399215
5.8624,213644.8191595559,20170721,sd1,114969.6376960741,50,1,98675.18146348179
7.8336000000000015,208384.72756031476,20170721,sd1,114969.6376960741,50,1,93415.08986424067
13.568,249820.0861638799,20170721,sd1,114969.6376960741,50,1,134850.4484678058
4.8128,237728.79579470554,20170721,sd1,114969.6376960741,50,1,122759.15809863145
5.1456,236358.8816647956,20170721,sd1,115788.21070751244,50,1,120570.67095728316
7.7568,253591.60701732934,20170721,sd1,115788.21070751244,50,1,137803.39630981692
11.6736,253936.76859465078,20170721,sd1,115788.21070751244,50,1,138148.55788713833
14.7968,263276.7575437041,20170721,sd1,115788.21070751244,50,1,147488.54683619167
6.0672000000000015,221574.65504990396,20170721,sd1,115788.21070751244,50,1,105786.44434239152
7.167999999999999,213154.19458603827,20170721,sd1,115788.21070751244,50,1,97365.98387852583
10.8032,209345.33528312328,20170721,sd1,112592.40286023542,50,1,96752.93242288785
8.96,224018.81824518004,20170721,sd1,112592.40286023542,50,1,111426.41538494462
6.016,249832.12187541212,20170721,sd1,112592.40286023542,50,1,137239.7190151767
11.136,206687.91724194086,20170721,sd1,112592.40286023542,50,1,94095.51438170543
8.6272,220108.47375562345,20170721,sd1,114138.28208054283,50,1,105970.19167508063
9.5232,253677.8333526211,20170721,sd1,114138.28208054283,50,1,139539.55127207824
7.7312,254337.0304267497,20170721,sd1,114424.51729446206,50,1,139912.51313228766
5.8112,223322.29593720194,20170721,sd1,114424.51729446206,50,1,108897.77864273988
6.6048,264061.68262953963,20170721,sd1,114424.51729446206,50,1,149637.16533507756
15.1296,209439.79808979112,20170721,sd1,114424.51729446206,50,1,95015.28079532906
12.1856,231952.71588854396,20170721,sd1,114424.51729446206,50,1,117528.1985940819
15.7184,247581.57568181254,20170721,sd1,113888.96131293564,50,1,133692.6143688769
8.038400000000001,221086.92188715423,20170721,sd1,113888.96131293564,50,1,107197.96057421858
7.3984,232030.85786473515,20170721,sd1,113888.96131293564,50,1,118141.89655179951
5.888,206358.5553564768,20170721,sd1,113888.96131293564,50,1,92469.59404354116
5.4784000000000015,206206.74783090843,20170721,sd1,113888.96131293564,50,1,92317.78651797278
