# Date: 20170428
# RBS Modification: 10sd1
# Shock Rate: 1.88Hz
# Purpose: Process shock data from 20170428
# This experiment was conducted by shocking E. coli cells in which all seven
# mechanosensitive channel genes were removed from the chromosome. A single
# copy of mscL was introduced into the chromosome with the RBS modification
# 10sd1. These cells were hypo-osmotically shocked by flowing LB broth
# lacking sodium chloride at a rate of 1.88Hz monitored by the presence of
# and osmo-sensitive dye. Cells were manually marked for survivorship.
# Survivors were defined as those cells which were able to undergo two division
# events after the shock had taken place.
survival,intensity,area,flow_rate,date,rbs,mean_bg,exposure_ms
True,260639.5735046717,4.224,1.88,20170428,10sd1,91569.52696227987,25
True,218656.26596659,6.1184,1.88,20170428,10sd1,91569.52696227987,25
False,372014.5107406055,14.8992,1.88,20170428,10sd1,88185.32352506691,25
False,372014.5107406055,14.8992,1.88,20170428,10sd1,88185.32352506691,25
True,105205.5382447262,2.3296,1.88,20170428,10sd1,88185.32352506691,25
True,216158.97016184437,5.4272,1.88,20170428,10sd1,88185.32352506691,25
True,181835.88045731117,4.6080000000000005,1.88,20170428,10sd1,88185.32352506691,25
False,100312.45762601889,2.2528,1.88,20170428,10sd1,90920.7072822794,25
False,210827.63704346382,4.8128,1.88,20170428,10sd1,90920.7072822794,25
False,210827.63704346382,4.8128,1.88,20170428,10sd1,90920.7072822794,25
True,210827.63704346382,4.8128,1.88,20170428,10sd1,90920.7072822794,25
True,277397.49474711687,3.8144,1.88,20170428,10sd1,90920.7072822794,25
False,230492.13204028553,4.48,1.88,20170428,10sd1,88766.34935068723,25
False,230492.13204028553,4.48,1.88,20170428,10sd1,88766.34935068723,25
True,225146.66599520307,7.3472,1.88,20170428,10sd1,88228.99602950776,25
True,225146.66599520307,7.3472,1.88,20170428,10sd1,88228.99602950776,25
True,281373.04508157476,4.352,1.88,20170428,10sd1,88228.99602950776,25
True,281373.04508157476,4.352,1.88,20170428,10sd1,88228.99602950776,25
True,199378.87138804508,14.72,1.88,20170428,10sd1,88228.99602950776,25
True,199378.87138804508,14.72,1.88,20170428,10sd1,88228.99602950776,25
True,199378.87138804508,14.72,1.88,20170428,10sd1,88228.99602950776,25
True,169274.27913941053,6.8352,1.88,20170428,10sd1,89859.61940589297,25
False,219093.72697168196,16.3072,1.88,20170428,10sd1,92404.27050006679,25
False,219093.72697168196,16.3072,1.88,20170428,10sd1,92404.27050006679,25
True,227378.22677740347,6.0928,1.88,20170428,10sd1,92404.27050006679,25
True,216509.42552309728,18.9696,1.88,20170428,10sd1,92404.27050006679,25
True,241460.48319249807,10.393600000000001,1.88,20170428,10sd1,92404.27050006679,25
True,282872.6377142352,11.0592,1.88,20170428,10sd1,92404.27050006679,25
True,219093.72697168196,16.3072,1.88,20170428,10sd1,92404.27050006679,25
True,219093.72697168196,16.3072,1.88,20170428,10sd1,92404.27050006679,25
False,193735.49014053395,4.736000000000001,1.88,20170428,10sd1,91245.70561358788,25
False,193735.49014053395,4.736000000000001,1.88,20170428,10sd1,91245.70561358788,25
True,191085.59469419357,4.7616000000000005,1.88,20170428,10sd1,91245.70561358788,25
True,193735.49014053395,4.736000000000001,1.88,20170428,10sd1,91245.70561358788,25
True,215005.2506096852,9.1392,1.88,20170428,10sd1,91245.70561358788,25
False,165511.07411135457,5.4272,1.88,20170428,10sd1,87580.5602141814,25
False,164730.08879151076,5.043200000000001,1.88,20170428,10sd1,87580.5602141814,25
True,173043.61665768948,8.576,1.88,20170428,10sd1,87580.5602141814,25
True,195431.94250312995,5.6832,1.88,20170428,10sd1,87580.5602141814,25
False,232832.5045364194,6.5792,1.88,20170428,10sd1,86780.43443512372,25
True,225898.654222872,9.9328,1.88,20170428,10sd1,86780.43443512372,25
True,180721.28331693768,13.184000000000001,1.88,20170428,10sd1,86780.43443512372,25
True,180721.28331693768,13.184000000000001,1.88,20170428,10sd1,86780.43443512372,25
True,212229.49217921868,7.219200000000001,1.88,20170428,10sd1,86780.43443512372,25
True,209009.15700731974,7.3472,1.88,20170428,10sd1,86780.43443512372,25
False,220954.91727341586,7.3472,1.88,20170428,10sd1,94869.29443780334,25
False,227301.45238012177,8.0896,1.88,20170428,10sd1,94869.29443780334,25
True,220954.91727341586,7.3472,1.88,20170428,10sd1,94869.29443780334,25
False,214181.09025300565,8.6784,1.88,20170428,10sd1,89519.12764929944,25
False,197873.53801748992,6.3744000000000005,1.88,20170428,10sd1,89519.12764929944,25
True,202908.8322611394,16.332800000000002,1.88,20170428,10sd1,89519.12764929944,25
True,202908.8322611394,16.332800000000002,1.88,20170428,10sd1,89519.12764929944,25
True,214181.09025300565,8.6784,1.88,20170428,10sd1,89519.12764929944,25
True,255352.65251670717,16.332800000000002,1.88,20170428,10sd1,89519.12764929944,25
True,255352.65251670717,16.332800000000002,1.88,20170428,10sd1,89519.12764929944,25
True,197873.53801748992,6.3744000000000005,1.88,20170428,10sd1,89519.12764929944,25
True,212142.24457740568,7.4752,1.88,20170428,10sd1,89519.12764929944,25
True,212142.24457740568,7.4752,1.88,20170428,10sd1,89519.12764929944,25
True,251918.42614775346,8.5248,1.88,20170428,10sd1,89519.12764929944,25
True,251918.42614775346,8.5248,1.88,20170428,10sd1,89519.12764929944,25
True,224570.97263909137,7.091200000000001,1.88,20170428,10sd1,89519.12764929944,25
True,224570.97263909137,7.091200000000001,1.88,20170428,10sd1,89519.12764929944,25
True,198129.05883378774,8.1152,1.88,20170428,10sd1,89519.12764929944,25
True,198129.05883378774,8.1152,1.88,20170428,10sd1,89519.12764929944,25
True,212751.82601941857,10.700800000000001,1.88,20170428,10sd1,89519.12764929944,25
True,212751.82601941857,10.700800000000001,1.88,20170428,10sd1,89519.12764929944,25
True,234545.0151834267,3.712,1.88,20170428,10sd1,89519.12764929944,25
True,208984.3694838646,13.132800000000001,1.88,20170428,10sd1,89519.12764929944,25
