date,position,I1,I2,summed_int,sq_diff,cal_factor,cal_sd
20171129.0,0.0,84007.95945511591,43799.63923359526,127807.59868871118,1616709015.0363462,17860.578916402166,946.6660029290533
20171129.0,0.0,63520.06594562043,106412.829815619,169932.89576123943,1839789192.4074547,17860.578916402166,946.6660029290533
20171129.0,0.0,65370.69777006067,178275.02324119708,243645.72101125776,12747386710.092299,17860.578916402166,946.6660029290533
20171129.0,0.0,150583.56380725218,117803.46526890816,268387.02907616034,1074534860.1835442,17860.578916402166,946.6660029290533
20171129.0,0.0,155462.55596998477,129867.86066948673,285330.4166394715,655088427.525336,17860.578916402166,946.6660029290533
20171129.0,0.0,52252.59357776612,61899.67260474193,114152.26618250806,93066133.75271648,17860.578916402166,946.6660029290533
20171129.0,0.0,137880.89324104504,70903.51279036932,208784.40603141434,4485969492.034557,17860.578916402166,946.6660029290533
20171129.0,0.0,110922.3744666301,73127.35015722428,184049.7246238544,1428463862.5485773,17860.578916402166,946.6660029290533
20171129.0,0.0,120512.58216235714,127855.97485260892,248368.55701496606,53925416.20324335,17860.578916402166,946.6660029290533
20171129.0,0.0,63262.122989105024,53311.55813684212,116573.68112594714,99013740.87908989,17860.578916402166,946.6660029290533
20171129.0,0.0,111551.56406948871,116232.6271362011,227784.1912056898,21912351.43453882,17860.578916402166,946.6660029290533
20171129.0,0.0,35001.26173721022,71212.22101406996,106213.48275128019,1311233571.7503946,17860.578916402166,946.6660029290533
20171129.0,0.0,51481.01926957376,106479.60396927355,157960.6232388473,3024844318.9700522,17860.578916402166,946.6660029290533
20171129.0,0.0,86417.05284895869,80184.93540257495,166601.98825153365,38839287.86552056,17860.578916402166,946.6660029290533
20171129.0,0.0,103982.30272173746,127609.14770751852,231591.450429256,558227803.9821278,17860.578916402166,946.6660029290533
20171129.0,0.0,82059.85514679908,67491.79896856261,149551.65411536169,212228260.8122537,17860.578916402166,946.6660029290533
20171129.0,0.0,93025.66193258464,47181.437176361665,140207.0991089463,2101692943.4990876,17860.578916402166,946.6660029290533
20171129.0,0.0,67560.14619075472,14087.666276032836,81647.81246678755,2859306108.2303357,17860.578916402166,946.6660029290533
20171129.0,0.0,32863.15727226912,194794.50704453216,227657.6643168013,26221762039.06699,17860.578916402166,946.6660029290533
20171129.0,0.0,74310.57075316357,45396.8394049829,119707.41015814646,836003860.4747657,17860.578916402166,946.6660029290533
20171129.0,0.0,98524.03498292466,10248.288191303976,108772.32317422863,7792607471.618329,17860.578916402166,946.6660029290533
20171129.0,0.0,78000.13152031589,103053.57252641156,181053.70404672745,627674906.2459161,17860.578916402166,946.6660029290533
20171129.0,0.0,36156.59739613015,77739.47858478941,113896.07598091956,1729136007.9501522,17860.578916402166,946.6660029290533
20171129.0,0.0,110905.93088497738,178734.6089637016,289640.539848679,4600729569.907205,17860.578916402166,946.6660029290533
20171129.0,0.0,77722.78310977321,51486.466223835574,129209.24933360878,688344323.7393365,17860.578916402166,946.6660029290533
20171129.0,0.0,101238.11746766776,152199.01542114114,253437.1328888089,2597013120.2243276,17860.578916402166,946.6660029290533
20171129.0,0.0,136694.34807151032,27605.930850205812,164300.27892171615,11900282771.849407,17860.578916402166,946.6660029290533
20171129.0,0.0,4705.653934485739,76060.15390306064,80765.80783754638,5091464665.765354,17860.578916402166,946.6660029290533
20171129.0,0.0,5763.477319883808,87044.9139415129,92808.39126139671,6606671939.2759075,17860.578916402166,946.6660029290533
20171129.0,0.0,45303.0825230166,53472.4421311312,98775.5246541478,66738436.40669437,17860.578916402166,946.6660029290533
20171129.0,0.0,30417.227997236227,13753.524300871353,44170.75229810758,277679020.88024426,17860.578916402166,946.6660029290533
20171129.0,0.0,62569.717900053285,24736.814419491013,87306.53231954429,1431328585.7695408,17860.578916402166,946.6660029290533
20171129.0,0.0,16148.931707223805,19595.584483483646,35744.51619070745,11879415.360099673,17860.578916402166,946.6660029290533
20171129.0,0.0,113727.64949658542,113885.50788045161,227613.15737703705,24919.26935684447,17860.578916402166,946.6660029290533
20171129.0,0.0,29615.504232157215,31783.087564535927,61398.591796693145,4698417.502806001,17860.578916402166,946.6660029290533
20171129.0,0.0,119595.1646863566,62881.07366195123,182476.23834830784,3216488120.7245374,17860.578916402166,946.6660029290533
20171129.0,0.0,120203.7804268293,22693.991889526493,142897.77231635578,9508158860.58951,17860.578916402166,946.6660029290533
20171129.0,0.0,60525.80668767987,25910.65083872713,86436.457526407,1198209014.4472868,17860.578916402166,946.6660029290533
20171129.0,0.0,16514.778497250572,56956.42023338872,73471.1987306393,1635526386.3141508,17860.578916402166,946.6660029290533
20171129.0,0.0,24369.041271504837,60893.579835666045,85262.62110717088,1334041917.3248992,17860.578916402166,946.6660029290533
20171129.0,0.0,15181.940786255172,37920.04421375483,53101.985000010005,517021347.4796716,17860.578916402166,946.6660029290533
20171129.0,0.0,44021.57984309661,75537.24340946377,119558.82325256038,993237050.0284426,17860.578916402166,946.6660029290533
20171129.0,0.0,55710.30847065528,169783.85638597075,225494.16485662604,13012774333.987772,17860.578916402166,946.6660029290533
20171129.0,0.0,10400.99255976965,25051.41517253285,35452.4077323025,214634882.7325633,17860.578916402166,946.6660029290533
20171129.0,0.0,9451.278239384263,11102.48609187249,20553.764331256752,2726487.372118783,17860.578916402166,946.6660029290533
20171129.0,0.0,124601.24782182241,19021.906630278052,143623.15445210045,11146997286.440535,17860.578916402166,946.6660029290533
20171129.0,0.0,33354.94015099326,28516.793221120886,61871.73337211415,23407665.715033453,17860.578916402166,946.6660029290533
20171129.0,0.0,24474.03203457128,4604.497542962934,29078.529577534213,394798400.9132137,17860.578916402166,946.6660029290533
20171129.0,0.0,58669.58292306526,3480.828317741212,62150.41124080647,3045798634.886677,17860.578916402166,946.6660029290533
20171129.0,0.0,58299.64002199362,27140.90083818532,85440.54086017894,970867027.5245906,17860.578916402166,946.6660029290533
20171129.0,0.0,64284.32959181687,41142.59757815342,105426.9271699703,535539760.5922159,17860.578916402166,946.6660029290533
20171129.0,0.0,47421.50430088317,133465.62172779915,180887.12602868234,7403590143.776907,17860.578916402166,946.6660029290533
20171129.0,1.0,109011.58046102073,108325.06862237623,217336.64908339694,471298.50459904596,17860.578916402166,946.6660029290533
20171129.0,1.0,22121.33064998021,104550.05833452,126671.38898450021,6794495147.692016,17860.578916402166,946.6660029290533
20171129.0,1.0,97895.76908133936,114375.8495308785,212271.61861221786,271593051.6232825,17860.578916402166,946.6660029290533
20171129.0,1.0,53920.150548061676,124289.35074621499,178209.50129427668,4951824336.52778,17860.578916402166,946.6660029290533
20171129.0,1.0,91922.61482105471,102396.6036273403,194319.21844839503,109704441.51419583,17860.578916402166,946.6660029290533
20171129.0,1.0,29391.807916076432,108888.85153557613,138280.65945165255,6319779944.240639,17860.578916402166,946.6660029290533
20171129.0,1.0,34947.19682291873,122288.19293593657,157235.3897588553,7628449602.014197,17860.578916402166,946.6660029290533
20171129.0,1.0,113529.74623273569,11435.143129052882,124964.88936178858,10423307982.89852,17860.578916402166,946.6660029290533
